dataset_name	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016
study_condition	T1D	T1D	T1D	control	control	control	control	control	control	T1D	T1D	T1D	control	control	T1D	T1D	T1D	T1D	T1D	T1D	T1D	T1D	T1D	control	control	control	T1D	T1D	control	control	control	control	control	T1D	T1D	T1D	T1D	T1D	control	control	T1D	T1D	T1D	T1D	T1D	control	control	control	control	control	control	control	control
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae	13.00738	7.87676	12.56004	5.23358	11.31883	7.60778	4.39392	4.88651	1.0443	1.35146	2.5898	2.64408	7.13198	2.81438	9.98938	14.64089	15.78943	40.02444	34.67975	22.42051	11.71768	4.9025	5.6328	4.95048	2.66244	2.24292	5.1428	6.98688	9.59842	9.82033	4.70397	2.71243	2.54272	15.88683	9.04811	17.25967	5.93584	6.49554	0.84602	2.01461	2.08168	2.35977	0.78845	1.50827	0.73643	1.41483	0.80777	0.8588	1.73527	0.79776	1.12022	2.83165	1.7081
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae	16.07545	16.80075	17.08718	32.8257	36.48952	47.06185	14.53252	13.86631	11.94205	13.75208	14.02222	8.59091	18.65024	16.15477	13.21918	13.13171	17.6118	16.38933	13.73271	23.05035	6.69337	8.61859	7.1729	22.64874	15.13651	14.42822	24.92795	15.98124	14.78845	12.74836	19.58933	19.41295	16.81465	16.15261	22.2208	28.7032	20.30486	13.62419	5.49078	15.50059	21.82185	13.55518	12.51044	21.62876	10.50138	11.18066	9.55247	14.36007	22.4445	9.85485	7.97735	12.44247	21.81138
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Oscillospiraceae	1.09657	0.34184	0.88262	0.4601	0.58606	0.3547	0.05808	0.19919	0.0845	0.93201	0.95228	0.5431	0.72842	0.23973	0.28014	0.42282	0.12483	1.4549	1.93888	0.41248	1.09292	0.56308	0.44497	0.66008	0.58086	0.78848	0.0	0.0	0.16733	0.24318	0.0	0.0	0.0	0.36297	0.42549	0.27075	0.0	0.0997	0.14473	0.14586	0.09358	0.71775	0.15536	1.1868	0.07794	0.54063	0.0465	0.8169	0.50364	0.04748	0.82539	0.4736	3.80263
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae	0.0	1.04006	0.85311	2.49368	0.27945	0.54227	1.15832	0.23741	0.03587	1.41958	0.93755	0.60864	0.34125	0.29164	0.02298	0.0	0.16423	0.01462	0.04807	0.25899	0.12064	0.21932	0.46092	0.01821	0.0	0.01479	0.10981	0.12165	0.00071	0.00967	0.01514	0.21808	0.18898	0.00349	0.57152	0.04622	0.06385	0.42941	0.15531	0.63784	0.33753	0.06832	0.27987	0.30294	0.10112	0.11916	0.16845	0.04935	0.06132	0.13909	0.0	0.02638	0.00052
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae	14.90973	12.00919	6.95005	11.17738	12.50603	8.83335	21.44175	32.93528	18.10291	21.10116	31.26062	9.37668	13.77133	11.37387	22.62326	10.02125	18.72595	19.85881	17.70164	22.02217	8.36207	9.31954	7.45441	19.12062	13.68449	12.3676	25.43042	33.93438	17.66012	17.55699	6.8236	5.29269	5.82979	13.80002	7.01005	7.20361	6.92831	13.32028	1.44668	5.12193	6.3333	4.52111	4.06299	6.94557	7.72519	15.21031	7.58541	4.49834	7.42037	5.67252	1.90234	4.90253	30.20255
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae	1.06875	0.34309	0.93084	0.34972	0.05719	0.1124	0.01552	0.54365	0.01683	0.24953	0.08697	0.11911	0.04733	0.18419	0.48785	0.17036	0.14093	0.17811	0.20516	0.25607	0.04539	0.09699	0.07523	1.90141	1.88158	1.5127	0.76183	0.40469	0.24197	0.5269	0.66152	0.47603	0.50927	0.0	0.05997	0.02407	0.46543	0.16157	1.02987	1.30995	1.4572	1.28357	0.60361	0.73555	0.2964	0.72537	0.34644	1.62791	5.25924	0.38477	2.13067	0.37772	0.9641
k__Bacteria.p__Firmicutes.c__Firmicutes_unclassified.o__Firmicutes_unclassified.f__Firmicutes_unclassified	0.74169	1.07808	1.95741	0.25847	0.14842	0.14808	0.21342	0.18195	0.18176	0.75639	2.21337	0.04953	0.33879	0.04581	0.89346	0.75524	0.26821	0.1561	0.24931	0.24652	0.16571	0.22793	0.10322	0.93922	1.36383	3.08448	0.01165	0.19503	0.72552	1.31526	1.49809	0.60066	0.51243	0.86551	0.73939	0.60116	0.7393	2.11491	0.05788	0.03993	0.00834	1.94	0.09918	2.22857	0.04493	0.56601	0.03904	1.03384	1.02272	0.03225	0.02311	0.0206	0.70829
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales.f__Acidaminococcaceae	4.55566	7.21873	6.8999	0.02673	0.02324	0.00118	0.0	0.0	0.0	0.0	0.00606	0.0098	0.00945	0.0163	0.0	0.0	0.0	0.77693	0.83076	1.15125	0.81713	0.4102	0.25732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08205	0.7873	0.68068	1.36988	1.72657	1.54182	0.0	0.0	3.39762	0.37927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86454	2.31265	0.0	9.01056	1.99977	2.47224
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae	0.0	0.0	0.0	0.0	0.0	0.00554	0.0	0.0	0.0	0.25788	0.28561	0.04981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01759	3.2714	1.65838	0.0	2.44812	0.0	0.0	2.3081	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae	0.0	0.03912	0.18419	0.67644	0.26347	0.11526	0.09742	0.70606	0.00634	1.8474	1.16633	1.41364	1.15637	0.53921	0.03013	0.33383	0.35223	0.0	0.01092	0.0	0.0	0.0	0.01417	0.00517	0.0	0.01391	0.34239	0.34076	0.15432	0.50486	0.0153	0.0	0.0	0.02164	0.10226	0.05697	0.0	0.05424	0.16729	0.28943	0.10338	0.04024	0.03856	0.63368	0.27128	0.0627	0.27343	0.0	0.5425	0.17585	0.29259	0.02162	0.01247
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.00044	0.00574	0.00284	0.00259	0.00345	0.00038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01768	0.0	0.00157	0.0	0.00972	0.0	0.0	0.0	0.0	0.01137	0.15386	0.00491	0.02013	0.01207	0.01835	0.0	0.01652	0.0	0.0	0.02031	0.0	0.0	0.0
k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Fusobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40217	0.11679	0.23911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01862	0.3778	0.0	0.01276	0.0	0.00172	0.0	0.00385	0.0	0.00058	0.0	0.0	0.0	0.0
k__Bacteria.p__Lentisphaerae.c__Lentisphaeria.o__Victivallales.f__Victivallaceae	0.04584	0.10953	0.07234	0.0	0.0	0.0	0.0	0.0	0.0	0.12741	0.06145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01741	0.02962	0.02791	0.00243	0.20219	0.02385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0232	0.02317	0.02323	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Pelagibacterales.f__Pelagibacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00207	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02825	0.11709	0.01595	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae	0.05492	0.05174	0.04603	0.5173	0.43706	0.27214	0.16092	0.1299	0.26737	0.0893	0.09039	0.05147	0.07164	0.06504	0.20329	0.53641	0.39505	0.17296	1.00623	0.72099	1.08692	0.62766	1.17125	1.11626	1.05967	1.20853	0.0	0.0	1.78059	1.93913	1.4319	1.07839	0.87327	0.52601	0.28227	0.3777	0	0.0	0.96658	0.11085	0.0884	0.09879	0.04687	0.03761	0.03949	3.48578	0.01522	0.34395	1.54244	0.01133	0.08266	0.09013	0.20949
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.01925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00177	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae	0.31215	0.20835	0.39053	0.0	0.0	0.0	0.0	0.0	0.0	0.37155	0.33271	0.069	0.379	0.37481	0.01603	0.0285	0.00426	0.14949	0.11093	0.07896	0.04034	0.02565	0.02128	0.01321	0.00644	0.00834	0.02101	0.03282	0.0614	0.04124	0.09549	0.15318	0.11649	0.15262	0.29089	0.15384	0	0.0	0.0	0.0	0.0105	0.09307	0.00956	0.08726	0.02044	0.14109	0.01123	0.11346	0.0	0.00712	0.63172	0.03034	0.0
k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales.f__Campylobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00241	0.0	0.0061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.00793	0.01277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae	2.34775	0.61072	1.87462	0.30635	0.00104	0.02348	0.01028	0.0	0	1.00031	0.52516	0.00392	0.00148	0.61401	13.67037	1.34457	8.67378	0.00545	0.03374	0.0	0.24148	0.04033	0.07866	0.0	13.09509	0.35435	0.13001	0.08216	0	0.08159	0.26843	0.20607	0.10592	0.10155	0.19991	0.07012	0	0.14962	0.82718	0.22041	0.06503	0.50662	0.20496	0.01818	0.00104	0.00147	0.0	6.71522	0.0	0.0	0.2311	0.12572	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Hafniaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57726	0.0	0.00047	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.00393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Yersiniaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00144	0.0	0.05751	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae	0.00494	0.02746	0.12239	0.2312	0.06525	0.00762	0.0	0.06006	0.0	0.21834	0.07168	0.66349	0.09783	0.02931	0.0	0.0	0.00531	0.0	0.13891	0.01023	0.0	0.00321	0.01864	0.00158	0.0	0.00968	0.06467	0.07367	0.0	0.0	0.00905	0.0	0.0	0.11134	0.02898	0.02717	0	0.04896	0.03567	0.35733	0.27187	0.00109	0.06369	0.01704	0.06749	0.00861	0.07088	0.00849	0.22853	0.04322	0.0293	0.00659	0.00192
k__Bacteria.p__Proteobacteria.c__Proteobacteria_unclassified.o__Proteobacteria_unclassified.f__Proteobacteria_unclassified	0.0	0.0	0.00162	2.1961	1.60462	1.3053	1.56492	1.06395	2.17041	0.0021	0.0136	0.0	0.0	0.0	0.01159	0.03588	0.0176	0.00491	0.04525	0.03153	0.05349	0.0314	0.06019	0.05436	0.0494	0.05528	0.0	0.0	0.12654	0.21954	0.08054	0.05848	0.05054	0.14483	0.41419	0.07985	0	0.0	0.04123	0.0	0.0	0.0	0.0	0.0	0.0	0.14404	0.0	0.01183	0.04799	0.0	0.0	0.0	0.00379
k__Bacteria.p__Spirochaetes.c__Spirochaetia.o__Spirochaetales.f__Spirochaetaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.14264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Synergistetes.c__Synergistia.o__Synergistales.f__Synergistaceae	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.02994	0.00252	0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.00623	0.00082	0	0.0	0	0	0	0	0	0	0.0	0	0
k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Akkermansiaceae	0.24315	1.06257	1.09285	0.0904	1.33783	0.12444	0	0	0	1.60464	6.77206	0.01212	1.09501	1.31798	0	0	0.21381	0	0	0	3.95668	3.77209	3.63869	4.44781	9.19045	6.0141	0.09078	1.83929	0.24073	1.7847	8.58281	1.52869	2.62444	0	0	0	0	0	0	0	0.0	0.0	0	0.04602	0	0	0	0	0	0	0.14973	0	0
