dataset_name	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016
study_condition	control	control	CRC	CRC	CRC	CRC	CRC	control	control	CRC	control	control	CRC	control	CRC	control	CRC	control	control	CRC	control	control	control	control	control	control	control	control	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	control	CRC	CRC	control	control	CRC	CRC	control	control	control	CRC	control	control	CRC	control	CRC	control	CRC	control	control	CRC	control	control	CRC	control	CRC	CRC	CRC	CRC	control	CRC	CRC	CRC	CRC	control	CRC	control	control	CRC	CRC	control	control	CRC	CRC	control	control	control	CRC	CRC	control	control	CRC	control	CRC	control	CRC	control	control	control	control	control	CRC	CRC	control	CRC	CRC
k__Bacteria.p__Candidatus_Melainabacteria.c__Candidatus_Melainabacteria_unclassified.o__Candidatus_Gastranaerophilales.f__Candidatus_Gastranaerophilales_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00478	0.0	0.0	0.02282	0.0	0.0	0.0	0.0	0.0	0.03877	0.0	0.0	0.0	0.0	0.07698	0.0	0.0	0.0	0.0	0.0	0.0	0.00765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillales_unclassified	0.00133	0.0	0.0	0.00937	0.00348	0.03173	0.0	0.0	0.0	0.02014	0.0	0.0	0.00311	0.01098	0.0	0.00653	0.00696	0.02005	0.0	0.0	0.00277	0.0043	0.0067	0.0	0.0	0.00255	0.0	0.0	0.0	0.0	0.0082	0.0	0.00168	0.38103	0.0	0.00941	0.00176	0.0	0.0	0.0	0.06365	0.0	0.0	0.07484	0.0	0.0	0.01102	0.0	0.0	0.00448	0.11565	0.00793	0.0	0.0	0.0	0.99578	0.00287	0.0145	0.00388	0.0	0.01493	0.00062	0.01014	0.0	0.0	0.00308	0.03697	0.0	0.0	0.00863	0.0	0.0	0.0	0.02616	0.00976	0.0	0.05824	0.00469	0.0063	0.00603	0.00174	0.0	0.0	0.0	0.0	0.01705	0.0	0.0	0.00553	0.0	0.0	0.0	0.0	0.00343	0.0	0.0	0.0	0.0	0.02603	0.00109	0.30148	0.0	0.00304	0.00211
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.01331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0066	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Aerococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.01317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00621	0.0	0.0	0.0	0.0	0.00653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013	0.0	0.0	0.0	0.0	0.0	0.0	0.00993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00044	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04778	0.0	0.0	0.0	0.0	0.0	0.00727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00849	0.0	0.0	0.05807	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae	0.9704	0.0015	0.0	0.0	0.00603	0.00629	1.11836	0.0	0.41367	0.0	0.12801	0.0	0.0	0.0	0.02047	0.45101	0.0	0.03663	0.0	0.12916	0.02599	0.04183	0.08618	0.0	0.16973	0.01635	0.01546	0.00158	0.02118	0.0	0.00364	0.16014	0.0	0.09441	0.0	1.54366	0.15235	0.0	0.0	0.33725	0.0	0.00265	0.10403	0.22711	0.0	0.24521	0.28763	0.02947	0.0	0.0	0.0	0.00055	0.0	0.96172	0.01615	0.20201	0.0	0.0281	0.01988	0.0	0.02902	0.19627	0.00848	0.0	0.23725	0.0	0.0	0.05843	0.0	0.17888	0.00409	0.0	0.0	0.0	0.08919	0.00208	0.03823	0.12586	0.01158	0.0	0.0	0.04291	0.0	0.02059	0.0	0.00965	0.03402	0.0	0.0	0.01415	0.0	0.03895	0.0	0.00078	0.0	0.47605	0.69488	0.2126	0.2209	0.19978	0.02583	0.00219	0.00039	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00907	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae	0.13434	0.07365	0.09358	0.27408	0.14525	0.83392	6.24476	2.80872	0.21068	0.60241	0.14098	0.64108	0.4608	0.33057	0.06268	0.59899	0.02422	0.65435	0.05765	0.24382	0.00609	2.94401	0.04533	0.10908	0.06982	0.14925	0.07937	0.22583	0.01692	0.2759	0.03076	0.21834	0.15277	0.0723	0.03477	3.50105	0.06337	0.01309	0.0	0.04568	55.47222	0.00478	0.1532	0.58791	0.06871	0.19307	1.24942	0.76274	0.02391	0.06043	0.46216	1.32116	0.51077	0.00012	0.06979	6.00081	0.08648	4.29218	0.28134	0.00184	0.09585	0.0417	0.08855	0.02674	0.01764	0.0888	0.39147	0.07418	0.01699	1.08649	0.03279	0.1714	0.01219	0.55019	1.32284	0.01774	0.07172	0.04902	0.19144	0.07521	0.02097	0.11207	0.22636	0.28872	0.0	1.37799	1.68175	0.00548	0.05658	0.25044	0.11406	0.01972	0.31248	0.50475	0.24178	0.42063	0.11155	0.04952	2.05382	0.06912	0.14275	0.00178	0.001	0.01049
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Catabacteriaceae	0.0	0.0	0.0	0.0	0.00828	0.00553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02875	0.0	0.0	0.00202	0.0	0.0	0.0	0.0	0.0	0.00576	0.0	0.00308	0.0	0.0001	0.00174	0.01586	0.0	0.00087	0.00138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00109	0.0	0.0	0.01218	0.0	0.0	0.00205	0.0	0.0	0.0	0.0	0.0	0.00241	0.0	0.0	0.0	0.0	0.0	0.0	0.00354	0.00433	0.0	0.00687	0.03881	0.0	0.07752	0.0	0.0	0.0	0.0209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0135	0.0	0.0	0.0	0.00082	0.00183	0.0	0.0	0.0	0.0	0.00612	0.00059	0.00481	0.0	0.0	0.0	0.0	0.0	0.00651	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae	0.0	0.00032	0.0	0.00016	0.00473	0.00673	0.00602	0.0	0.00466	0.00135	0.0	0.00599	0.0	0.00556	0.08395	0.0	0.0	0.00655	0.00748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00616	0.0	0.0	0.00191	0.00086	0.00476	0.00172	0.02736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00033	0.0	0.0	0.03087	0.0	0.0	0.00486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00156	0.0	0.0	0.00042	0.00499	0.0	0.00908	0.01094	0.00427	0.08321	0.0	0.02976	0.0	0.00107	0.0	0.0	0.08354	0.0	0.0	0.0	0.0007	0.0	0.0	0.00296	0.0	0.0	0.00625	0.0	0.0	0.0	0.0	0.01002	0.0	0.00044	0.01856	0.0	0.00191	0.0081	0.00042	0.0	0.0	0.0	0.0019	0.01765	0.00206	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae	1.27553	0.62139	0.37426	0.18713	0.90003	1.31418	0.39616	0.07794	1.06729	0.20762	0.94164	1.24773	1.37989	0.59764	0.21498	0.5821	0.88013	8.16081	0.76731	0.05983	0.33024	3.49047	1.37147	0.35592	3.53005	0.2479	0.53777	0.52286	0.82877	0.09813	0.50358	0.49257	0.18585	0.06196	0.48523	4.09616	0.52179	1.24236	1.08527	0.27726	0.422	0.21286	3.21158	0.31808	0.31455	0.13044	0.24627	1.11936	0.35036	0.64992	0.43358	0.58044	0.36007	3.22474	0.02925	0.43515	3.09359	0.15643	0.22718	0.46629	0.06964	0.71097	0.3691	0.41715	0.36119	0.15672	1.85366	0.31838	0.78528	0.82934	6.63854	0.0316	1.15636	0.43468	1.21539	0.38806	0.12656	0.14117	0.96635	1.88634	0.18825	0.59292	1.74497	0.4927	0.96005	3.01386	0.27253	0.22536	0.33043	0.22641	3.32791	0.00791	1.63963	0.66043	0.73261	0.3137	3.14514	0.41569	2.5208	0.3536	0.31865	0.16868	1.64435	0.00864
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_Family_XIII_Incertae_Sedis	0.0	0.0	0.0	0.00282	0.00155	0.00618	0.0	0.0	0.00024	0.0117	0.0	0.0	0.0	0.00136	0.0	0.0011	0.0	0.01928	0.0	0.0	0.0	0.01598	0.0	0.00787	0.0	0.0	0.0	0.0	0.00212	0.0	0.00919	0.00334	0.01791	0.03279	0.0	0.00032	0.00826	0.00062	0.0	0.0	0.0	0.0	0.0198	0.00035	0.0	0.00051	0.01647	0.0	0.0	0.0	0.07949	0.01618	0.0	0.0	0.0	0.0735	0.0	0.00284	0.00962	0.0	0.00423	0.0	0.0	0.0	0.0038	0.01407	0.03988	0.00134	0.0	0.00173	0.0	0.00116	0.0	0.0608	0.00044	0.0	0.10896	0.01248	0.0	0.01196	0.0	0.0	0.00094	0.0	0.0	0.00537	0.0	0.0	0.0	0.0	0.0	0.0035	0.0	0.0	0.00239	0.0	0.0	0.00126	0.00103	0.0	0.07086	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified	0.24263	0.37308	0.0769	0.07061	0.30595	2.73132	0.32559	1.46675	0.92432	0.02017	0.62283	0.17412	0.65972	0.18606	0.86082	0.2771	0.98088	5.38655	0.01575	0.04628	0.68132	0.00798	0.31799	6.40583	0.09499	0.30263	0.09751	0.69772	1.22929	0.27489	0.20156	0.05969	0.08979	0.2845	0.04113	0.06144	3.50116	0.88834	0.25233	0.08352	0.0	5.06925	0.01853	0.06918	0.35019	0.08346	2.77161	2.07032	0.22881	0.09718	1.58423	0.04866	0.02317	0.09419	0.00067	0.00704	0.02057	0.09669	0.039	0.38392	0.05302	0.06578	0.03253	0.01248	0.2831	0.04319	0.45708	0.11254	0.37496	0.21416	0.30014	0.0988	0.59053	0.27034	0.0338	0.51793	0.01997	0.00268	0.18827	0.18173	0.02687	0.11352	0.0	0.1184	0.07637	0.06203	0.4911	0.60955	2.04868	0.07524	2.23166	0.06532	1.42565	0.18544	0.20022	0.0193	2.78988	0.01495	0.00546	3.53232	0.04926	0.52131	0.72645	0.50312
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae	11.55401	8.03011	5.59301	5.29266	12.34067	3.12675	8.36576	1.13619	2.1295	8.98856	1.34687	13.938	2.87776	9.4935	2.89623	6.66779	0.34456	8.32913	9.95755	3.45679	0.87215	0.36904	2.98101	13.17862	1.44792	0.95061	29.05012	4.72838	3.87209	1.73439	0.85795	10.32176	14.6	3.81226	0.06601	9.72913	3.34155	0.72634	3.4949	3.67656	0.02217	5.2813	1.43527	1.90913	1.11295	6.14709	9.15619	0.00421	2.35374	8.37544	2.67501	14.09035	3.04659	0.52219	4.54637	2.37336	2.2217	8.20166	1.95718	0.64128	3.03376	2.99168	6.7629	0.00224	1.52219	5.47147	0.37837	15.81022	0.20618	1.98334	6.20123	10.1018	5.63556	1.11411	3.01352	1.50091	0.24994	1.86249	0.73464	2.00941	7.40821	9.603	0.0	12.30616	1.84018	17.43038	6.97673	3.22573	3.73302	1.96374	7.34044	7.37931	0.8845	1.66183	8.44409	15.82478	19.45557	3.83524	0.0004	8.38272	2.00462	1.6058	12.45337	3.30192
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Hungateiclostridiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae	25.16558	23.32582	22.13794	33.32853	21.01888	11.71436	19.54891	9.73679	11.95717	11.80906	15.90876	10.76648	19.30028	10.83297	20.20587	37.75332	7.70128	9.07102	14.98058	9.39062	38.35349	9.86456	41.50663	28.1618	26.78166	30.0345	24.32734	23.3402	9.31333	15.41244	13.16655	11.73754	28.67585	8.08224	9.6087	12.90566	10.52586	18.78105	9.15311	19.50349	0.05035	22.9274	13.44851	15.94877	7.69631	19.80759	22.86009	11.30445	17.44087	7.62966	23.84411	18.21464	20.8888	4.9895	8.43935	20.61468	22.21936	33.08673	81.69637	7.83352	9.47417	18.32194	16.81709	11.87589	18.43896	18.55386	12.01204	35.3405	13.14304	21.66911	39.66814	18.56649	3.5692	13.6555	22.26975	13.74502	10.64793	42.66628	6.10599	30.85685	14.12406	27.67669	20.53953	11.18021	4.29081	30.43612	16.43164	18.7661	14.2192	31.14106	21.50769	10.0483	4.9695	20.46361	26.31325	28.25824	15.52413	35.63583	5.42878	14.42812	10.21554	15.48595	18.06148	19.95172
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Oscillospiraceae	0.27633	0.32168	1.43817	0.75386	1.59735	0.3145	0.25074	1.00047	0.13773	1.09814	8.62706	0.75062	0.0	0.31688	0.74708	0.33414	0.00508	0.46489	0.16057	2.11452	2.06352	0.88721	0.48178	0.24277	0.93673	0.13602	1.38158	0.00048	0.0	0.62674	0.00247	0.00607	0.00035	2.60256	0.00024	2.8571	0.50417	0.0	2.13425	3.13981	0.0	0.65938	0.7314	1.15064	0.29009	0.05536	0.55389	0.0	0.0	0.40456	0.0	0.00285	1.31797	0.0	0.14395	0.56497	0.85196	1.28661	0.0	5.86317	0.36139	0.02117	0.55653	0.00144	1.58268	0.60394	0.0	0.78808	21.8072	0.82039	1.56699	0.5033	0.41375	0.74367	0.0	0.97281	1.06108	0.97992	0.00793	0.77743	0.74564	1.35964	0.0	0.97074	14.61615	0.00173	0.00673	0.13977	0.97105	0.95361	0.21805	0.0	0.49402	0.54543	0.5708	1.53459	0.7959	1.13662	0.0	2.5561	1.06882	1.07847	0.31384	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae	0.00452	0.0	0.0	0.01816	0.01774	0.03092	0.48492	0.0043	0.03606	0.00555	0.0	0.0	0.0954	0.0	0.00066	0.01833	0.0	0.0185	0.0	0.0	0.0	0.1083	0.0	0.33474	0.00072	0.0	0.01401	0.0	0.0	0.0	0.0	0.0	0.089	0.07913	0.0	0.0	0.00667	0.24833	0.0	0.01295	0.0	0.0	0.00275	0.16413	0.02007	0.0	0.0018	0.0	0.0	0.0	0.00996	0.01349	0.33864	0.0	0.03596	0.64445	0.0	0.00234	0.03003	0.0	0.05264	0.0	0.0	0.0	0.0	0.19069	0.05129	1.61417	0.0	0.23629	0.04702	0.00815	0.0	0.0339	0.10301	0.0	0.14123	0.03469	0.10998	0.01844	0.0	0.06609	0.0	0.00533	0.0	0.16367	0.01403	0.0	0.0	0.07329	0.05784	0.01435	0.13092	0.0	0.0	0.03778	0.0	0.01264	0.0	0.02512	0.0	0.0	0.10902	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae	11.15225	14.73827	11.04492	16.04937	16.88719	16.27959	14.20096	1.12129	25.86523	10.88514	13.56555	18.31938	4.02001	12.7658	20.63914	7.97775	2.57932	20.85146	7.62015	7.5128	7.85369	5.07586	18.63754	7.52172	13.0285	7.33267	6.83981	8.40188	7.89084	9.76915	3.26393	20.10234	16.04707	6.99355	0.88402	11.46238	17.28793	13.13146	18.74535	34.39383	0.15858	18.81148	9.51468	11.29262	11.36464	4.78382	26.06697	4.95678	1.98764	7.31804	2.46453	5.89857	17.64828	1.72829	9.20771	8.6034	20.59255	13.10317	3.67027	42.50991	14.42003	17.29554	16.79176	4.63088	13.12711	5.85985	7.33967	13.71243	25.05287	30.7878	9.52954	11.34203	37.81481	3.68221	6.09399	4.3996	8.05195	13.10127	16.97645	34.86529	9.222	12.95035	2.88523	8.15847	26.04043	12.16492	16.7284	8.25016	29.77133	15.83595	12.17272	4.26346	7.67042	16.90898	4.90377	13.7498	12.97757	19.07257	7.18204	18.6336	9.14463	27.87648	6.40215	8.11511
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae	0.06759	0.73241	0.19094	0.26591	0.15765	4.6945	0.09941	0.15446	0.23882	0.08616	6.43845	0.12548	0.84598	0.52311	0.32014	0.13443	0.12579	0.17412	0.01422	0.97983	1.12325	0.06471	0.1625	0.48232	0.21481	1.22594	0.06776	2.43293	0.10964	0.09191	0.83737	0.04933	1.80381	7.72656	0.20992	0.15584	0.15553	0.43344	0.10346	0.92525	5.86117	0.65553	0.27072	0.34907	0.99514	0.13471	2.16874	0.21272	0.8397	1.00058	5.73777	0.45644	0.11631	1.45597	0.8958	0.82652	0.01011	0.12457	1.78177	0.15917	3.45534	1.75324	0.12946	1.81549	0.12626	3.7295	2.28881	0.27064	0.03345	0.53657	1.63884	0.88127	0.05845	4.69308	0.2094	1.8438	0.6781	1.2436	2.1113	0.99351	1.08089	0.52058	6.28012	1.68466	0.04895	0.28369	0.12641	0.11933	0.61158	1.50464	2.04865	0.24972	1.0493	0.1777	0.68905	0.19103	0.67083	0.07	0.63902	0.08139	0.03024	0.11477	5.95707	0.24612
k__Bacteria.p__Firmicutes.c__Firmicutes_unclassified.o__Firmicutes_unclassified.f__Firmicutes_unclassified	0.61214	1.29616	0.36025	0.79813	1.24513	0.84235	1.01291	0.0	0.60541	0.26928	1.88876	0.83591	0.47892	1.10389	2.53668	0.73774	1.64493	1.51712	0.88492	0.04515	1.39027	0.05995	0.53645	1.85103	3.70644	0.88058	0.91134	1.28142	2.38408	1.15327	0.03289	0.0	0.19923	2.98807	0.08124	0.76556	1.76612	0.01156	7.00254	1.12414	0.0	0.62301	0.59141	1.32714	2.48205	0.08796	0.382	0.44936	0.0	1.59938	12.23022	0.30216	2.50329	2.43866	0.28782	0.55164	0.79989	0.36004	0.0	2.72978	2.11557	0.58778	0.55411	0.00295	0.61936	0.5608	0.66079	1.93676	1.79109	0.19607	1.02585	0.00857	2.37607	1.40115	0.18947	0.01877	0.00148	0.29915	2.13408	0.33972	0.11275	1.23877	0.0	0.28171	1.29446	0.43968	0.06011	0.43775	0.34678	0.44688	1.57368	2.34809	0.09502	2.13808	1.67596	4.9294	12.51396	1.49795	0.0	0.22046	0.09407	1.075	0.16882	1.92387
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales.f__Acidaminococcaceae	0.17982	0.0	1.94123	0.95122	1.48091	0.53824	2.43293	4.39493	1.33005	2.43773	1.87392	0.0	4.50226	1.46457	4.06814	0.62822	0.79197	1.00576	0.0	3.11139	1.13197	0.32901	0.00441	0.03551	0.94296	1.10047	0.03845	3.12729	0.59976	0.12064	1.93057	2.35053	1.06935	0.41134	0.4717	4.35206	1.67293	1.15722	2.59795	1.31413	0.0	2.44514	2.35363	3.22414	4.24316	0.70473	2.96416	0.37901	0.51518	0.02395	0.83067	1.35163	0.22757	1.23346	1.52897	4.43894	0.51519	2.10131	0.0	2.26042	0.40727	3.07009	0.0	1.03268	0.75075	3.30114	10.53861	0.00614	1.88147	0.1082	1.70954	3.65428	0.95936	0.22083	0.0	2.38277	0.02905	2.59432	0.0	1.30574	1.10603	1.75476	3.4466	0.91688	6.312	0.0	2.20168	2.07725	2.71523	1.94119	1.57315	1.81186	0.0	2.38733	3.02466	0.0	0.49944	0.25609	1.83823	0.0	0.0	0.00494	0.0	1.74533
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48553	1.02501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06623	0.43048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00108	0.0	0.4869	0.0	0.0	0.0	0.0
