dataset_name	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae	0.00441	0.0	0.0	0.03558	0.33198	1.6649	0.0081	0.10369	0.22755	0.0	0.0	0.0	0.15617	0.01025	0.13333	0.0	0.06023	0.0	0.0	0.57475	0.0	0.0	0.0	0.0	0.04095	0.02126	0.18688	0.01193	0.00418	0.00803	0.07196	0.91641	0.06689	0.09812	0.01878	0.0	0.0	0.62305	0.04605	0.05967	0.01595	0.02293	0.0113	0.0	0.00135	0.05958	0.14417	0.00999	0.01019	0.09261	0.12932	0.0	0.00104	0.02756	0.0	0.12149	0.01744	0.05806	0.0	0.0	0.0	0.10993	0.00889	0.00899	0.01127	0.33445	0.0145	0.3039	0.0	0.0	0.0	0.00082	0.00284	0.0	0.00863	0.13808	0.0	0.55548	0.21622	0.3145	0.0	0.0	0.03776	0.0	0.47546	0.03346	0.01114	0.0	0.27629	0.02818	9.22772	0.00606	0.00266	0.00036	0.02996	0.08207	0.06803	0.12605	0.0	0.10739	0.00523	0.0	0.34633	0.59653	0.0	1.18936	0.07281	0.16533	0.05694	0.01973	0.11351	0.0	0.31189	0.0077	0.07386	0.0328	0.88558	0.0	0.06973	0.04874	0.48433	0.0591	0.0434	0.0	0.00219	0.01291	0.0	0.03757	0.0064	0.0096	0.0	0.09847	0.0	0.20596	0.33423	0.07706	0.0	0.11518	0.03996	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae	2.20757	49.77123	87.62996	54.20267	0.46946	49.38456	11.71013	49.2549	50.20222	2.85442	1.46537	62.11865	77.49349	57.24402	2.13448	18.74884	39.91374	8.86312	2.789	19.29376	16.59872	7.85312	3.99736	2.77957	11.63402	31.165	26.244	54.06956	43.69524	81.21715	24.43412	0.47029	60.25387	26.05419	61.47601	0.14335	9.41599	1.56542	4.04549	4.85515	4.86212	19.08229	0.2716	0.32386	0.07131	69.82007	49.35619	2.93941	81.90981	40.38753	43.59665	0.50056	0.33714	2.51961	1.5972	19.52302	0.27895	69.39747	1.39818	2.71446	2.27586	1.71089	0.3514	11.85951	12.80711	43.90523	31.1971	0.60587	0.23266	0.93036	9.98191	6.28049	70.35415	7.66454	87.74364	3.37369	2.03655	49.99525	35.52172	32.25917	35.40834	12.71994	20.93191	3.27039	11.9792	5.89084	0.74445	9.60084	23.08734	9.3388	25.09657	67.46517	27.02977	2.44931	68.58853	0.58173	2.5013	10.09098	23.73366	56.56517	71.3569	1.58018	30.65923	44.00787	40.50235	35.26074	9.40294	39.51406	4.02075	33.22513	58.48514	1.18264	38.10038	4.12069	1.02233	64.15939	1.45906	1.03036	54.44966	27.30767	23.34854	0.81172	37.56096	31.79977	3.39185	17.91507	14.57293	36.92963	5.83259	0.73752	70.21685	48.80074	2.72198	17.02098	18.5639	29.28095	0.53864	19.67282	58.47147	11.23296
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae	0.11504	0.0	0.0	0.0728	0.01704	0.04572	0.0	0.19794	0.0	0.0	0.0	0.0	0.0	0.0	0.10675	0.0	1.43518	0.04361	0.0	0.01456	1.12337	0.0	0.40562	0.00212	0.0	3.3639	0.00855	0.14936	0.0	0.0	0.00342	0.12028	0.25183	0.0	0.04084	0.00794	0.05482	0.0	0.0	0.74193	0.94289	0.12713	0.00222	0.0	0.0	0.45113	0.0	0.00998	0.0	0.85956	0.0	0.0	0.0	0.0	0.0	0.16349	0.0	0.0	0.0	0.22365	0.21062	0.0559	0.00301	0.22232	0.16345	0.0	1.29159	0.0509	0.00507	0.0	0.03936	0.0	0.29172	0.09772	0.0	0.00214	0.00596	0.0	0.40971	0.0	0.0	1.60086	0.0	0.52317	0.0	0.22221	0.0	0.0	1.29551	0.0	0.0	5.10324	0.07378	0.0	0.16015	0.0	0.10685	0.28614	0.16458	0.0	0.0	0.0	0.0	0.03546	0.0	0.0	0.6861	0.0	0.05452	0.65853	0.02952	0.0	0.11411	0.11742	0.06189	0.38585	0.0	0.0	0.0	0.0	0.0	0.04421	0.0	0.21539	0.0	0.00999	0.4985	0.0	0.14187	0.01258	0.0	1.86775	0.0	0.0	0.02372	0.19399	0.0	0.62202	1.31588	1.61601
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae	0.1784	0.0	0.0	0.02792	0.02149	0.10424	0.48961	0.89433	0.0	0.02303	0.0	0.0	0.0	0.06615	0.13606	0.0	0.8705	0.00871	0.0	0.11846	2.13795	0.00467	0.49537	0.00238	0.0	1.85295	0.12087	0.86188	0.0	0.04192	0.7547	0.02007	0.03191	0.0	0.0	0.00296	0.04503	0.02474	0.01613	0.86501	1.25267	0.54175	0.09889	0.0	0.0	0.10212	0.09001	0.04214	0.28766	0.41988	0.13794	0.0	0.0	0.01625	0.0	0.07909	0.01196	0.0	0.0	0.07394	0.11594	0.0	0.00089	0.17355	0.17821	0.0	0.93709	0.06128	0.07795	0.0	0.06768	0.02036	0.11806	0.28087	0.0	0.0	0.06766	0.15201	0.11564	0.0	0.0	1.03631	0.12629	0.21532	0.01402	0.12408	0.0254	0.0	1.41827	0.04544	0.02517	1.68131	0.0371	0.02853	0.03277	0.03507	0.09657	0.36476	0.13753	0.79822	0.14641	0.0	0.15292	0.12928	0.0	0.0	0.33623	0.2929	0.00882	1.16831	0.0	0.0	0.33665	0.12595	0.05797	0.26454	0.01397	0.0221	0.00849	0.0	0.0	0.29043	0.0	0.58017	0.06372	0.32335	0.54421	0.05712	0.08777	0.0	0.0	0.72657	0.05791	0.36974	0.18748	0.20581	0.0	0.30911	0.75835	0.38805
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00078	0.0	0.0	0.0	0.0	0.01606	0.0	0.0	0.0	0.01489	0.0	0.0	0.00098	0.00474	0.0	0.0	0.00219	0.0	0.0	0.0	0.0	0.00865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae	86.83307	0.0051	0.45568	0.0	28.32864	0.00082	49.08906	0.63399	0.04709	81.21047	83.35507	0.01204	0.0	0.01107	23.56612	67.58585	0.0	76.74973	36.1192	45.49515	18.55978	83.19399	39.42002	52.77322	0.0	1.90963	0.00931	2.19647	0.0589	0.02474	0.15539	3.84401	4.45222	0.03851	0.0	59.63133	75.92065	15.50402	4.50757	43.33815	19.83077	1.36775	34.55019	47.64256	91.56061	0.0	0.00784	81.95755	0.0	0.01396	0.02593	54.9892	93.75935	41.63277	22.2593	0.00796	47.60918	0.01175	96.47279	67.42332	85.69182	34.15646	47.06718	0.17202	77.65131	0.05428	0.02922	65.2628	91.69223	0.02648	79.61413	90.62634	1.78958	69.7207	0.01456	70.6417	7.8216	0.72176	0.0	0.02118	0.0	65.38462	54.33171	72.7555	0.06535	0.01816	85.87235	87.7019	5.28156	0.02685	0.11534	0.03162	0.10146	87.1945	0.00316	76.83514	74.75694	44.24126	29.63168	2.06543	0.0	90.09243	0.0	0.0	0.00887	0.03708	60.77082	0.04464	71.46648	27.36042	0.01068	29.87278	0.00868	2.78775	14.49593	0.0	13.83624	93.73393	0.01974	0.0016	0.0	26.00727	0.0	19.48841	60.697	49.97245	62.2603	0.05248	51.95535	92.75054	0.0	2.10436	83.03502	0.00225	25.84456	0.0	3.86824	0.32137	0.43487	61.95271
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae	0.58172	0.0	0.0	6.8157	1.48864	3.04697	16.89798	10.60663	0.0	0.26975	1.79737	0.0183	2.97701	3.68894	55.8835	0.0	12.05286	0.12609	0.46199	4.9414	2.00798	0.02019	22.50526	2.17087	68.71948	24.57599	24.62594	14.00152	0.16154	0.0	22.54518	9.25902	3.85755	0.0	21.65412	0.05961	0.43079	15.22698	0.62943	18.1271	0.60198	1.5673	20.4337	0.0198	0.07476	8.89006	6.88608	5.42409	2.25142	21.09299	0.26176	0.0	0.00045	6.02649	0.00612	43.33996	0.20442	0.01658	0.00221	17.27979	3.54923	1.73816	1.72869	22.49572	1.26206	0.0	12.97581	11.13961	0.25026	0.0004	1.25819	0.20196	0.81318	4.54374	0.0	0.88042	24.35864	6.89007	3.17997	1.25298	0.3987	7.42646	3.60066	4.02967	0.0691	0.0	0.46092	0.0	20.48886	7.18481	0.24337	0.83252	0.24417	0.99338	0.15195	1.1258	4.20847	12.49378	4.10588	23.18501	3.29206	0.0	1.61232	0.87254	5.96067	0.0	5.96389	19.52574	2.98235	19.44287	0.0	0.03472	25.06865	40.77309	4.73278	0.84748	22.77894	1.39098	0.07381	0.11386	0.67087	2.10338	0.0	18.58929	0.21334	5.22764	6.89793	2.28865	18.44913	0.63482	0.21988	11.94539	0.19409	0.0	15.03635	9.04878	0.04846	28.09144	1.05288	4.89912
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae	0.26425	3.81235	0.0	0.28758	0.15877	0.83992	0.98409	2.43794	3.78477	0.0694	0.3045	0.65323	0.95156	2.64086	0.30719	0.98142	3.7271	0.38118	0.08151	0.80386	2.80685	0.42686	0.86552	0.08407	2.32146	5.91727	0.69804	1.58991	0.0	3.83667	0.42204	0.19491	1.47745	5.55783	0.94923	0.02394	0.44544	0.13487	0.03012	2.02222	0.13833	1.75749	0.16467	0.00384	0.06961	2.62252	5.14196	0.37745	6.26031	1.43386	1.08265	0.04517	0.05074	0.09636	0.08231	0.92749	0.12047	3.5756	0.0	0.13792	0.62048	0.06945	0.04309	0.39307	0.23618	1.59943	1.85367	0.08555	0.16357	0.03508	0.44147	0.66092	0.76684	0.25669	2.30105	0.24122	0.1444	3.173	0.91349	1.09692	0.76564	1.31076	1.11355	0.48895	4.03633	1.66012	0.18397	0.11077	0.18173	0.40274	1.3688	0.0	0.25813	0.07856	7.48784	0.21725	0.43287	0.76993	1.2542	2.15659	0.21895	0.07106	1.84028	1.0716	0.0	0.0	0.656	0.49539	0.16483	3.20157	0.34912	0.0	0.98435	0.46594	0.08667	5.71045	0.17552	0.24191	0.31994	0.26357	0.22658	0.17256	0.23279	1.58748	0.46095	0.23344	0.9179	4.7092	0.23034	0.0213	0.28126	0.6018	0.06749	0.72443	0.31716	1.39109	0.0822	0.79917	1.7731	1.87581
k__Bacteria.p__Chlamydiae.c__Chlamydiia.o__Chlamydiales.f__Chlamydiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00622	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Chloroflexi.c__Anaerolineae.o__Anaerolineales.f__Anaerolineaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03294	0.0	0.0	0.0	0.0	0.0	0.01603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Coprothermobacterota.c__Coprothermobacteria.o__Coprothermobacterales.f__Coprothermobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillales_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Aerococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae	0.0	0.02745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05142	0.0	0.0	0.01447	0.0	0.02191	0.0014	0.0	0.0	0.0	0.02332	0.0	0.0	0.25602	0.0	0.0	0.00175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91674	0.0	0.0	0.0	0.09147	0.50478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00464	0.0	0.0	0.0011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04239	0.0	0.0	0.0	0.0	0.0	0.00115	0.0	0.0	0.0039	0.14478	0.0	0.0	0.0	0.0	0.0	0.0252	0.00148	0.0	0.0	0.00812	0.0	0.01874	0.10703	0.0	0.0	0.0	0.00825	0.01911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02997	0.0	0.0	0.0	0.0	0.00107	0.0	0.0	0.06704	0.0	0.0	0.0143	0.0	0.00378	0.0	0.01215	0.0	0.06397	0.0	0.0	0.0	0.0	0.0062	0.0	0.0	0.07832	0.00436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26744	0.0	0.0	0.01453	0.0	0.0	0.0	0.0	0.0	0.31779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33175	0.0	0.0	0.0	0.0	0.06946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.00137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae	0.0	0.09124	0.63175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00419	0.00779	0.0	0.05325	0.0015	0.02963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00636	0.0	0.00081	0.0	0.0	0.04288	0.0	0.01114	0.00954	0.0	0.0	0.21954	0.0	0.0	0.0	0.09532	0.2037	0.0	0.0	0.0	0.0	0.0304	0.0	0.0	0.0	0.0078	0.0	0.00278	0.0	0.0	0.0	0.0	0.03245	0.0	0.0	0.0	0.04636	0.0	0.0	0.00406	0.0	0.0508	0.0	0.0	0.0059	0.00169	0.02805	0.07012	0.00192	0.07745	0.06187	0.0	0.0	0.0	0.0	0.0	0.0	0.00277	0.0	0.1038	0.0	0.0	0.00431	0.0	0.0	0.03732	0.0	0.09306	0.0	0.01454	0.0	0.03203	0.001	0.0	0.0	0.00079	0.0	0.0	0.0	0.01083	0.00547	0.05164	0.0	0.0	0.0	0.0	0.0	0.0	0.00757	0.0	0.0	0.0	0.0	0.0	0.02858	0.0	0.0	0.02375	0.0	0.0	0.0	0.0	0.0036	0.0	0.03992	0.18678	0.01427	0.0	0.0	0.0	0.0	0.08683	0.01901	0.0	0.00588
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae	0.0	0.01132	0.0	0.16721	0.04009	0.65517	0.18439	0.16191	4.34099	0.0	0.0314	1.17243	0.4695	0.18113	0.26291	0.01842	0.35429	0.0	0.1263	0.4417	0.50828	0.0	0.50935	0.0	0.22683	0.13982	0.45214	0.03057	0.1397	0.04877	0.00705	0.06509	0.00423	0.65361	0.66058	0.01865	0.21532	0.0	0.0	0.28785	0.0	0.04702	0.14018	0.0	0.0	0.2934	0.09163	0.01413	1.34638	0.04832	0.0	0.0	0.0	0.65566	4.07328	0.05897	0.23619	0.53887	0.11855	0.0	0.02984	0.02288	0.126	0.44815	0.45281	0.85213	0.05868	0.0	0.06289	0.33248	0.00128	0.00869	1.69398	0.05977	0.46655	0.05982	0.3733	1.00344	1.44603	1.30332	0.01652	1.80955	0.45392	0.04153	0.84392	1.04089	0.03005	0.0	9.1866	0.49273	0.80724	5.46691	0.23415	0.05916	1.1799	0.0	0.08394	0.3158	0.2581	0.11411	0.07631	0.0	2.26134	0.70518	0.15452	0.14867	0.01762	0.79123	0.1809	0.13406	0.04765	0.16174	0.50177	0.02819	0.01337	1.08165	1.69259	0.0	0.00731	0.37796	4.33828	0.0	0.0987	0.07599	4.67563	0.04384	0.22995	0.22058	0.0	0.00277	0.13825	0.15886	0.0	0.2206	0.20772	0.17748	0.55041	0.13948	1.46785	0.09927
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified	0.0	0.0	0.0	0.0065	0.06565	0.0	0.02781	0.07003	0.0	0.00374	0.0	0.0	0.0	0.00297	0.24434	0.0	0.35248	0.0	0.0	0.02652	0.0	0.0	0.01208	0.0	0.0	0.06853	0.29673	0.06794	0.0	0.0	0.01157	0.29325	0.00789	0.0	0.024	0.0	0.0	0.05162	0.0	0.0	0.02838	0.00497	0.08056	0.03205	0.0	0.00261	0.04822	0.00192	0.0	0.00447	0.03782	0.0	0.0	0.09382	0.0	0.2769	0.00222	0.0	0.0	0.00358	0.00107	0.00271	0.0	0.00712	0.0	0.0	0.05878	0.01863	0.0	0.0	0.0	0.0	0.00654	0.0	0.0	0.00434	0.02141	0.0	0.14949	0.13061	0.0	0.0	0.01078	0.0161	0.0	0.02989	0.0	0.0	0.20156	0.02913	0.0	0.05694	0.0	0.0	0.0009	0.00497	0.00044	0.10638	0.02193	0.03097	0.0036	0.0	0.0	0.0	0.0	0.0	0.0	0.22156	0.02051	0.01688	0.0	0.0	0.01265	0.02942	0.06722	0.02589	0.02909	0.0	0.05802	0.01172	0.77821	0.01743	0.0	0.01432	0.03644	0.00961	0.01734	0.0	0.05754	0.0	0.0	0.0317	0.0	0.0	0.00833	0.09762	0.0	0.47641	0.00944	0.00922
