dataset_name	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015	KosticAD_2015
study_condition	control	T1D	T1D	T1D	control	control	control	control	control	control	control	control	control	control	control	control	control	T1D	control	control	T1D	T1D	control	control	T1D	T1D	T1D	control	T1D	T1D	T1D	T1D	T1D	T1D	control	control	T1D	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	T1D	T1D	T1D	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	T1D	T1D	control	control	control	control	control	control	control	control	control	control	control	T1D	T1D	T1D	control	control	control	control	control	control	T1D	control	control	T1D	T1D	T1D	control	control	control	control	control	T1D	T1D	T1D
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae	0	0	0	0	0.02407	0.0071	0.01012	0	0.00592	0.14668	0.00814	0	0	0.01798	0	0	0	0	0.00174	0	0	0	0	0.01266	0	0	0	0.01435	0	0	0	0.15139	0	0	0	0.00174	0	0	0	0	0.00371	0	0	0	0	0	0	0.00149	0.01118	0.00595	0	0	0	0.0226	0	0.00107	0.00478	0.0053	0.00712	0	0	0	0	0	0	0.02092	0.01016	0	0.00613	0	0.01241	0	0	0	0	0	0	0.01273	0	0	0.01208	0.02317	0	0	0	0	0	0	0	0	0.01492	0.00671	0	0.0108	0.01094	0	0.00138	0.01643	0	0.003	0	0	0	0	0	0	0	0.00329	0	0	0.00497	0	0	0	0.00996	0	0	0.00456	0.01861	0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae	1.6653	43.96022	49.35592	30.99234	34.97984	12.98665	29.37125	0.02091	18.04821	13.1493	96.87225	88.02547	0.03145	11.79732	1.26708	7.05834	3.68875	13.21279	28.02369	14.89839	12.63431	11.64727	6.73335	17.02668	8.18542	2.28399	5.35421	13.22668	9.47441	5.27691	14.73178	5.55739	10.34748	5.92072	3.05251	11.30727	4.64107	8.33503	4.66447	0.03473	6.01463	7.8169	1.7905	1.85852	10.83142	7.5802	14.19225	9.92019	19.91004	17.3883	4.36652	2.30663	2.29679	8.45286	2.17616	7.18912	15.32062	15.29236	32.5357	0.1282	1.9842	2.84783	2.96969	10.27325	1.98991	0.27415	19.83031	16.49907	9.7471	0.62846	1.35387	3.41975	12.54571	6.63372	6.85557	2.49293	9.67408	12.12035	6.83698	4.68688	6.30788	19.84496	3.15271	5.41212	8.22981	2.28104	8.09669	15.01127	2.04551	12.78204	8.82216	0.02531	0.03034	12.98161	13.72273	9.71784	0.85745	0	0	0.00302	4.78255	1.78541	13.60828	0.02511	0.42387	2.8754	19.26077	33.59938	30.14825	14.51166	32.65327	6.6227	14.18953	3.97278	13.91025	3.95798	1.82219	14.24147	16.88218	33.84478
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00289	0.0	0.0	0.0	0.0	0.0	0.04362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae	0.0	1.70639	3.70101	1.5564	0.0	0.0	0.0	0.0	0.0	0.0	1.88687	1.2332	0.0	3.05321	0.694	0.0	0.18653	0.0	0.0	0.0	1.88313	1.73123	0.0	0.0	0.0	0.0	0.0	1.58672	0.82042	1.14441	0.0	0.0	0.0	0.0	4.66004	3.24203	0.8682	3.90167	2.73976	0.0	0.00041	0.0	0.0	0.0	0.0	0.01626	1.29643	1.65963	2.04977	2.70935	0.12206	0.44119	0.2054	0.79132	0.0	0.0	0.0	2.43763	2.8293	0.00476	0.0	0.0	0.0	2.13949	0.0	0.0	0.00809	0.0	0.0	0.0	0.13738	0.0	0.0	0.0	0.0	0.0	1.46047	0.0	3.62089	0.0	4.70306	9.68551	1.26227	2.83961	0.0	0.0	1.59588	0.77625	0.0	0.0	0.0	0.0	0.0	3.34102	3.30436	1.21158	2.43571	0.0	0.0	0.0	0.038	0.0	1.26869	0.0	0.0	1.27507	0.0	1.28986	7.97776	0.0	0.0	0.0	0.8107	0.45376	1.37336	1.89063	0.54429	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae	0.15175	0.0343	0.10292	0.10694	0.38324	0.03706	0.20042	0.0	0.48498	0.56053	0.00085	0.02514	0.0	0.41846	0.08539	0.10047	0.80895	0.2293	0.15727	0.14717	0.03879	0.1817	0.0692	0.0918	0.11309	0.22644	0.36127	0.44265	0.09591	0.08121	0.54373	0.99028	0.34297	0.4738	0.02042	0.00141	0.3126	0.42093	0.39955	0.59287	0.30301	0.09868	0.44473	0.33192	0.46396	0.02917	0.11239	0.17238	2.09274	0.7336	0.05352	0.0934	0.68033	1.80968	0.72188	0.37819	0.20267	0.18587	0.1473	0.15269	0.08849	0.25699	0.45517	1.1649	0.17936	0.47207	0.34246	0.14425	0.45146	0.61723	0.17174	0.24882	0.23111	0.16451	0.31966	0.17713	0.20693	0.0	0.30218	0.0615	0.0	0.68562	0.341	0.4978	0.50256	0.14124	0.37028	0.38532	0.19568	0.05936	0.34955	0.0	0.0	0.37289	0.49068	0.23879	0.19908	0.27501	0.31895	0.35514	0.51698	0.73482	0.16158	0.13985	0.18757	0.18422	0.11795	0.3485	0.28054	0.0654	0.19583	0.07072	0.0	0.0	0.00527	0.22984	0.02222	0.13766	0.793	0.30787
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae	37.61057	40.54484	15.80524	28.89631	44.00899	35.69538	35.46231	51.46762	60.08753	67.2585	0.15367	2.41153	31.45321	8.63781	8.08499	64.47424	29.34324	77.38034	55.31668	54.7382	32.55935	34.42123	49.56616	33.39539	63.59919	52.32219	35.74532	35.30226	53.95751	46.18841	25.56802	1.00075	34.00653	58.78228	49.5054	22.25098	56.75989	29.80296	43.66642	2.59424	45.23401	41.80961	52.92924	33.03326	22.00944	36.6139	39.77978	42.53408	34.6917	20.81317	33.19042	37.09325	45.13158	39.29724	34.65979	62.08939	31.3044	17.33487	28.02516	73.93631	64.56459	62.45377	57.13104	23.24059	62.60848	56.32576	42.47669	46.85218	50.15969	68.77884	61.42616	56.76796	42.92859	67.75557	31.78342	75.04091	55.02027	22.06429	56.52908	70.24505	42.34162	13.86482	53.31365	34.3235	37.5878	47.62675	52.5663	40.81747	68.53275	68.04961	64.67103	84.93564	75.99056	39.36783	15.32847	45.14665	55.49646	60.46079	73.55555	60.32213	21.6765	36.61032	46.38218	32.71763	45.85317	26.20458	39.50147	30.98735	10.41394	32.12149	11.11857	49.45044	1.55529	27.33317	14.15286	43.69063	31.05686	51.88752	39.72053	23.89085
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae	0.0	0.00199	0.09252	0.87299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1379	0.0	0.0	0.0	0.0	0.0	2.34496	2.26894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86892	0.59958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.50057	0.0	0.00667	0.02308	4.81516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15047	0.0	0.0	0.0	0.02827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.89232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.27176	0.0	0.0	0.0	0.0	0.0	0.06559	0.0	0.0	0.0	0.0	0.0	0.0	0.22881	0.0	0.0	0.0	0.06535	2.0365	0.90423	2.04606	1.25074	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae	0.0	0.0	0.06207	0.1019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6633	0.0	0.0	0.0	0.0	0.0	0.07948	0.19027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.96491	0.0	0.28783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.82069	2.78932	2.92707	0.0	0.0	0.0	0.0	0.0	0.18596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3605	2.10636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16277	0.60415	0.67114	0.0	0.0	3.13781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55164	1.31861	0.0	1.54804	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02972	0.01996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae	0.0	0.00396	0.0	0.0	0.00092	0.17897	0.0	0.00831	0.0	0.0	0.0144	0.82159	0.00818	0.0	55.63522	0.0	0.00468	0.0	0.0	0.0	0.0	0.0	0.00844	0.00227	0.0	0.00678	0.0	0.00225	0.01011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.12786	2.34804	0.00776	0.0087	0.0046	0.0	0.0	0.0	42.19319	30.88584	0.00176	0.00171	0.00655	0.0147	0.00353	0.00148	0.069	0.0	0.0017	0.00233	0.00289	0.00161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.00486	0.00464	0.0	0.00292	0.00761	0.02713	0.0	0.0	0.0	0.00371	0.00234	0.0	0.0	0.00191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00446	0.0	0.00291	0.01658	0.00216	3.90524	0.0	0.0	0.00477	0.0	0.0	0.0	0.00165	0.0	0.0036	0.0	0.0	10.277	0.14385	0.01424	0.13291	0.00377	0.0	0.0	65.80062	21.66864	38.43204	1.32353	3.23587	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae	0.0	0.14856	1.72614	4.22533	0.0	0.0	0.0	0.0	0.25412	0.08985	0.0	0.0	0.0	0.00607	3.87007	0.0	0.0	0.0	0.0	0.0	16.40437	15.79008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.74245	0.0	0.15203	0.20582	0.0	1.34701	3.3129	2.07392	2.19277	1.56894	10.00643	3.99285	0.0	0.0	2.56272	0.0	0.0	0.0	0.0	0.0	5.11329	3.7962	11.56499	5.18662	11.42322	0.0	0.0	2.05435	3.21484	0.0	0.0	0.0	0.0	14.3416	2.90812	0.0	0.0	0.0	0.0	0.0	10.21452	0.7771	0.0	0.10456	0.01861	0.04354	0.0	0.0	0.0	0.12153	0.0	0.01114	4.06043	8.41887	0.0	0.0	0.0	6.77249	0.0	0.0	0.0	0.00094	0.0	1.47408	0.0078	7.35197	0.0	0.0	0.0	0.0	0.04282	0.0	5.09033	2.69432	3.5015	5.11476	0.0	0.0	0.0	0.0	0.0	0.0	0.07782	1.27432	0.99885	0.0	8.25124	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae	2.39738	4.66947	1.84979	5.14251	3.47334	9.33377	1.41118	0.00128	2.51264	0.76214	0.00122	0.23384	0.2865	0.6173	3.99806	7.09061	0.0	0.0	0.0	0.0	6.70105	3.34294	8.58638	7.17172	2.23039	2.79672	1.72179	2.54796	2.91673	1.87491	0.67711	0.13136	2.49636	3.87146	1.30932	0.612	2.60314	2.66684	2.19252	63.07757	6.92127	23.42586	2.9505	0.0	0.89361	0.01043	3.49681	3.07539	2.01022	0.53163	2.67397	1.61984	3.62708	9.72212	0.0	0.85867	0.6212	0.55871	0.59936	0.00508	0.0	0.0	0.0	0.0	0.0	0.0	2.70526	0.91344	1.5616	0.0	2.27223	5.07914	6.97643	3.57346	1.33103	4.17662	2.15084	0.00155	11.1163	4.35185	1.95932	0.63296	0.0	0.0	0.0	0.0	4.85559	0.84104	7.52185	0.0	0.00251	0.00644	5.33277	2.94326	0.92397	1.74895	2.92475	1.36418	4.9269	7.61149	0.51818	0.66435	1.56554	0.0	0.0	5.1772	1.38246	0.98704	0.67021	0.26218	0.22765	0.7322	0.20036	2.25044	2.60407	3.40369	3.91913	1.1904	1.36647	0.28743
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillales_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0273	0.0	0.0	0.0	0.0	0.0	0.01593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0163	0.0	0.0	0.00369	0.0	0.0	0.0	0.0	0.01812	0.0	0.0	0.0	0.01766	0.0	0.0	0.0	0.00507	0.01288	0.0	0.0	0.0	0.01327	0.0	0.00328	0.0	0.01588	0.0021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00476	0.0	0.0	0.02796	0.0	0.0	0.00642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00803	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00226	0.0	0.0	0.0	0.00094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00134	0.00213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae	0.0093	0.0	0.0	0.0	0.13261	0.01039	0.0786	0.0	0.153	0.42933	0.01514	0.04041	0.08597	0.0	0.0	0.0	0.01607	1.64042	0.27751	0.00915	0.0	0.0	0.0	0.0	0.0	0.01986	0.0	0.02472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05018	0.08125	0.0	0.0171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01119	0.02991	0.0	0.0	0.0	0.0	0.0054	0.00752	0.0	0.0	0.0	0.0	0.03191	0.10311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12247	0.0	0.0	0.0	0.0	0.0	0.0	0.14819	0.08644	0.0	0.0	0.0	0.0	0.05276	0.0	0.0	0.0	0.12387	0.0	0.0	0.0285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25478	0.95383	0.17556	0.00283	0.04889	0.0	0.27644	0.0	0.0	0.0	0.0	0.0	0.0	0.01938
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae	0.0	0.48452	0.01931	0.01691	0.0	0.0	0.0	0.0	0.0	0.33051	0.12395	0.11275	0.94934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11712	0.39927	0.0	0.0	0.0	0.0	0.0	0.02645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03914	0.0	0.0	0.0	0.0	0.03134	0.0	0.0	0.0	0.0882	0.09411	0.0	0.00958	0.0	0.0	0.00297	0.0	0.0	0.0	0.0	0.0	0.0	0.08072	0.0	0.0	0.0	0.04804	0.03437	0.50474	0.16785	0.0	0.04151	0.17616	0.05151	0.0	0.0	0.0	0.0	0.0	0.0	0.37175	0.0	0.0	0.00116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32438	0.19453	0.0	0.0	0.0	0.0	0.0	0.00057	0.0	0.0	0.0	0.0	0.0	0.0	0.00731	0.0	0.0	0.01822	0.56133	0.41414	2.44825	0.02033	0.0	1.60136	0.0763	0.05635	0.07468	0.40094	0.0	0.0	0.73728
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00136	0.0	0.0	0.0	0.0	0.0	0.06412	0.0	0.0	0.0	0.0	0.0	0.00616	0.0	0.0	0.0	0.0
