dataset_name	Castro-NallarE_2015	Castro-NallarE_2015	Castro-NallarE_2015	Castro-NallarE_2015	Castro-NallarE_2015	Castro-NallarE_2015	Castro-NallarE_2015	Castro-NallarE_2015	Castro-NallarE_2015	Castro-NallarE_2015	Castro-NallarE_2015	Castro-NallarE_2015	Castro-NallarE_2015	Castro-NallarE_2015	Castro-NallarE_2015	Castro-NallarE_2015	Castro-NallarE_2015	Castro-NallarE_2015	Castro-NallarE_2015	Castro-NallarE_2015	Castro-NallarE_2015	Castro-NallarE_2015	Castro-NallarE_2015	Castro-NallarE_2015	Castro-NallarE_2015	Castro-NallarE_2015	Castro-NallarE_2015	Castro-NallarE_2015	Castro-NallarE_2015	Castro-NallarE_2015	Castro-NallarE_2015	Castro-NallarE_2015
k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Leptotrichiaceae	0.0	0.06368	0.0	0.0	0.03148	0.18401	0.01831	0.13781	0.75176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.70217	1.7393	1.0126	0.1035	0.67281	0.87815	0.6895	0.08648	0.0	0.0	0.40429	0.111	0.2138	5.41524	0.56373	1.94266
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Acetobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Burkholderiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.13502	0.0	0.0	0.0	0.0	0.0	0.26073	0.1334	0.0	0.0	0.01868	0.0	0.01153	0.0	0.02461	0.03191	0.0071	0.0	0.02008	0.0	0.0227	0.04667	0.01302	0.0	0.00083	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae	34.69593	17.05603	19.84269	11.16375	2.44075	0.66073	0.76111	6.11111	2.53824	2.3909	41.18519	0.51735	11.50373	47.79639	16.14742	2.20216	0.57232	1.34497	0.08352	8.30084	0.04989	0.43834	0.43454	3.26951	1.6168	0.81058	3.85966	38.96704	0.7781	0.98038	0.72364	5.31399
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Neisseriaceae	0.0	0.4007	10.22117	0.16185	0.13115	0.38196	2.93351	0.11444	0.43777	0.4264	0.0	0.00499	46.44756	22.73968	13.91678	67.96798	52.72666	1.26436	0.32829	0.0	23.53168	0.29306	0.0685	0.0552	0.0	0.0	18.40281	11.07258	32.51828	0.44197	0.0	14.93759
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfobacterales.f__Desulfobulbaceae	0.22249	0.0	0.0	0.0	0.0317	0.01482	0.0	0.0	0.0	0.0	0.08198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales.f__Campylobacteraceae	1.11203	0.0	0.0	0.37082	0.14492	0.072	0.148	0.31253	0.39618	0.0	0.58182	1.30858	0.20169	0.10097	0.0	0.05943	1.18652	1.65947	0.26906	1.52531	1.81431	1.32961	0.38442	0.2482	1.02401	0.19697	0.76691	0.0	0.62328	4.92862	0.46539	1.79372
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Aeromonadales.f__Aeromonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64057	0.0	0.0	0.0	0.0201	0.0	0.03816	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Cardiobacteriales.f__Cardiobacteriaceae	0.0	0.05597	0.0	0.0	0.0	0.0	0.01338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00271	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae	0.17032	0.53129	0.09059	0.07822	0.0	0.0	0.00603	0.08851	0.0	0.0	0.90357	0.00798	0.22898	0.85275	0.18287	0.00987	0.00718	0.01895	0.0	1.139	0.0	0.01091	0.01274	0.0	0.01848	0.03078	0.06623	0.45294	0.00747	0.02373	0.01057	0.36542
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae	0.0	0.0	1.43769	0.58785	2.8045	0.73813	1.05591	0.0	0.37856	0.25832	0.0	0.62478	1.2371	1.17803	3.77254	3.58556	5.54828	1.94705	0.51045	0.77195	2.85138	0.05147	0.29054	0.19336	0.08145	0.11276	5.91372	34.32777	8.48795	0.47455	2.30902	7.09433
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08288	0.0	0.0	0.0	0.0	0.0	0.07531	0.0	0.0	0.48258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Spirochaetes.c__Spirochaetia.o__Spirochaetales.f__Spirochaetaceae	0.83876	0.09617	0.0	0.0	0.19596	0.05592	0.02284	0.0	0.32155	0.0	0.35823	0.01072	0.26609	0.0	0.0	0.00977	0.0	0.0	0.03475	0.36206	0.05058	0.0	0.0	0.24327	0.0	1.77846	0.02815	0.0	0.0	0.03325	0.0	1.06643
k__Bacteria.p__Synergistetes.c__Synergistia.o__Synergistales.f__Synergistaceae	0.26187	0.0	0	0	0.14341	0.09192	0.00485	0.0	0.0	0	0.09649	0.0	0.0	0	0	0.00806	0	0	0.00286	0.1238	0.00666	0	0	0.0518	0	0.22029	0.0	0	0	0.0	0	0.01962
