dataset_name	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae	0.0	0.09054	0.05661	0.00964	0.0	0.0	0.00031	0.00069	0.07447	0.01423	0.20173	0.03607	0.00248	0.00456	0.01145	0.0	0.20671	0.59179	0.0	0.10071	0.04229	0.03517	0.01454	0.0	0.0	0.08223	0.0	0.04607	0.00484	0.0	0.0	0.13737	0.00648	0.04854	0.0	0.0	0.03894	0.07461	0	0.0	0.01146	0.02834	0.16572	0.0	0.00909	0.14258	0.14816	0.0	0.00044	0.0629	0.16746	0.34414	0.34828	0.79861	1.53464	0.7396	0.00329	0.20637	0.57753	0.38797	0.48059	0.03638	0.0	0.07189	0.00098	0.01634	0.07665	0.0	0.0	0.15157	0.00376	0.00653	0.05682	0.0	0.00992	0.04147	0.00302	0.65083	0.02095	0.0	0.08474	0.81505	0.0	0.07551	0.15441	0.90215	0.02635	0.20374	0.00817	0.34844	0.00254	0.02013	0.01512	0.07823	0.34707	0.03188	0.10398	0.0	0.47504	1.15939	0.0	0.00073	0.87269	0.58767	0.0854	0.0	0.87425
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04166	0.0	0.0	0.0	0.0	0.0	0.0	0.00143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.01494	0.07538	0.0	0.0	0.0	0.34533	1.77497	0.0	0.84744	0.00015	0.36097	0.11256	0.0	0.0	0.7913	0.0	0.0143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0135	0.00338	0.0	0.0	0.0	0.00891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07005	0.0	0.32234	0.00112	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae	0.0	0.0	0.0	0.00208	0.01602	0.03493	0.00748	0.35272	1.91028	0.0	31.94722	0.0209	1.08926	0.01332	1.02165	0.02919	8.07032	0.0	0.25947	0.0	0.00323	0.52658	0.04006	0.0	0.0206	0.02105	0.0	0.0	2.01266	1.3196	0.0	0.0	0.01949	0.24951	0.0	0.0	0.2498	0.0	0	0.03646	0.0026	1.86517	0.0	0.00029	0.05358	0.87569	27.15461	0.06823	0.00141	0.06591	0.0	1.07006	8.26802	0.01723	0.00683	1.01375	0.25053	0.82502	1.19627	30.23544	0.01021	0.00279	0.0	0.0	0.0	0.08453	0.0	0.00038	0.0	0.03846	0.0	0.0	0.0	0.0	0.0	0.05609	0.22967	0.0	0.0	0.0	2.67382	0.0	1.20395	2.91368	1.18905	4.75148	0.09443	63.19318	0.35728	0.37798	0.00224	0.02113	0.01185	68.27047	1.91747	0.0	0.00817	0.0	0.02365	0.04307	0.0226	0.27479	0.0	0.07808	1.82882	0.0	0.23594
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae	0.11696	0.53314	2.08024	0.19823	0.0	0.0094	0.11797	0.03229	0.24388	0.69407	0.29848	2.43145	0.16268	0.27288	0.31698	12.87396	4.04932	9.13775	0.0001	2.07146	5.86425	0.65047	0.28666	0.13657	0.00434	1.63384	0.23344	1.64977	0.86762	0.12699	0.07192	0.97605	0.1662	0.09132	0.0	0.0	0.61059	0.61792	0.0	0.00018	0.27155	0.81141	2.26151	0.15416	0.21807	2.1987	2.1294	0.02619	0.13319	2.18359	0.64357	15.70674	4.76665	10.23815	0.29094	16.03769	0.3925	4.9648	4.99115	1.28806	2.62669	1.43848	0.00871	1.99975	0.04453	0.80991	1.9074	0.0	0.00816	1.42408	0.10605	0.13417	1.94648	0.0	0.35846	0.0495	0.23651	2.60064	3.77532	0.17439	4.84163	10.63618	0.00604	0.13026	0.67109	4.83266	0.58311	2.64699	0.0596	10.77847	0.05173	0.89219	2.36363	1.23023	0.57644	1.07752	3.29713	0.0	1.32219	4.73601	1.50732	1.36092	3.47338	15.09685	2.33142	0.0	7.10811
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae	0.0	0.939	0.0	0.00688	0.03074	0.0	0.45936	0.06568	0.4258	0.21728	0.32815	0.19919	0.02137	0.0865	0.34338	0.0	0.18447	0.24314	0.10002	0.90436	0.24624	0.16666	0.33658	0.06522	0.97607	5.66533	1.51517	0.48811	0.03554	0.10554	0.0	0.21572	0.04118	0.34347	0.02223	0.0	0.37717	0.20771	0.0	0.0	0.02798	0.69318	0.42068	0.01311	0.05686	1.1905	0.49795	0.0	0.05017	0.1703	0.76791	1.05224	1.01403	3.20159	6.92383	2.15959	0.2212	3.32244	2.41136	0.95856	1.17247	2.21904	0.0076	0.62646	0.03526	0.06614	0.10966	0.0	0.00459	0.40673	0.02892	0.17958	0.0	0.0	0.23026	0.42862	0.00942	0.60577	0.27419	0.1415	0.0	4.80931	0.00846	0.18759	0.76394	3.0329	0.11708	0.45779	0.03289	1.75154	0.01615	0.08324	12.2699	0.0	6.80106	0.19329	0.92778	0.01961	3.41251	2.06867	0.21687	1.6885	3.72307	2.2016	3.71157	0.13554	1.84186
k__Bacteria.p__Candidatus_Melainabacteria.c__Candidatus_Melainabacteria_unclassified.o__Candidatus_Gastranaerophilales.f__Candidatus_Gastranaerophilales_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Chlamydiae.c__Chlamydiia.o__Chlamydiales.f__Chlamydiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillales_unclassified	0.21802	0.00924	0.01191	0.0119	0.03494	0.02202	0.03114	0.00253	0.0	0.0	0.07335	0.00116	0.01238	0.0	0.0	0.0	0.01282	0.02105	0.00411	0.04212	0.00838	0.00629	0.1493	0.01648	0.01763	0.08434	0.0	0.0	0.12833	0.05216	0.00554	0.06181	0.04431	0.01029	0.01592	0.07423	0.0	0.05791	0.00312	0.03649	0.00145	0.00452	0.00286	0.0	0.0543	0.01387	0.00254	0.11832	0.05163	0.00311	0.07857	0.00276	0.05919	0.0	0.0	0.03337	0.0	0.02199	0.04558	0.15772	0.0	0.0	0.0121	0.00189	0.0	0.01266	0.00409	0.14108	0.02887	0.0082	0.02517	0.0	0.0	0.01136	0.09757	0.0	0.00771	0.0	0.0	0.0	0.36146	0.0	0.0	0.00211	0.0	0.0	0.01955	0.04536	0.00311	0.01104	0.05543	0.00513	0.00378	0.00082	0.0	0.0	0.01784	0.0	0.07078	0.00637	0.03055	0.0	0.00608	0.00355	0.00142	0.12932	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02837	0.0	0.02787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03602	0.0	0.0	0.0	0.50952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0051	0.0	0.00438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01595	0.0	0.0	0.01966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Aerococcaceae	0.0	0.0	0.0	0.0	0.00204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00863	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae	0.00206	0.0	0.0	0.0	0.00605	0.00202	0.00063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00723	0.0	0.00685	0.0	0.00448	0.00071	0.0	0.0	0.0	0.0	0.00184	0.0	0.00097	0.0	0.0	0.0088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00358	0.00225	0.0	0.0	0.0	0.0	0.0	0.00937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00459	0.0	0.00173	0.0	0.00085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae	0.0256	0.03323	0.0	0.01548	0.03857	0.00618	0.0	0.00075	0.0	1.45401	0.0	0.0	0.0	0.0	0.0	0.56267	0.0	0.0	0.0	0.07488	0.0	1.67734	0.02441	0.0	0.0	0.04748	0.0224	0.0	0.02105	0.00936	0.0	0.0	0.0	0.0	0.1825	0.37107	0.0	0.0	0.0105	1.85851	0.0	0.0	0.0193	0.0	0.0	0.13891	0.23463	1.32762	0.0	0.0	0.0	0.0	0.0	0.00309	0.0	0.01093	0.0	0.0	0.0	0.00439	0.0	0.06381	0.0	0.0	0.06714	0.0	0.0	2.32951	0.0	0.01443	0.00058	0.0	0.0	1.41124	0.0	0.0	0.0	0.0	0.0	0.0	0.05908	0.0	0.0	1.11157	0.00837	0.41982	0.0	0.0	3.78857	0.0	0.26945	0.12942	0.74587	0.0	0.15939	0.0	0.0	0.0	0.00076	0.0	0.05349	0.0	0.0	0.0	0.0	0.0167	0.00579
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae	0.50478	5.00087	0.19093	0.23783	0.00983	0.33111	0.03168	0.05	0.01956	0.0087	0.00118	0.48649	0.17499	0.01332	0.03011	0.0	0.07794	0.42547	0.09826	16.69462	0.06738	0.15966	0.33388	0.0	0.01541	0.69614	0.0	0.03747	0.00401	0.001	0.00993	0.0	0.27601	0.03822	0.3173	0.26918	0.03072	0.01473	0.05635	0.00698	0.37335	0.0	0.03672	0.04443	0.05349	0.18951	0.9698	0.00621	0.02446	0.0	0.02824	0.10523	0.21332	0.61461	0.0	0.01749	0.01539	0.20752	0.03146	0.02604	0.29968	0.64691	0.0	0.00729	0.00496	2.18135	2.08091	0.09268	19.05619	0.05833	0.0	0.0	0.0	0.08039	0.06174	0.06313	4.7464	0.08132	0.00164	0.30536	0.14713	0.02262	0.26553	33.52662	0.0	0.23948	0.16856	0.01979	0.54661	0.01602	1.64284	0.04417	0.02219	0.01016	0.01461	0.0	0.02601	0.87164	0.00435	0.0178	0.00839	0.0	0.0	0.00987	0.00139	0.09301	0.09244
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae	0.01785	0.04409	0.0	0.00289	0.0	0.0	0.0	0.00669	0.0	0.00471	0.0	0.02935	0.0	0.00535	0.0	0.0	0.10809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00436	0.0014	0.0	0.00757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00544	0.03978	0.0	0.0	0.00537	0.0	0.0	0.0	0.0	0.0	0.0	0.00271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0067	0.0	0.11117	0.0	0.0337	0.0	0.0	0.0	0.0	0.04099	0.0	0.0	0.0	0.00874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04655	0.0	0.0038	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae	14.01023	8.21199	1.28861	0.79167	0.70553	3.83778	0.58264	0.29251	0.04819	0.74591	0.05629	0.15012	0.48804	0.41653	0.11976	0.05327	1.61769	4.47622	0.24734	2.83755	0.30131	2.40962	12.71403	0.24028	0.13381	2.18904	0.00498	1.26877	0.66746	0.61178	0.07218	1.27227	9.11336	0.07242	7.2599	0.56095	0.01524	1.35753	1.32729	0.36255	1.35121	0.38421	0.51367	1.63488	1.6035	2.0736	3.96481	0.79527	0.10495	0.3624	0.07415	0.04487	0.19174	2.333	0.05626	0.23261	0.09167	4.51285	0.38777	0.43068	0.05449	13.34976	1.48419	0.41449	0.9666	0.33382	1.49238	5.65291	4.83204	4.59782	2.5446	0.3	0.04171	4.41331	2.72673	0.11095	0.77058	0.3323	0.06552	2.27159	1.68922	0.2459	0.93643	2.34372	1.25355	1.29603	8.99717	1.22101	0.69305	0.06551	6.45319	0.15075	0.13204	0.12562	0.11296	0.07176	0.17286	0.44842	3.42873	0.08608	0.65063	0.73166	1.36903	0.67658	0.93304	1.21909	0.20292
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Catabacteriaceae	0.0	0.0	0.01089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01629	0.0	0.0	0.0	0.00395	0.0	0.0	0.0	0.02024	0.03703	0.0	0.0	0.0	0.01624	0.00213	0.0	0.0	0.0	0.0	0.0	0.0	0.00338	0.0	0.0	0.0	0.01582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00253	0.0	0.0	0.0	0.0202	0.0	0.01525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016	0.01601	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00403	0.06036	0.0	0.0	0.0	0.0	0.01502	0.0	0.0126	0.03035	0.0	0.00388	0.0	0.01236	0.0	0.01381	0.0	0.0	0.00227	0.0	0.0	0.1218	0.0	0.0	0.0	0.0	0.02156	0.0	0.0	0.12579	0.0	0.0	0.0	0.01266	0.00754	0.03436	0.0	0.01404	0.0	0.0	0.0	0.00138	0.0	0.3759	0.62909	0.0	0.0	0.0	0.0	0.0	0.00293	0.0	0.0	0.01841	0.0	0.05426	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae	0.00299	0.00278	0.56269	0.17665	1.36942	0.19172	0.01893	10.56228	1.07285	0.10874	1.89242	0.4292	0.0	1.04006	4.21412	0.36885	3.75941	1.15628	0.10303	0.0	0.14053	0.05583	0.19045	0.02036	0.0846	0.33195	0.47247	0.01478	3.12331	0.09247	0.00063	0.37122	0.06903	0.17774	0.0	0.20236	0.97263	0.80128	0.0	0.0	0.6514	0.07942	0.86333	0.13824	0.10869	1.07845	0.11288	0.02548	0.01069	0.00545	0.07515	0.33177	0.40275	0.04388	0.02252	0.25833	0.01628	0.19469	0.3751	0.21876	0.19806	0.56003	0.00656	1.17686	0.19689	0.22374	0.11862	0.35084	0.00156	0.13666	0.06586	0.08072	0.17498	0.0	0.30452	0.27192	0.0	0.10713	0.58585	0.01717	0.38226	0.36964	0.19144	1.01726	0.53578	0.25808	0.09011	0.03316	0.04974	0.57356	1.22664	2.70132	0.02185	0.07242	0.26354	0.31668	0.09298	0.0	6.06785	0.08717	8.64816	0.0	1.67779	0.52994	0.44862	1.00619	0.44987
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_Family_XIII_Incertae_Sedis	0.00095	0.0	0.00133	0.00366	0.05696	0.00724	0.00027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00922	0.0058	0.01218	0.0	0.0	0.00221	0.0	0.0	0.0035	0.02718	0.0046	0.0	0.01631	0.04344	0.0	0.0	0.00812	0.02476	0.0	0.00918	0.00117	0.0	0.02561	0.0	0.03125	0.0	0.0	0.0	0.00516	0.0	0.0	0.00233	0.0	0.0	0.0	0.0	0.00139	0.02382	0.0	0.0	0.0	0.0	0.00472	0.0054	0.00383	0.0	0.00445	0.00473	0.0	0.00672	0.00822	0.00401	0.0	0.01337	0.00315	0.00158	0.02462	0.0	0.0	0.0	0.0	0.0	0.0356	0.0	0.0	0.0	0.00166	0.0	0.0	0.00407	0.01115	0.0318	0.00402	0.0	0.0	0.0	0.0	0.00177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00523	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified	0.0	0.35998	0.03577	0.01034	0.0	0.0	0.00982	0.002	0.0599	0.76495	0.3675	0.01574	0.0	0.02609	0.00162	0.41082	10.99188	0.66521	0.0	0.00126	0.3621	0.02302	0.00313	0.14852	0.01492	0.02707	0.37145	0.01476	0.97157	0.01089	0.09548	0.0	0.54604	0.77831	0.0	0.00091	1.21195	0.26687	0.0	0.0	0.007	0.25383	0.8898	0.35935	2.31457	1.39382	0.2566	0.0	0.0	0.40692	0.1278	0.05979	0.08609	0.38198	0.62686	0.22617	0.00701	0.09024	0.0387	0.23625	0.02254	0.01833	0.0	0.07327	0.00337	0.16295	0.00247	0.0	0.0	0.02998	0.70589	0.56633	0.39407	0.0	0.00122	0.2901	0.0	0.93347	0.12233	0.01293	0.07762	0.73584	0.0	0.02338	0.20784	0.2643	0.0532	0.00044	0.0	0.72617	0.01056	0.18238	0.028	0.12126	1.28215	0.22994	0.92677	0.0	0.13109	0.19765	0.14087	0.07642	6.37948	0.8341	0.07878	0.104	0.08416
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae	6.94309	23.79561	5.69853	13.83154	0.0	5.82922	0.4209	10.5345	8.69186	2.19155	4.40206	7.10778	25.97204	4.49814	18.16602	9.01157	2.68065	10.16404	3.86502	1.67799	14.81234	1.17949	10.02798	11.34459	0.92672	2.76861	0.35829	12.51342	10.90963	3.44522	6.53562	17.60329	10.07218	30.08397	3.23173	6.27393	1.05717	14.02238	0.03298	3.85783	1.21862	10.48919	12.28061	8.3598	8.85771	4.03549	8.4406	5.83313	7.5311	9.87791	5.02914	4.19604	4.42791	7.92346	5.54589	2.57988	1.7677	2.48858	3.06634	1.39652	0.62866	5.13136	3.416	3.07653	5.6752	3.34567	5.17547	11.2954	11.47501	19.80252	13.05534	5.58684	0.52608	0.0	2.3961	6.10987	3.9399	6.7592	3.31069	3.96985	10.49285	2.85073	15.77493	7.23755	4.56964	3.11336	3.35067	4.70638	0.04511	1.54081	2.53122	12.8871	2.70128	6.87953	0.00633	11.85211	5.26917	0.01799	3.59096	12.94688	22.41759	12.97395	2.88753	9.29305	10.50905	6.4058	3.17609
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae	31.13595	29.30731	31.37391	35.92549	35.49645	28.18871	27.40496	35.15642	46.11938	21.20325	6.65109	16.45547	35.09913	19.14113	19.39255	19.81043	24.37884	25.48217	26.4054	3.80591	32.6339	9.02127	30.83832	60.733	76.03453	27.7759	9.95505	22.6447	22.39617	33.05928	35.34076	29.04489	18.3562	29.66619	14.47552	43.02555	17.1382	20.57941	91.37156	22.65149	86.55171	32.84737	32.45824	43.31739	47.09642	11.72166	12.52144	50.28632	25.50674	10.42421	10.74847	16.46969	35.5943	7.55955	14.76605	16.17679	5.78258	10.72631	16.81378	12.10474	8.79917	25.24295	32.84892	33.09802	23.78477	17.72402	22.89584	37.44858	41.35231	16.38888	43.73296	18.84039	74.88622	84.39101	33.0406	17.28757	25.37295	32.5948	30.38143	29.06566	22.56812	21.52209	39.05308	14.3675	28.49717	13.02708	52.4295	14.75262	0.27885	28.99986	27.36061	43.19958	12.13543	5.24924	3.69604	13.638	30.0664	3.10006	32.75648	12.57773	42.76753	39.24643	27.39175	18.2548	27.42223	57.66221	11.34072
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Oscillospiraceae	0.07607	0.074	0.02923	0.02288	0.0	0.0	0.00464	0.26682	0.92798	1.11289	0.76514	0.0	0.0	0.31995	2.44783	1.60519	2.44117	0.22457	0.0032	0.0	0.04248	0.0	0.0	0.0	0.0	0.00202	0.20852	0.41261	0.47873	0.00599	0.01474	0.25892	0.88669	0.21618	0.0	0.0012	6.50709	2.02275	0.0	0.0	0.00472	0.07559	2.04835	0.0	0.0	0.42971	0.19203	0.0	0.00024	0.05324	10.8561	1.31249	0.67995	0.0	0.03514	3.9887	0.16627	0.07952	2.48712	0.0347	0.42461	0.0013	0.0	0.06664	0.0	0.02298	0.06238	0.0	0.0	0.63825	0.01154	0.00369	0.00049	0.0	0.40437	1.27936	0.0	0.15189	0.0	0.00118	5.48023	0.16948	0.00245	3.05282	0.45207	3.13711	0.00122	0.46896	0.02102	0.16453	0.0018	0.84661	0.00829	0.36668	0.02796	0.00122	0.00264	0.0	0.7928	0.4955	0.58055	0.0	0.65284	0.00157	0.23713	0.0	0.54457
