dataset_name	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015
study_condition	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	control	CRC	control	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	control	CRC	CRC	CRC	control	CRC	CRC	CRC	CRC	CRC	CRC	CRC	control	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	control	control	control	control	control	control	control	control	control	CRC	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	control	control	CRC	CRC	CRC
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae	6.38857	36.02794	0.78677	13.20939	21.12201	60.56587	2.92486	46.96203	38.54607	17.81594	68.09496	19.06196	18.49168	18.57768	48.58726	3.01941	37.56033	44.13622	37.30055	4.9304	55.13879	6.35066	35.55604	1.55358	55.54694	35.06236	12.73014	17.42686	2.48346	73.3509	23.16608	26.10943	1.72817	19.69438	63.43435	12.20397	12.49749	17.58533	13.65652	10.17805	1.76902	17.33231	32.46585	3.49187	1.01374	21.74929	19.76789	4.17184	48.53791	0.09023	28.57165	10.31276	56.10994	5.77849	10.92408	21.48368	72.57392	17.6856	87.87484	58.63964	7.95236	20.33307	18.90242	6.34811	13.00734	4.38518	37.80798	5.5037	4.23593	8.81466	51.21824	5.02222	3.56289	25.17491	26.09627	68.37028	13.42521	9.87271	18.41722	14.10537	61.74959	36.85805	9.21201	16.15029	41.12032	47.26062	3.02457	31.39461	9.00832	42.91685	21.28756	50.9086	6.56675	25.825	55.78802	17.26122	24.2395	18.98732	3.80169	3.50582	45.86124	17.44934	11.23942	24.43598	44.75941	49.53669	39.05918	55.73453	8.51659	30.3309	7.97277	8.46494	53.07018	5.73427	74.66367	67.16603	25.18885	65.10427	35.15444	29.07959	24.55484	11.35252	0.05752	5.33393	0.91577	12.71294	9.24302	9.13229
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae	1.37657	0.0	0.06122	0.10732	0.213	0.0	0.0	0.0	0.0	0.0	0.0	0.27843	1.27896	0.00192	0.00786	0.01705	0.0	0.0	0.0	0.0	0.0	0.0	4.15678	0.0	0.0	0.0	0.0	0.89859	0.0	0.07492	0.0	0.0	0.0	0.08244	0.0	0.49584	1.16022	1.69722	1.53192	0.0	0.0	0.0	0.06203	0.00822	0.0061	3.4425	0.0	0.14575	0.0	0.0	0.45934	0.0	0.0	0.0	0.23361	0.0	0.0	0.0	0.0	3.47957	0.17176	0.0	0.04346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39533	0.01867	0.26155	5.47321	0.19022	0.0	0.0	0.0	0.0	0.0	0.0	0.78147	5.3795	1.42037	0.0	0.12002	0.0	3.06638	0.66127	0.41589	0.0	0.11592	0.02323	0.0	0.0	0.0	1.38939	0.13256	0.0	0.0	0.0	0.9087	0.0	0.0	0.0	0.22252	4.80035	0.0	0.0	0.0	1.56161	0.21273	0.0	0.0	0.0	0.0	0.03033	0.0	0.0	0.0	0.85398	0.0	0.0	0.20679	0.01778	0.10173	0.0	0.10997
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Dysgonamonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae	0.59137	0.33063	0.02361	0.03858	0.39386	0.0	0.0	0.0	0.68502	0.12951	0.0	0.3857	0.42216	0.12698	0.04803	0.0	0.0	0.0692	0.05278	0.0	0.0	0.0	0.27195	0.00333	0.12153	0.27554	0.04023	0.05652	0.00094	0.46917	0.0408	0.33949	0.0	0.6313	0.0	0.51941	0.23004	0.90278	0.71313	0.0	0.25745	0.0	0.08611	0.08545	0.00139	0.8404	0.65343	0.05006	0.0	0.0	0.20285	0.28513	0.0	0.0	1.06446	0.49368	0.25543	0.03818	0.0	0.17928	0.13764	0.18975	0.13458	0.03732	0.3323	0.0	0.44704	0.0	0.22412	0.04841	0.89062	0.0115	0.0511	0.7837	0.05252	0.23395	0.00267	0.23325	0.03838	0.0	0.77035	0.63549	0.25436	0.37507	0.0	0.0	0.01186	0.4265	1.04196	0.44552	0.08629	0.63101	0.0	0.16161	0.0	0.0	1.72121	0.11101	0.0	0.21169	0.0	0.35426	0.0	1.4054	0.37351	0.5704	0.11267	0.0	0.69397	0.75506	0.12585	0.08391	2.03362	0.11514	0.18279	0.0	14.89719	0.85967	0.34052	0.06955	0.28766	0.12971	0.0	0.03601	0.0	0.35204	0.15921	0.26136
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae	0.01597	0.0	0.71923	0.0	0.0	0.0	0.02783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.60049	0.0	0.0	0.0	0.0	0.09592	0.0	0.0	0.0	0.0	0.03417	2.40442	0.11508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02013	0.0	0.0	0.00416	0.0	0.0	1.01576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00151	0.03258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15659	0.54101	0.0	0.20206	0.0	0.0	0.0	0.01209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00067	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae	2.44353	0.71629	2.09535	5.99671	0.38699	0.06132	0.04477	0.57766	0.00386	14.25835	0.00133	34.60158	0.00013	0.00325	0.0	0.0	0.00059	0.0	5.15977	0.00155	0.00654	36.40146	0.5011	0.0	0.00619	0.00087	1.03849	0.0	0.00172	1.58503	10.42763	0.04604	0.00098	16.89759	0.59069	27.42426	0.00395	2.88136	0.91018	0.00374	60.7072	0.06109	0.72727	8.12082	0.02716	0.06693	21.63569	4.05429	0.00541	0.00761	0.00455	62.46532	0.01028	4.31091	0.01359	4.12493	0.0	0.00307	0.00742	0.34217	0.00165	0.00571	1.74217	1.63993	46.02637	0.0	0.14859	0.0018	7.25749	2.00782	0.0	25.55318	0.01279	0.0	0.0	0.0	0.00158	0.33272	0.00334	0.08182	0.00096	0.75661	30.42579	22.66624	0.00218	0.00215	1.42252	0.00177	29.39823	0.02207	0.0	0.0	8.08064	0.00329	0.0	0.00897	0.0	0.55857	1.04221	0.0	4.4357	4.47061	0.00626	0.00243	0.0	0.0	0.67691	2.46847	0.00645	1.97432	59.35752	53.92206	0.0292	0.30467	0.02085	0.73678	36.34213	0.00234	5.3304	0.01142	6.009	51.45567	0.15506	3.63735	0.94276	24.46684	1.91522	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae	2.80371	0.32415	0.15725	3.59046	5.18375	7.29566	0.23894	0.0	2.05429	1.99047	0.00258	5.26524	5.18033	2.89224	0.82152	0.00129	5.79884	1.71197	5.01411	0.00102	0.00672	0.00462	1.19	0.01975	2.98267	3.41403	7.94612	0.5746	0.00862	3.40207	0.15444	1.14464	0.02506	9.05325	0.0	5.2745	12.87851	8.56519	10.19178	0.00396	0.06772	0.01575	2.94438	0.26858	0.1077	5.59829	7.49911	1.36978	0.00022	0.0	3.09205	1.28238	0.0	0.0	2.02456	11.17759	0.16051	0.55255	0.0	0.94411	1.83101	0.91288	2.4703	3.28055	1.54632	0.95875	0.02143	0.0546	0.21743	5.81451	7.06037	1.20202	0.76405	0.04391	3.65473	1.07525	0.00233	2.96313	0.00525	0.07535	6.46859	6.54859	1.69273	5.11495	3.40494	0.0	1.38623	17.50843	0.13294	2.51558	0.57941	3.59464	1.24386	4.05324	0.0	0.0	10.08941	0.5044	0.00419	3.77761	1.02793	0.08826	0.20495	6.51456	12.0867	5.11831	2.01971	0.0	1.57425	14.29907	0.15311	0.29768	1.18508	2.69899	0.0952	4.83091	5.40527	0.14029	0.14034	0.0	9.74554	0.13696	0.00574	2.89671	0.13859	0.35378	4.69908	0.34851
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae	0.76136	0.34044	1.30121	0.40615	1.45605	12.40189	0.07598	3.30989	1.62439	5.19397	0.60059	3.85093	1.22895	0.47563	1.18407	1.84399	9.96939	1.33471	14.48141	0.00512	1.70554	0.01148	23.37456	0.02106	7.21371	0.86555	0.36539	1.25647	0.13044	4.35784	0.44659	1.87368	0.20556	2.01423	0.41033	1.45432	4.57415	3.27042	0.31972	1.13767	0.24804	0.88861	0.72497	1.57646	0.03852	8.45055	0.55362	0.33606	18.27979	0.0	1.27971	0.86171	0.0	0.17015	0.0836	5.20565	3.50478	1.32835	2.31916	2.86677	0.30915	1.00863	0.63577	0.89693	0.77231	1.74837	3.74763	0.50577	0.29691	0.35543	2.17074	0.99137	0.08778	13.47078	1.97429	4.34368	0.79073	0.30474	0.17669	0.18912	2.45764	1.64815	2.13222	2.1111	0.888	2.60399	0.2053	3.67733	1.02136	2.26726	2.21622	2.92337	0.81451	2.73747	0.00031	0.94353	5.48556	0.64225	0.5876	0.10567	1.98363	0.88681	0.86927	3.50896	4.53217	4.3729	9.56751	3.14309	4.26192	3.00423	2.4459	0.53394	4.16965	2.43741	5.15587	4.01212	2.92195	2.69135	1.09353	0.6202	4.73917	0.56672	0.00181	0.10426	0.07125	0.9542	0.88659	0.50134
k__Bacteria.p__Chlamydiae.c__Chlamydiia.o__Chlamydiales.f__Chlamydiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillales_unclassified	0.3781	0.09582	0.63374	0.00457	0.01494	0.00133	0.0071	0.1177	0.0	0.04979	0.0	0.23281	0.002	0.47159	0.00243	0.20511	0.00276	0.17689	0.01244	0.00278	0.06396	0.01295	0.09174	0.0	0.02158	0.0	2.00624	0.01132	0.04489	0.00821	0.02485	0.02938	0.04023	0.0	0.07044	0.00544	0.0	0.07471	0.83132	0.02105	0.00166	0.00047	0.02416	0.01227	0.07942	0.00114	0.06258	0.01272	0.02082	0.00214	0.01444	0.0022	0.00183	0.00759	0.06296	0.01505	0.04939	0.0	0.02144	0.00301	0.00408	0.00341	0.0	0.03727	0.00214	0.01427	0.0	0.01247	0.0	0.63928	0.0	0.00638	0.0373	0.0	0.01664	0.0	0.0182	0.01109	0.01241	0.01919	0.0	0.0	0.00262	0.0	0.0	0.00878	0.0021	0.04226	0.0	0.01037	0.0057	0.0	0.09141	0.05779	0.00394	0.11144	0.04951	0.21419	0.00868	0.00799	0.0	0.00739	0.00171	0.0	0.00961	0.0	0.01346	0.03922	0.0	0.08645	0.00611	0.03856	0.0	0.05969	0.04797	0.01133	0.11803	0.0	0.35893	0.00854	0.00773	0.0165	0.05654	0.00887	0.03527	0.0	0.01369	0.06681
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Aerococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.01152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03786	0.0	0.0	0.0	0.00362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae	0.02386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00083	0.00401	0.0	0.0	0.0	0.0023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016	0.0	0.00341	0.0	0.0	0.0	0.00089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00075	0.0	0.0	0.00076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00377	0.0	0.05293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00388	0.0	0.0	0.0	0.0	0.00634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00111	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae	0.01669	0.0	0.0	0.0	0.0	0.0	0.35718	0.00075	0.0	0.0	0.0	0.0	0.00168	0.0	0.0	0.0	0.0	0.20812	0.00449	0.00026	0.0	0.0	0.0	0.0	0.0	0.02906	0.0	0.0	0.0164	0.0	0.0	0.0608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00597	0.0	0.00109	0.00543	0.10922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01178	0.0	0.0	0.0	0.0	0.0	0.0	0.00923	0.0	0.0	0.0	0.00224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04478	0.0	0.0	0.0	0.0	0.0	0.00771	0.0	0.11769	0.0015	0.0	0.0	0.00832	0.0	0.0	0.0	0.00424	0.0	0.0	0.0	0.0	0.0	0.00149	0.0	0.0	0.0	0.0	0.01962	0.0	0.0	0.0	0.0	0.0	0.19758	0.0	0.00926	0.03675	0.0	0.00059	0.00198	0.0	0.66211
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae	0.00188	0.0	0.0152	0.0	0.00088	0.00371	1.54957	0.0	0.00014	0.53829	0.0	0.0	0.01767	0.00159	0.0	0.00088	0.00437	0.01275	0.0	0.0	0.13694	0.0	0.00338	0.0	1.34292	0.00925	0.0	0.0	0.02136	0.0	0.00557	0.05639	0.08243	0.0	0.03473	0.0649	0.00071	0.02358	0.09582	0.0	0.21135	0.00767	0.0	0.03546	0.01113	0.0	0.0	0.0	0.0	0.0	0.00149	0.01602	0.0	0.0	0.0	0.21359	0.0	0.01937	0.0	0.0	0.00251	0.02977	0.00072	0.35008	0.0	0.0	0.09459	0.00231	0.16667	0.0	0.16435	0.00833	0.01715	0.0	0.03174	0.0	0.0	0.10659	0.16325	0.0	0.02103	0.0008	0.01062	0.02049	0.02524	0.01459	0.12486	0.0035	0.0029	0.0	0.00307	1.03344	0.0	0.00835	0.02269	0.0	0.00709	1.58559	30.14072	1.83203	0.07298	0.00739	1.06932	0.0	0.0	0.0	0.00489	0.0	0.16516	0.02091	0.0	0.11851	0.01891	0.00512	0.0	0.02578	0.00103	0.01149	0.25732	0.02821	0.00132	0.0	0.0	0.0	0.0	0.60475	0.0	0.59223
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae	0.0	0.00743	0.0	0.00136	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.00863	0.00189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00575	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00794	0.02093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00347	0.0	0.0	0.0	0.00284	0.0	0.0	0.0	0.02964	0.0	0.0	0.0	0.0	0.02252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00598	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae	0.10035	0.19674	0.39933	0.75808	0.05372	0.05071	0.50297	0.06025	0.0087	4.47343	0.70364	0.48183	0.29598	1.17829	1.5449	0.08784	0.11097	0.01308	0.10968	0.01992	2.90682	0.1086	0.22213	0.1379	0.33333	1.73612	0.17823	0.15417	7.04238	0.19446	1.95478	0.23043	3.74185	0.16326	0.7109	0.18089	0.39574	0.16454	0.1337	1.53337	1.82427	0.27572	0.0935	1.16228	0.85583	0.00705	0.33423	0.20315	2.35751	0.16594	0.17111	0.20485	0.74371	0.33394	0.36956	0.71393	0.06007	0.13442	0.29578	0.15882	0.10345	0.49583	0.32759	0.6657	0.1294	0.13676	0.29703	0.61505	0.54936	0.26038	0.31942	1.3926	1.30961	0.2104	0.12557	0.03611	0.23892	7.40604	2.48182	6.35693	0.1609	0.01893	0.03018	0.00515	0.01072	0.35947	0.23333	0.2281	0.07469	0.027	0.61304	0.03096	13.04859	0.14196	0.80955	0.34926	0.18043	16.79521	5.43592	5.47598	0.06347	1.28835	3.28635	0.53879	1.90407	0.07499	0.04982	0.02182	0.08693	0.37465	0.16845	0.00672	0.05401	2.17563	0.07062	0.1351	0.07434	0.21648	1.10997	0.58385	0.47815	0.11637	0.13547	0.16199	0.91864	0.02291	0.65147	0.5484
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Catabacteriaceae	0.0	0.04344	0.08373	0.00727	0.02184	0.0	0.0	0.0	0.0	0.0	0.0	0.0029	0.00444	0.03029	0.0	0.07813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04385	0.11767	0.09172	0.06101	0.04626	0.00367	0.0	0.0292	0.0	0.00715	0.0	0.0	0.00841	0.0	0.14418	0.0	0.0	0.0	0.0	0.0124	0.0	0.01863	0.0101	0.00163	0.0	0.0	0.00296	0.0	0.0	0.0	0.09896	0.0	0.00666	0.0	0.0	0.00867	0.00407	0.0	0.02332	0.0	0.0	0.0	0.00128	0.00242	0.0	0.02972	0.0	0.00323	0.00932	0.01168	0.0	0.0	0.0	0.00681	0.0	0.07585	0.0	0.0	0.0	0.00113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00257	0.0	0.0	0.0	0.06267	0.13014	0.02164	0.0	0.0	0.0	0.02529	0.09553	0.0	0.0	0.04267	0.0	0.0	0.00372	0.0	0.0	0.0	0.0492	0.0	0.0	0.00288	0.0231	0.0	0.02386	0.00528	0.0	0.0	0.01498	0.07502	0.00882	0.00154	0.01329
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae	0.0	0.02213	0.06125	0.00597	0.02022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00516	0.0	0.00392	0.0	0.0	0.02049	0.0	0.0	0.0	0.0	0.00498	0.0	0.03581	0.0	0.14332	0.02129	0.19081	0.0	0.0	0.06839	0.0	0.0	0.0	0.19831	0.0	0.0	0.0	0.0	0.00954	0.0085	0.0	0.00904	0.05551	0.0	0.0	0.0	0.0	0.0	0.0	0.00676	0.0	0.04931	0.0	0.0	0.00203	0.0	0.0	0.0	0.0	0.00956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00652	0.0	0.02629	0.0	0.0	0.0	0.0	0.0	0.19169	0.10857	0.0	0.0293	0.0	0.0	0.0	0.0	0.0	0.0	0.12661	0.0	0.0	0.02063	0.0	0.0	0.01095	0.09786	0.0	0.0	0.0	0.0	0.0	0.0	0.00787	0.0	0.0	0.0	0.00276	0.03251	0.01571	0.00277
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae	3.54218	0.08532	0.0	0.04278	0.18382	0.25598	1.33276	0.50001	0.03431	0.01138	0.0	0.0051	0.13242	6.84871	0.30164	0.11523	0.35567	0.17354	0.10438	0.1416	0.00013	0.0	0.42608	0.04167	0.17277	2.32102	0.4191	0.22825	0.00308	0.37432	0.06666	0.13175	0.00662	0.41068	0.15142	0.37899	0.99941	1.20926	0.91046	6.7588	1.55268	0.4166	1.16978	0.25546	0.01189	2.34867	0.00788	1.52348	0.93634	0.0	0.04089	0.0	2.26887	0.12992	0.0524	0.19013	0.34039	0.06822	0.0	0.03651	0.42265	0.0	0.0	1.38339	0.13533	0.09586	0.35332	0.27224	0.0	0.50619	0.2082	0.27679	0.09605	0.15958	1.01085	0.31046	0.07732	0.04058	0.0488	0.3098	0.50611	0.36417	0.0	0.10695	0.10035	0.71594	1.72993	1.15436	0.26755	2.37147	2.49466	0.00402	0.00699	3.00622	0.00073	0.08922	0.64676	1.40418	0.7306	1.10113	0.36226	0.25178	0.0023	0.46437	0.02019	0.5448	0.00588	0.03238	0.33061	0.64855	0.11613	1.41924	1.81904	1.76474	0.20731	0.36723	1.75383	0.21618	0.03425	1.84309	0.05085	1.90048	1.24787	0.0	0.33833	1.04992	0.23346	0.03741
