Castro-NallarE_2015	f1	0.7021666666666667	0.2672717614048376
ChngKR_2016	f1	0.3492997835497836	0.0489596534588359
FengQ_2015	f1	0.5977547551376499	0.1445209282164564
GhensiP_2019_m	f1	0.5815097402597401	0.0403428565151672
GhensiP_2019	f1	0.7337341778591778	0.162930946849378
GuptaA_2019	f1	0.9012321428571428	0.1239693552522827
HanniganGD_2017	f1	0.5879761904761904	0.2289741925174151
Heitz-BuschartA_2016	f1	0.7058333333333334	0.2073177969549174
HMP_2012	f1	0.9981114530877464	0.0055140964217377
IjazUZ_2017	f1	0.7987192455692456	0.138276053990446
JieZ_2017	f1	0.6955894375027154	0.0697038409073504
KarlssonFH_2013	f1	0.4133710924152101	0.098816051710667
KosticAD_2015	f1	0.630376781113623	0.0310513903849113
LiJ_2017	f1	0.586167166167166	0.0195935777336297
NielsenHB_2014	f1	0.7202096154893574	0.0694496719587918
QinJ_2012	f1	0.6172453704880353	0.0738247634373445
QinN_2014	f1	0.7237484035887352	0.0919555750257063
RaymondF_2016	f1	0.7007227633477633	0.165949335279886
ThomasAM_2018a	f1	0.5384166666666667	0.1960664306038914
ThomasAM_2018b	f1	0.5685838744588745	0.1983884823342909
VogtmannE_2016	f1	0.3923963813963814	0.109692383135097
WirbelJ_2018	f1	0.5886967249726538	0.1357931204512621
YachidaS_2019	f1	0.5544428621244596	0.0649912040893241
YeZ_2018	f1	0.5575995670995669	0.0726885568348117
YuJ_2015	f1	0.5592624175866518	0.1130011487281486
ZellerG_2014	f1	0.6649028859212683	0.1327413424156008
