study_condition	nonNASH-OB	nonNASH-OB	H	H	H	H	nonNASH-OB	H	H	H	H	H	nonNASH-OB	H	H	H	H	nonNASH-OB	H	nonNASH-OB	nonNASH-OB	nonNASH-OB	H	nonNASH-OB	H	nonNASH-OB	nonNASH-OB	nonNASH-OB	nonNASH-OB	nonNASH-OB	nonNASH-OB	nonNASH-OB	nonNASH-OB	nonNASH-OB	nonNASH-OB	nonNASH-OB	nonNASH-OB	nonNASH-OB	nonNASH-OB	nonNASH-OB	nonNASH-OB
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__	0.06637770897832818	0.0	0.03879210220673636	0.003910614525139665	0.010911768643727403	0.009948748869460356	0.0	0.01046614604299171	0.0014089468122578373	0.0013174266266559322	0.0	0.007113001393268314	0.15800447911035603	0.0004038772213247173	0.01710927620322845	0.01500451263537906	0.001366120218579235	0.0011003521126760562	0.5219920544835414	0.0016437635610493785	0.001199040767386091	0.013533107781536971	0.0023573785950023575	0.006385980545036013	0.019816929319618763	0.0015608740894901144	0.0065643079661771245	0.00906795224977043	0.0019431376559623645	0.7577343389256582	0.009926060974374555	0.03279012345679013	0.0004886988393402566	0.0042532308195648615	0.029958346683755202	0.05002397315007191	0.22560896183404985	0.06458022851465477	0.19189542483660132	0.060897435897435875	0.004497949464214844
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Anaerosporobacter	0.0	0.0	0.0	0.002793296089385475	0.0	0.0	0.0	0.0005635617100072458	0.0	0.0	0.004581358609794629	0.0	0.0	0.005250403877221325	0.0002975526296213643	0.0	0.0	0.0	0.0	0.0005260043395358012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00026458526260087314
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto	0.0	0.0	0.0	0.00013966480446927373	6.694336591243807e-05	0.0	0.0	0.0	0.00023482446870963955	0.0008050940496230697	0.002527646129541864	7.332991127080736e-05	0.0	0.00010096930533117933	0.0	0.009476534296028882	0.0	0.0	0.0	0.0	0.0	0.0	0.00023573785950023574	0.0003712779386648846	0.0028309899028026797	0.0004162330905306972	0.0	0.000573921028466483	0.00010227040294538761	0.0	0.0	0.0007901234567901235	0.0	0.00768853263536725	0.0	0.0	0.0	0.0005961251862891207	0.0	0.00042735042735042735	0.003042730519910041
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Sarcina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000981514804514968	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XI;g__	0.0009907120743034056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.332991127080736e-05	0.0005405822843462816	0.0	0.0	0.0	0.0	0.0	0.0038308740068104426	6.575054244197515e-05	0.0	6.041565973900435e-05	0.0	7.425558773297691e-05	0.0	0.0	0.0	0.0	0.0	0.0055410189318146836	0.0	0.0	0.0	0.0	0.0	0.0	0.00013025921583952066	0.0011922503725782414	0.013464052287581702	0.00021367521367521368	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XI;g__Anaerococcus	0.01894736842105263	0.003424657534246575	0.0	0.0	0.0	7.536930961712391e-05	0.0	0.0	0.0	0.0	0.0	0.00014665982254161473	0.0004633562437253842	0.0	0.0	0.0	0.0	0.0016138497652582158	0.040507945516458574	0.003221776579656782	0.0037470023980815345	0.03262445625906235	0.0	0.06423108338902501	9.436633009342267e-05	0.0	0.0014463729417000441	0.0006887052341597796	0.00020454080589077522	0.010158534708326923	0.014483946115668994	0.0002962962962962963	0.0	0.0	0.12351810317206025	0.022374940067124826	0.019669141591767615	0.03537009438648783	0.02660130718954248	0.038675213675213684	0.0003968778939013097
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XI;g__Finegoldia	0.017213622291021673	0.005136986301369863	0.0	0.0	0.0	0.0	7.390436774813391e-05	0.0	0.0	0.0	0.0	0.00014665982254161473	0.17383581743763993	0.0	0.0	0.0	0.0	0.0019806338028169014	0.002695800227014756	0.005588796107567887	0.0020983213429256594	0.052380376993716775	0.0	0.12578896561966288	0.000283098990280268	0.0	0.0003337783711615487	0.0002295684113865932	0.00020454080589077522	0.012005541018931814	0.028967892231337992	0.00019753086419753085	0.0	0.0	0.06536366549182955	0.019657983058973948	0.013677217663149669	0.005563835072031793	0.003071895424836601	0.005555555555555557	0.003307315782510914
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XI;g__Gallicola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004401408450704225	0.003972758229284903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004450378282153983	0.0002295684113865932	0.0	0.00023087578882561183	0.0	0.0	0.0	0.0	0.0	0.0	0.0002605184316790413	0.0073522106308991555	0.002287581699346405	0.006623931623931625	0.0011906336817039292
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XI;g__Parvimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002418300653594771	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XI;g__Peptoniphilus	0.04520123839009286	0.0017123287671232876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004399794676248442	0.18209900378407595	0.00020193861066235866	0.0	0.0	0.0	0.003374413145539906	0.057463110102156656	0.006180550989545664	0.002398081534772182	0.0305703238279362	0.0	0.05361253434320931	0.00018873266018684534	0.0	0.004450378282153982	0.0004591368227731864	0.00020454080589077522	0.07534246575342464	0.018332826901650966	9.876543209876543e-05	0.0002443494196701283	0.0	0.09836590836270427	0.021096372063289112	0.028917545916373584	0.035866865375062104	0.04542483660130717	0.029914529914529912	0.010715703135335361
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XIII;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014665982254161473	0.0	0.0	0.0008926578888640928	0.0	0.0004553734061930783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.436633009342267e-05	0.0	0.00022251891410769915	0.0	0.0	0.0	0.00010128633647320976	0.000691358024691358	0.002565668906536347	0.0	0.0	0.0	0.00013025921583952066	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XIII;g__Anaerovorax	0.0	0.0	0.00023228803716608595	0.00013966480446927373	6.694336591243807e-05	0.00015073861923424781	0.0	0.0	0.0	0.0	0.0	7.332991127080736e-05	0.0	0.0	0.0002975526296213643	0.0002256317689530686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.436633009342267e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00019753086419753085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021367521367521368	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XIII;g__Mogibacterium	0.0006191950464396285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010039385280716656	0.0	0.0	0.0	0.0	0.0	0.00170261066969353	0.0	0.0	0.0	0.0	0.0018563896933244226	0.0	0.0	0.00011125945705384957	0.0001147842056932966	0.0	0.0006926273664768356	0.0015192950470981463	0.0	0.0	0.0	0.00256328099967959	0.005913377017740131	0.0011723329425556857	0.0027819175360158967	0.0005882352941176471	0.0014957264957264958	0.0010583410504034925
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00065359477124183	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium	0.0006191950464396285	0.0	0.0005807200929152149	0.00027932960893854746	6.694336591243807e-05	7.536930961712391e-05	0.00022171310324440175	8.050881571532083e-05	0.0	0.0019029495718363464	0.0	0.00029331964508322946	0.0060236311684299946	0.00010096930533117933	0.00037194078702670533	0.0001128158844765343	0.0	0.00022007042253521127	0.006952326901248581	0.0012492603063975279	0.00029976019184652276	0.0001208313194780087	0.0	0.01462835078339645	0.000566197980560536	0.0	0.0004450378282153983	0.000573921028466483	0.00010227040294538761	0.010697244882253348	0.00030385900941962927	0.0	0.0	0.0	0.0019224607497596924	0.011027649033082947	0.01393773609482871	0.004470938897168405	0.004901960784313725	0.002777777777777778	0.0017198042069056754
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Incertae_Sedis_XI;g__Murdochiella	0.0018575851393188853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002199897338124221	0.00030890416248358944	0.0	0.0	0.0	0.0	0.00029342723004694836	0.07243189557321227	0.0003287527122098758	0.00014988009592326138	0.009847752537457708	0.0	0.017821341055914458	0.0	0.0	0.0013351134846461949	0.0016069788797061523	0.0	0.0027705094659073418	0.0	0.0	0.0	0.0	0.02050624799743672	0.0	0.0013025921583952064	0.006458022851465474	0.0017647058823529412	0.005128205128205128	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__	0.0002476780185758514	0.012414383561643835	0.05029036004645764	0.020670391061452506	0.03166421207658322	0.030072354537232428	0.02682728549257261	0.010707672490137675	0.020077492074674182	0.022981775598331255	0.03238546603475514	0.029551954242135366	0.010966097768167418	0.04089256865912763	0.032656401100944726	0.028091155234657054	0.00546448087431694	0.01012323943661972	0.0004256526674233825	0.029850746268656723	0.00869304556354916	0.0016916384726921223	0.034889203206034884	0.005420657904507313	0.012550721902425217	0.003746097814776275	0.018469069870939034	0.024104683195592284	0.016976886888934336	0.00023087578882561183	0.0019244403929909852	0.015209876543209875	0.03909590714722053	0.01701292327825945	0.00016020506247997436	0.0035160620105481864	0.0016933698059137686	0.04133134624937907	0.0034640522875816994	0.035470085470085476	0.008599021034528375
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes	0.0	0.018407534246575347	0.09442508710801391	0.008938547486033519	0.04344624447717232	0.06376243593608683	0.06680954844431308	0.002093229208598341	0.0063402606551602675	0.018151211300592836	0.026066350710900476	0.015765930923223582	0.0008494864468298711	0.0273626817447496	0.0166629472587964	0.00868682310469314	0.001366120218579235	0.0110768779342723	0.0005675368898978433	0.015517128016306135	0.0028477218225419665	0.0005437409376510392	0.019801980198019802	0.0033415014479839613	0.0013211286213079174	0.004786680541103017	0.010569648420115709	0.007920110192837464	0.008386173041521785	0.0	0.0006077180188392586	0.0021728395061728395	0.0020769700671960903	0.026828071323409138	0.0	0.00159821000479463	0.0	0.012617983109786391	0.00013071895424836603	0.01132478632478632	0.008202143140627068
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	0.0	0.08433219178082195	0.21045296167247368	0.10963687150837999	0.39202035078323705	0.26763641845040703	0.19385115660335528	0.028258594316077627	0.07772689914289072	0.23713679279806754	0.20126382306477109	0.14643983280780243	0.06131747625299251	0.23485460420032342	0.1832924198467606	0.03170126353790614	0.015482695810564663	0.01672535211267605	0.0029795686719636776	0.07968965743967381	0.013339328537170268	0.005074915418076365	0.06388495992456385	0.009281948466622118	0.03066905728036238	0.013527575442247657	0.027592345349354695	0.06485307621671259	0.061669052976068686	7.695859627520394e-05	0.0027347310847766633	0.02133333333333335	0.0036652412950519244	0.11303778831997387	0.0004806151874399231	0.012785680038357039	0.00208414745343233	0.04520615996025833	0.0	0.040598290598290586	0.012700092604841909
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium_XlVa	0.0006191950464396285	0.019263698630136987	0.006387921022067365	0.004888268156424579	0.005824072834382113	0.004220681338558939	0.011159559529968218	0.008453425650108686	0.00516613831161207	0.0012442362585083806	0.009636650868878358	0.0038864852973527902	0.022163873658197542	0.006260096930533118	0.0009670460462694339	0.00315884476534296	0.008652094717668488	0.0026408450704225356	0.00021282633371169125	0.015451377473864157	0.00434652278177458	0.007310294828419524	0.013672795851013674	0.005494913492240291	0.008681702368594887	0.001040582726326743	0.014908767245215846	0.050045913682277315	0.014931478830026589	0.0010004617515776513	0.01195178770383875	0.01145679012345679	0.01209529627367135	0.009978733845902175	0.0	0.008949976026849927	0.001823629021753289	0.007848981619473422	0.0	0.007264957264957266	0.0006614631565021829
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium_XlVb	0.0	0.0	0.0010452961672473868	0.0016759776536312849	0.0020083009773731422	0.0	0.0012563742517182766	0.0	0.0	0.004830564297738418	0.0	0.00278653662829068	0.0	0.0005048465266558966	0.0006694934166480697	0.00078971119133574	0.0	0.0	0.00014188422247446084	0.00039450325465185086	0.002398081534772182	0.0001208313194780087	0.0	0.0011138338159946536	0.00018873266018684534	0.0002081165452653486	0.0003337783711615487	0.003443526170798898	0.004908979341378605	0.0	0.00020257267294641952	0.001382716049382716	0.006108735491753207	0.0017994438082774415	0.0	0.0076714080230142236	0.0	0.00029806259314456036	6.535947712418301e-05	0.00021367521367521368	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus	0.0	0.004280821917808219	0.028687572590011617	0.01243016759776536	0.002476904538760209	0.015299969852276154	0.024536250092380456	0.008936478544400613	0.006692497358224728	0.021078826026494916	0.0	0.015399281366869546	0.012819522743068964	0.007774636510500808	0.016365394629175037	0.009589350180505414	0.0004553734061930783	0.0019806338028169014	7.094211123723042e-05	0.0057202971924518375	0.0019484412470023981	0.002295795070082165	0.011786892975011789	0.0037870349743818225	0.00566197980560536	0.002809573361082206	0.003560302625723187	0.0018365472910927456	0.0030681120883616284	7.695859627520394e-05	0.001620581383571356	0.0061234567901234565	0.0006108735491753207	0.02813675772942909	0.0	0.0019178520057535559	0.0016933698059137684	0.011525086934923	0.00026143790849673205	0.008547008547008548	0.0038364863077126605
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea	0.0002476780185758514	0.020119863013698627	0.005691056910569107	0.017597765363128487	0.012183692596063729	0.01778715706964124	0.044638238119872886	0.0048305289429192485	0.012797933544675358	0.02071287418575715	0.010110584518167456	0.021485664002346555	0.011197775890030116	0.021001615508885296	0.02172134196235959	0.005415162454873646	0.0027322404371584704	0.0031543427230046944	0.0005675368898978433	0.0033532776645407323	0.00434652278177458	0.0019333011116481392	0.006364922206506365	0.008762159352491274	0.007454940077380391	0.0018730489073881373	0.006119270137961727	0.0021808999081726357	0.005011249744323993	0.0	0.0007090043553124683	0.014320987654320987	0.0039095907147220525	0.028136757729429092	0.0	0.00479463001438389	0.00013025921583952066	0.010432190760059613	6.535947712418301e-05	0.0070512820512820505	0.004497949464214844
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Hespellia	0.0	0.0	0.00011614401858304297	0.00013966480446927373	0.0	0.0	0.0	0.0	0.0	0.0004391422088853107	0.0	0.0003666495563540368	0.0	0.0	0.0	0.0002256317689530686	0.0	0.00029342723004694836	0.0	0.0	0.0	0.0	0.00023573785950023574	0.0	0.0	0.0	0.00011125945705384957	0.0	0.0005113520147269381	0.0	0.0	0.0	0.00036652412950519245	0.0003271716015049894	0.0	0.0	0.0	0.0001987083954297069	0.0	0.00042735042735042735	0.00013229263130043657
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Howardella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023940072592478186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015391719255040788	0.0	0.0014814814814814814	0.0	0.0	0.0	0.0	0.0	0.0	0.00013071895424836603	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospiracea_incertae_sedis	0.0	0.015839041095890412	0.036353077816492455	0.011452513966480445	0.04083545320658723	0.06052155562255049	0.06961791441874216	0.012156831173013445	0.0028178936245156746	0.017785259459855082	0.033491311216429696	0.0269120774363863	0.013051200864931651	0.03231017770597739	0.033400282674998144	0.008461191335740071	0.005009107468123862	0.0038145539906103286	0.0006384790011350738	0.01551712801630613	0.0058453237410071935	0.0036853552440792654	0.026874115983026872	0.004678102027177545	0.027460602057186	0.002705515088449532	0.006564307966177124	0.01618457300275482	0.00940887707097566	0.00015391719255040788	0.001215436037678517	0.008098765432098766	0.0014660965180207698	0.023719941109111728	0.00048061518743992306	0.002397315007191945	0.0005210368633580826	0.011525086934922997	6.535947712418301e-05	0.008760683760683763	0.0029104378886096044
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Moryella	0.0026006191950464397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.335680751173709e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022251891410769915	0.0	0.0	0.00023087578882561183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008169934640522876	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	0.0001238390092879257	0.026113013698630137	0.05319396051103369	0.1326815642458101	0.06091846298031866	0.038438347904733175	0.01758923952405587	0.043072216407696665	0.07173887519079489	0.0532825880114177	0.07472353870458136	0.010192857666642225	0.007182021777743456	0.08774232633279483	0.007364427583128767	0.018050541516245487	0.003187613843351548	0.03667840375586854	0.00021282633371169125	0.027417976198303634	0.010191846522781774	0.004531174480425326	0.17774634606317768	0.0028959679215860993	0.0006605643106539587	0.004474505723204994	0.03259902091677793	0.04120752984389349	0.0107383923092657	0.0	0.0032411627671427128	0.034567901234567926	0.0020769700671960903	0.02126615409782431	0.0003204101249599487	0.00319642000958926	0.0023446658851113715	0.09349230004967712	6.535947712418301e-05	0.07521367521367521	0.01587511575605239
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus2	0.0001238390092879257	0.014126712328767123	0.03519163763066203	0.00907821229050279	0.003414111661534342	0.013038890563762437	0.044268716281132235	0.008050881571532083	0.01080192556064342	0.039742369904120625	0.021169036334913113	0.02397888098555401	0.029036991273457404	0.01231825525040388	0.042178085248828386	0.012861010830324909	0.004553734061930784	0.00176056338028169	0.0009931895573212259	0.006575054244197515	0.008543165467625898	0.0019333011116481394	0.004714757190004715	0.003638523798915869	0.0034915542134566387	0.003746097814776275	0.003560302625723186	0.011478420569329661	0.008386173041521785	0.00046175157765122367	0.0022282994024106144	0.007111111111111111	0.002687843616371411	0.02584655651889417	0.0	0.005433914016301742	0.0023446658851113715	0.009538002980625931	0.0	0.007264957264957266	0.009392776822330995
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Syntrophococcus	0.0011145510835913314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029411764705882353	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae_1;g__Peptococcus	0.004458204334365326	0.0	0.0	0.0	0.0	0.0	0.0	0.0011271234200144916	0.0	0.0	0.0	0.00014665982254161473	7.722604062089736e-05	0.0	0.0	0.0	0.0	0.0	0.0016316685584562996	0.0	0.0	0.0008458192363460609	0.0	0.0007425558773297692	0.0	0.0	0.00022251891410769915	0.0	0.0	0.0005387101739264276	0.0	0.0009876543209876543	0.0	0.0	0.0009612303748798462	0.003356241010068723	0.00013025921583952066	0.0016890213611525087	0.0026797385620915036	0.002564102564102564	0.00013229263130043657
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium_XI	0.0	0.0021404109589041095	0.0010452961672473868	0.0008379888268156424	0.0019413576114607044	0.007160084413626771	0.0019954179291996155	0.0008050881571532083	0.001526359046612657	0.007758179023640489	0.011216429699842023	0.00139326831414534	0.007645378021468838	0.0046445880452342485	0.002008480249944209	0.0029332129963898917	0.0	0.0007335680751173709	0.00028376844494892167	0.001380761391281478	0.0	6.041565973900435e-05	0.001885902876001886	0.0017821341055914456	0.008304237048221195	0.0001040582726326743	0.00022251891410769915	0.0067722681359045	0.0	0.0	0.00040514534589283904	0.0035555555555555557	0.0	0.004416816620317356	0.0008010253123998718	0.000159821000479463	0.0006512960791976032	0.007153502235469449	0.0	0.004700854700854701	0.002645852626008731
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus	0.028111455108359135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.332991127080736e-05	0.0	0.0	0.0	0.0	0.0	0.0014671361502347417	0.0	0.0	0.0	0.014560173997100048	0.0	0.0	0.0	0.0	0.0	0.0	0.00010227040294538761	0.0	0.0	9.876543209876543e-05	0.0	0.0	0.0	0.0	0.0015631105900742479	0.0	0.0035294117647058825	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__	0.0	0.004280821917808219	0.06144018583042975	0.008519553072625696	0.018878029187307535	0.033162496231534506	0.02224521469218831	0.009500040254407859	0.003522367030644593	0.04384103052038352	0.0071090047393364926	0.03475837794236265	0.07228357402115994	0.01070274636510501	0.2314959458454215	0.032942238267148025	0.13752276867030966	0.0037411971830985913	0.00340522133938706	0.004471036886054309	0.011241007194244606	0.01002899951667472	0.008486562942008488	0.01945496398603995	0.07643672737567238	0.007908428720083245	0.008121940364931019	0.04545454545454546	0.005727142564941706	0.00030783438510081576	0.015901954826293932	0.09125925925925929	0.010751374465485644	0.020448225094061835	0.0016020506247997437	0.015182995045548986	0.0020841474534323305	0.041430700447093904	0.0012418300653594776	0.04209401709401709	0.010186532610133615
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Acetanaerobacterium	0.0	0.0	0.0	0.0	0.0006694336591243808	0.0	0.0	0.0	0.0	0.000658713313327966	0.0	0.0	0.0016217468530388447	0.0	0.0	0.0001128158844765343	0.0	0.0	0.0	0.0	0.0022482014388489208	0.0	0.0	0.0019306452810573995	0.0018873266018684532	0.0	0.0	0.0013774104683195593	0.0	0.0	0.0	0.002074074074074074	0.0	0.0001635858007524947	0.0	0.0	0.0007815552950371239	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Acetivibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009670460462694339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerofilum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00029276147259020715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.876543209876543e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003968778939013097
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus	0.0	0.0	0.0	0.0	0.00033471682956219036	7.536930961712391e-05	0.0	0.0	0.0	0.0003659518407377589	0.0	0.0	0.0	0.00010096930533117933	7.438815740534107e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.041565973900435e-05	0.0	0.00014851117546595382	0.0	0.0	0.0	0.001147842056932966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000159821000479463	0.0	9.935419771485345e-05	0.0	0.0	0.00013229263130043657
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Butyricicoccus	0.0	0.0025684931506849314	0.0008130081300813008	0.00013966480446927373	0.0006024902932119427	0.0014320168827253543	0.003325696548666026	8.050881571532083e-05	0.0005870611717740989	0.0003659518407377589	0.0014218009478672985	0.0012466084916037251	0.0009267124874507684	0.0023222940226171247	0.0007438815740534108	0.0004512635379061372	0.0	0.00036678403755868543	0.0	0.0005260043395358012	0.001498800959232614	0.00018124697921701304	0.0016501650165016502	0.00022276676319893073	0.000283098990280268	0.0001040582726326743	0.0	0.0002295684113865932	0.00020454080589077522	7.695859627520394e-05	0.00010128633647320976	0.0009876543209876543	0.0002443494196701283	0.0029445444135449044	0.0003204101249599487	0.000958926002876778	0.00013025921583952066	0.0015896671634376552	0.0	0.0023504273504273508	0.00013229263130043657
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium_III	0.0	0.0	0.0009291521486643438	0.00013966480446927373	0.0006694336591243808	0.0002261079288513717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024232633279483036	0.0	0.0	0.0	0.0	0.0	0.00032875271220987574	0.0	0.0	0.0	0.0	0.0	0.0	0.0004450378282153983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001987083954297069	0.0	0.0	0.0
