study_condition	nonNASH-OB	nonNASH-OB	H	H	H	H	nonNASH-OB	H	H	H	H	H	nonNASH-OB	H	H	H	H	nonNASH-OB	H	nonNASH-OB	nonNASH-OB	nonNASH-OB	H	nonNASH-OB	H	nonNASH-OB	nonNASH-OB	nonNASH-OB	nonNASH-OB	nonNASH-OB	nonNASH-OB	nonNASH-OB	nonNASH-OB	nonNASH-OB	nonNASH-OB	nonNASH-OB	nonNASH-OB	nonNASH-OB	nonNASH-OB	nonNASH-OB	nonNASH-OB
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium_IV	0.0	0.0004280821917808219	0.012775842044134726	0.0015363128491620113	0.03648413442227876	0.011531504371419957	0.003251792180917892	0.0010466146042991708	0.0012915345779030175	0.006806704237722316	0.0033175355450236967	0.01965241622057637	0.005096918680979225	0.0029281098546042003	0.057427657516923296	0.025496389891696752	0.0031876138433515485	0.0010269953051643193	0.0006384790011350738	0.001315010848839503	0.0020983213429256594	0.00030207829869502174	0.0037718057520037727	0.0033415014479839613	0.0012267622912144947	0.0001040582726326743	0.0005562972852692479	0.012626262626262628	0.0017385968500715893	0.0	0.0005064316823660488	0.03051851851851852	0.00012217470983506414	0.004089645018812367	0.00016020506247997436	0.0060731980182195935	0.0009118145108766445	0.0008941877794336811	0.0	0.0012820512820512823	0.007540679984124884
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	0.0016099071207430341	0.05136986301369864	0.12485481997677109	0.2541899441340786	0.08977105368857952	0.1372475128127827	0.11181730840292668	0.02383060945173499	0.0535399788657978	0.03535094781526753	0.13396524486571873	0.16917210530175272	0.018765927870878062	0.08844911147011307	0.034069776091646194	0.11146209386281598	0.06785063752276867	0.1329958920187794	0.0026248581157775255	0.023144190939575253	0.04361510791366906	0.017218463025616235	0.2069778406412069	0.007648325536496619	0.019345097669151653	0.01290322580645161	0.08778371161548737	0.055211202938475645	0.041419513192881965	0.00015391719255040788	0.003950167122455181	0.04167901234567906	0.004153940134392181	0.3474562407982985	0.00048061518743992306	0.0019178520057535559	0.0065129607919760316	0.15091902632886242	0.00019607843137254904	0.17799145299145297	0.011641751554438418
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Flavonifractor	0.0001238390092879257	0.0021404109589041095	0.0004645760743321719	0.0004189944134078212	0.0005355469272995046	0.0006783237865541151	0.0022910354001921514	8.050881571532083e-05	0.0	0.0018297592036887944	0.0017377567140600316	0.0002199897338124221	0.0	0.002524232633279483	0.0002975526296213643	0.0004512635379061372	0.002276867030965392	0.00029342723004694836	7.094211123723042e-05	0.0013150108488395032	0.0019484412470023981	0.0006645722571290479	0.0	0.0011138338159946536	0.000849296970840804	0.0	0.000778816199376947	0.004476584022038568	0.0010227040294538761	0.0	0.0	0.0010864197530864198	0.0014660965180207698	0.0	0.0	0.0035160620105481864	0.00013025921583952066	9.935419771485345e-05	0.0	0.000641025641025641	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Gemmiger	0.0	0.012842465753424657	0.005691056910569105	0.0	0.03253447583344491	0.012285197467591198	0.0022171310324440173	0.005635617100072457	0.020312316543383818	0.010466222645099903	0.0066350710900473925	0.02221896311505463	0.004170206193528457	0.0047455573505654275	0.007066874953507403	0.0021435018050541513	0.0	7.335680751173709e-05	7.094211123723042e-05	0.0	0.0013489208633093524	0.0009062348960850652	0.010136727958510136	0.008465137001559367	0.005756346135698783	0.0018730489073881373	0.0041165999109924346	0.0	0.004090816117815505	0.0	0.0005064316823660488	0.017382716049382716	0.0004886988393402566	0.01832160968427941	0.00016020506247997436	0.005593735016781206	0.0	0.014406358668653751	0.0	0.012606837606837607	0.004101071570313533
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Hydrogenoanaerobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016101763143064167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.041565973900435e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001382716049382716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillibacter	0.0	0.0017123287671232876	0.0013937282229965157	0.0019553072625698325	0.001004150488686571	0.00015073861923424781	7.390436774813391e-05	0.004508493680057967	0.00011741223435481978	0.004464612457000658	0.0	0.002639876805749065	0.0011583906093134604	0.00030290791599353796	0.001190210518485457	0.012748194945848376	0.0031876138433515485	0.0011737089201877935	0.0	0.001315010848839503	0.001948441247002398	0.0025374577090381827	0.0023573785950023575	0.017598574292715524	0.02689440407662546	0.0007284079084287201	0.002447708055184691	0.003443526170798898	0.003988545714870117	0.0	0.014483946115668996	0.0185679012345679	0.0015882712278558336	0.0034353018158023883	0.0	0.002237494006712482	0.002735443532629934	0.005861897665176354	0.00019607843137254904	0.004273504273504274	0.02659081889138775
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Pseudoflavonifractor	0.0	0.0004280821917808219	0.0013937282229965157	0.0	0.0006024902932119427	0.0002261079288513717	0.0012563742517182766	0.00032203526286128333	0.0	0.002415282148869209	0.0	0.001613258047957762	0.0004633562437253842	0.0006058158319870759	0.0012645986758907982	0.0002256317689530686	0.0	0.00022007042253521127	7.094211123723042e-05	0.00032875271220987574	0.0017985611510791368	0.00030207829869502174	0.00023573785950023574	0.0023761788074552607	0.000849296970840804	0.0002081165452653486	0.00011125945705384957	0.0002295684113865932	0.0007158928206177132	0.0	0.0008102906917856781	0.0	0.0	0.0029445444135449044	0.0	0.001758031005274093	0.0005210368633580826	0.00029806259314456036	0.0	0.0010683760683760685	0.0003968778939013097
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus	0.0	0.0	0.0042973286875725904	0.024720670391061454	0.0429106975498728	0.0	0.0	0.023911118267450286	0.0005870611717740989	0.0701163726853546	0.004581358609794629	0.028745325218156488	0.07753494478338095	0.0	0.048873019415309076	0.003497292418772563	0.01821493624772313	0.019732981220657277	0.0007094211123723042	0.00019725162732592546	0.0017985611510791368	0.005014499758337361	0.020273455917020275	0.001707878517858469	0.004529583844484288	0.0021852237252861606	0.024922118380062308	0.008149678604224058	0.0035794641030885664	0.0	0.0041527397954016	0.006222222222222223	0.00012217470983506414	0.03729756257156879	0.001762255687279718	0.000319642000958926	0.0020841474534323305	0.07650273224043716	0.0	0.07905982905982906	0.028442915729593864
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Sporobacter	0.0	0.0	0.0005807200929152149	0.00013966480446927373	0.0003347168295621904	0.00015073861923424781	0.0	0.0007245793414378874	0.0	0.0008782844177706215	0.0	0.0009532888465204958	0.00038613020310448683	0.0	0.005430335490589898	0.004399819494584838	0.020036429872495445	7.335680751173709e-05	0.0	0.0	0.00029976019184652276	0.001027066215563074	0.00023573785950023574	0.0017078785178584687	0.008115504388034349	0.0009365244536940686	0.001891410769915443	0.0003443526170798898	0.00040908161178155044	0.0	0.0044565988048212305	0.004148148148148148	0.0	0.0024537870112874205	0.0	0.0	0.0	0.0003974167908594138	0.0	0.000641025641025641	0.0006614631565021829
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum	0.0004953560371517028	0.0008561643835616438	0.0017421602787456446	0.00013966480446927373	0.001807470879635828	0.0007536930961712391	0.0010346611484738748	0.00040254407857660417	0.0004696489374192791	0.004757373929590865	0.000315955766192733	0.00447312458751925	0.0006950343655880763	0.0011106623586429726	0.0016365394629175036	0.0009025270758122744	0.0009107468123861566	0.00029342723004694836	0.00014188422247446084	6.575054244197515e-05	0.00044964028776978414	0.0013895601739971	0.0016501650165016502	7.425558773297691e-05	0.004812682834764555	0.0	0.0005562972852692479	0.0009182736455463728	0.0003068112088361628	7.695859627520394e-05	0.0005064316823660489	0.0024691358024691358	0.0	0.004416816620317356	0.00016020506247997436	0.000479463001438389	0.0	0.0003974167908594138	0.0	0.0	0.0011906336817039292
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.050881571532083e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0005207171018373874	0.0	0.0	0.0	0.0	0.0	0.00014988009592326138	0.0	0.0	7.425558773297691e-05	0.0009436633009342267	0.0	0.00011125945705384957	0.0	0.0	0.0	0.0	9.876543209876543e-05	0.0	0.0001635858007524947	0.0	0.0	0.0010420737267161652	0.0	0.0	0.00042735042735042735	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00032203526286128333	0.0	0.0	0.0	0.0008799589352496884	0.0	0.0	0.00014877631481068215	0.0	0.0	0.0	0.0	0.0	0.0004496402877697842	0.001027066215563074	0.0	0.0	0.0	0.0	0.0	0.0001147842056932966	0.0	0.0	0.0	0.0	0.00012217470983506414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Acidaminococcus	0.0001238390092879257	0.0	0.0	0.0	0.0	0.0	0.0	0.06738587875372352	0.0	0.03776622996413672	0.0001579778830963665	0.022732272493950278	0.005946405127809097	0.009693053311793215	0.02157256564754891	0.0	0.013661202185792351	0.0	7.094211123723042e-05	6.575054244197515e-05	0.024430455635491607	0.02881826969550507	0.0011786892975011788	0.0	0.0	0.005202913631633715	0.00011125945705384957	0.01584022038567493	0.034362855389650226	0.0	0.0	0.0	0.017837507635919368	0.0	0.0	0.0	0.0	0.0	0.000718954248366013	0.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Phascolarctobacterium	0.0	0.023116438356164386	0.0	0.0	0.0	0.0	0.0	0.0013686498671604541	0.0	0.0	0.10347551342812006	0.0010999486690621105	0.00023167812186269208	0.0004038772213247173	0.0004463289444320464	0.0	0.0004553734061930783	0.01914612676056338	0.0007803632236095346	0.0	0.00029976019184652276	0.0	0.0	0.0	0.03472680947437955	0.0003121748178980229	0.020916777926123717	0.000573921028466483	0.0006136224176723256	0.00046175157765122367	0.0	0.0	0.00036652412950519245	0.0	0.0	0.0	0.005210368633580826	0.0	0.0	0.0	0.012567799973541474
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Succiniclasticum	0.002105263157894737	0.0	0.1148664343786295	0.0	0.019011915919132413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.425558773297691e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0009115770282588879	0.0	0.0	0.0	0.00016020506247997436	0.0	0.0	0.015797317436661698	0.00045751633986928104	0.01688034188034188	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.335680751173709e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011125945705384957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01393784043575777	0.0	0.00013025921583952066	0.0	0.001568627450980392	0.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Dialister	0.03640866873065015	0.0	0.004994192799070847	0.0462290502793296	0.0	0.02848959903527283	0.084990022910354	0.0	0.013384994716449456	0.0081973212325258	0.0	0.0004399794676248442	0.0007722604062089737	0.0	0.0	0.020194043321299638	0.0	0.002934272300469484	0.024049375709421113	0.007035308041291341	0.00044964028776978414	0.004108264862252296	0.020744931636020744	0.0375733273928863	0.001981692931961876	0.0	0.0017801513128615932	0.0013774104683195593	0.0	0.03186085885793443	0.0176238225463385	0.01718518518518519	0.0	0.021429739898576803	0.006888817686638898	0.020297267060891806	0.012765403152273024	0.0012916045702930949	0.048496732026143775	0.000641025641025641	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megamonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45837736292121634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006460236132768991	0.0	0.0011446409989594173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megasphaera	0.0	0.0916095890410959	0.0	0.0	0.0	0.0	0.14921291848348237	0.0	0.14289068920981568	0.0	0.0	0.00014665982254161473	0.022550003861302032	0.0	0.0	0.0	0.0	0.00014671361502347418	7.094211123723042e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011125945705384957	0.0	0.0	0.0	0.00010128633647320976	0.0	0.0	0.0	0.0004806151874399231	0.002716957008150871	0.0002605184316790413	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Negativicoccus	0.0001238390092879257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035041082648622525	0.0	0.004603846439444568	0.0	0.0	0.0	0.0	0.0	0.0	0.0010128633647320977	0.0	0.0	0.0	0.0028836911246395386	0.000319642000958926	0.0002605184316790413	0.0001987083954297069	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella	0.0	0.0004280821917808219	0.0004645760743321719	0.005027932960893855	0.0	7.536930961712391e-05	0.0006651393097332052	0.0	0.002817893624515674	0.0	0.002843601895734597	0.0	0.00015445208124179472	0.000605815831987076	0.0	0.0004512635379061372	0.0	0.0019072769953051643	0.0	0.0	0.0	0.0	0.0007072135785007072	0.00014851117546595382	0.0	0.0	0.00011125945705384957	0.0001147842056932966	0.0	0.0	0.00010128633647320976	0.0	0.0	0.0	0.0	0.0	0.0	0.0036761053154495777	0.00130718954248366	0.002136752136752137	0.0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18081857055589493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.335680751173709e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022251891410769915	0.0009182736455463728	0.0	0.0	0.02035855363111516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021045751633986927	0.0	0.003042730519910041
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004553734061930783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010227040294538761	0.0	0.0	9.876543209876543e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0058823529411764705	0.0	0.0
k__Bacteria;p__Proteobacteria;c__;o__;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003204101249599487	0.0	0.0	0.0	0.0016993464052287581	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__	0.0	0.0	0.0	0.0	6.694336591243807e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006178083249671789	0.0	0.0	0.0016922382671480144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__	0.0	0.0	0.0	0.0	0.00013388673182487614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010039385280716658	0.0	0.0	0.0016922382671480144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002899951667472209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0068417837507635925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005563835072031793	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella	0.0001238390092879257	0.025684931506849314	0.0008130081300813008	0.00027932960893854746	0.0019413576114607042	0.0007536930961712391	0.0	0.0007245793414378874	0.0043442526711283316	0.0	0.000315955766192733	0.00014665982254161473	7.722604062089736e-05	0.00010096930533117933	0.0002975526296213643	0.0006768953068592059	0.0	0.01283744131455399	0.0	0.019264908935498717	0.01768585131894484	0.0	0.007072135785007073	0.000742555877329769	0.0009436633009342266	0.0	0.0055629728526924785	0.01595500459136823	0.02382900388627531	0.0	0.00040514534589283904	0.000691358024691358	0.0	0.0	0.0	0.03675883011027649	0.004949850201901785	0.006954793840039742	0.00013071895424836603	0.0059829059829059825	0.00423336420161397
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella	0.0014860681114551083	0.0	0.0	0.00027932960893854746	0.0	0.0	0.0	0.0	0.0	0.0005855229451804143	0.0009478672985781991	0.0011732785803329178	0.0015445208124179473	0.0006058158319870759	0.0005951052592427285	0.003835740072202166	0.009562841530054645	0.00022007042253521127	0.00021282633371169125	0.0	0.0	0.002235379410343161	0.0	0.01180663844954333	0.0	0.0014568158168574402	0.0	0.0001147842056932966	0.00010227040294538761	0.00015391719255040788	0.0020257267294641955	0.008296296296296296	0.01148442272449603	0.0006543432030099788	0.0	0.0	0.0	0.0	0.00026143790849673205	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006221181292541901	0.0	0.0	0.0009267124874507683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013071895424836603	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfomicrobiaceae;g__Desulfomicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.722604062089736e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010128633647320976	0.0	0.0068417837507635925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila	0.0	0.0	0.0	0.0013966480446927373	0.0	0.0	0.003916931490651097	8.050881571532083e-05	0.0005870611717740989	0.00021957110444265535	0.000631911532385466	0.00014665982254161473	0.00030890416248358944	0.0005048465266558966	0.0008182697314587518	0.0001128158844765343	0.002276867030965392	0.0	0.0	0.002104017358143205	0.002398081534772182	0.0	0.0	0.0028217123338531228	0.0	0.0002081165452653486	0.0006675567423230974	0.002066115702479339	0.0	0.0	0.001215436037678517	0.0	0.0007330482590103849	0.0	0.0	0.0	0.00013025921583952066	0.00029806259314456036	6.535947712418301e-05	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002254246840028983	0.0	0.0	0.0	0.005793062990393782	0.00023167812186269208	0.0	0.0026035855091869377	0.0	0.0	0.0	0.0	0.0	0.0	0.0030811986466892215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009773976786805131	0.0008179290037624734	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter	0.027739938080495356	0.0004280821917808219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000315955766192733	0.0016132580479577621	0.002316781218626921	0.0	0.0	0.0	0.0	0.0005868544600938967	0.004114642451759364	0.000854757051745677	0.0032973621103117505	0.001570807153214113	0.0	0.012623449914606073	0.0	0.0001040582726326743	0.0038940809968847356	0.010445362718089992	0.0	0.028936432199476683	0.01833282690165097	9.876543209876543e-05	0.0002443494196701283	0.0	0.00048061518743992306	0.00527409301582228	0.006252442360296991	0.003477396920019871	0.041895424836601296	0.0012820512820512823	0.2297923005688583
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Citrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018957345971563982	0.0	0.0	0.00010096930533117933	0.0	0.0	0.0	0.0	0.0	6.575054244197515e-05	0.0	6.041565973900435e-05	0.0	7.425558773297691e-05	0.0	0.0	0.0	0.0001147842056932966	0.0	0.0	0.0	0.001382716049382716	0.0	0.0	0.00016020506247997436	0.0	0.0	0.0	0.0	0.0	0.00013229263130043657
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter	0.0	0.0	0.0	0.0	0.0	0.0006783237865541151	0.0	0.0	0.0	0.0	0.0001579778830963665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023703703703703703	0.0	0.0001635858007524947	0.0	0.0	0.0	0.0	0.0	0.0	0.0014552189443048022
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia/Shigella	0.0006191950464396285	0.0	0.0	0.0004189944134078212	0.0	0.0	0.018254378833789074	0.00096610578858385	0.0043442526711283316	0.00021957110444265537	0.001263823064770932	0.0	0.0023940072592478186	0.005553311793214863	0.0	0.0	0.0	0.00036678403755868543	0.0003547105561861521	6.575054244197515e-05	0.004196642685851319	0.0012687288545190913	0.0011786892975011788	0.016781762827652775	0.05010852127960744	0.0	0.009568313306631064	0.0013774104683195593	0.0009204336265084885	0.0	0.07019143117593438	0.0002962962962962963	0.00036652412950519245	0.0006543432030099788	0.00016020506247997436	0.000639284001917852	0.0006512960791976032	0.00029806259314456036	6.535947712418301e-05	0.00021367521367521368	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus	0.0	0.0	0.0	0.00111731843575419	0.00013388673182487614	0.0	0.0	0.00040254407857660417	0.0017611835153222965	0.0	0.002685624012638231	0.0	0.0	0.00030290791599353796	0.00014877631481068215	0.0001128158844765343	0.0	7.335680751173709e-05	0.0	0.0	0.0013489208633093524	0.0	0.002828854314002829	7.425558773297691e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011922503725782414	0.0	0.0017094017094017094	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter	0.0	0.0	0.0	0.0	0.0	7.536930961712391e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001128158844765343	0.0	0.0	0.0	6.575054244197515e-05	0.0	0.0	0.0	0.00014851117546595382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.935419771485345e-05	0.0	0.00021367521367521368	0.0
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019152058073982545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006108735491753207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Jonquetella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011125945705384957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024030759371996154	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Pyramidobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022251891410769915	0.002525252525252525	0.0	0.0	0.001316722374151727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002352941176470588	0.0	0.0
