study_condition	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	CDI	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H	H
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella	0.0	0.0	0.043674698795180725	0.0	0.0	0.0	0.0	0.013406940063091483	0.0	0.0	0.0	0.0	0.032224532224532226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037593984962406013	0.0	0.0	0.04279982166740972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00032133676092544985	0.0	0.0	0.0	0.0	0.00024195499637067505	0.0	0.0	0.0003629105425512611	0.0009859502095144195	0.0	0.0014347202295552368	0.0	0.0	0.0	0.019971721456345	0.0	0.0	0.0	0.0	0.0	0.0002735229759299781	0.0	0.0	0.0007696254489481785	0.00022904260192395785	0.0	0.0	0.0	0.0	0.014269241856442778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016347501167678655	0.0	0.00943126607602172	0.0012927054478301017	0.0	0.0	0.0	0.0	0.003783969728242174	0.031717263253285	0.023615950445218737	0.0	0.026418026418026416	0.0	0.02458256029684601	0.0	0.0005665722379603399	0.0	0.002982530890498509	0.0	0.0010906824555936428	0.01954354669464848	0.00023957834211787255	0.0	0.0	0.0	0.0005051142821063266	0.00022286605749944285	0.002976823304273868	0.0	0.03757616790792147	0.00034234851078397807	0.012871913905887319	0.0	0.0	0.009818123289876067	0.0	0.004418494555783494	0.0005054759898904802	0.007291481415614441	0.0	0.0337308982482296	0.0	0.00042589437819420784	0.0003756574004507889	0.0057511327988846285	0.0	0.0009457755359394704	0.007386759581881533	0.0	0.0	0.0	0.028625592417061613	0.0	0.008426966292134831	0.0	0.0837727889106524	0.0	0.0029066246820879252	0.007638529259451061	0.0	0.0	0.0004940711462450593	0.01287128712871287	0.018073570061662766	0.02064516129032258	0.006774118196683018	0.0	0.0	0.004467134652201659	0.0024105321713332097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01015228426395939	0.0	0.009000243249817562	0.0006063055780113178	0.0	0.0	0.014265586474110603	0.001001401962747847	0.0606323083585968	0.008278145695364239	0.011992263056092843	0.010002273243919071	0.010535307517084282	0.0008882966910948257	0.0	0.00044355732978487467	0.020007770007770008	0.019412559081701555	0.0	0.0	0.039502885042166	0.016794146990355835	0.0	0.023267326732673267	0.005250875145857642	0.005930807248764415	0.010779289627142604	0.0019569471624266144	0.0	0.010310641110376734	0.0026133743274404306	0.007386192342478143	0.007414946205292235	0.0004121445253468883	0.034669733815313825	0.01847085541256624	0.00031070374398011494	0.0024864706742723417	0.005673027333677153	0.0	0.000315059861373661	0.0	0.015821312238250347	0.0006810442678774121	0.008405127127547804	0.0010130001688333614	0.00804246421103426	0.0008154943934760449	0.009882052916799491	0.0	0.004532577903682719	0.0032	0.0	0.0	0.0	0.0	0.012957843814789219	0.008028545941123996	0.0003516792685071215	0.013520540821632865	0.0	0.0	0.0	0.0	0.0	0.0	0.0045871559633027525	0.0	0.0	0.003341129301703976	0.009138110072689512	0.0006557377049180328	0.014655172413793105	0.039676570139150054	0.0010162601626016261	0.00029717682020802375	0.002121023081721772	0.005257175333901677	0.0	0.003926038500506586	0.0	0.0009574875526618154	0.0	0.0012292562999385373
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008460236886632825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014119601328903655	0.0	0.0	0.0	0.0	0.0	0.0015618898867629833	0.0	0.0	0.0004962779156327543	0.0	0.00041322314049586776	0.0	0.0	0.0	0.0	0.00048661800486618007	0.0	0.0	0.0002149151085321298	0.0	0.0	0.0	0.0	0.0003992812936713915	0.0	0.0	0.0	0.00210727969348659	0.0	0.0	0.0	0.0	0.0005738880918220947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022437066763954763	0.0	0.0	0.0	0.0008305647840531562	0.0	0.0	0.0	0.00021891418563922942	0.00018155410312273057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009341429238673517	0.0	0.0	0.0	0.0	0.00017985611510791367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009442870632672333	0.0	0.0	0.0	0.0014023060143346837	0.0	0.0004791566842357451	0.0	0.0	0.0009700366458288424	0.0008839499936860714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008892050506846879	0.0	0.0	0.0	0.00042589437819420784	0.0	0.0	0.0	0.023171500630517025	0.0	0.00015463120457708364	0.0	0.0	0.0	0.0	0.009363295880149813	0.0	0.0	0.0	0.011989826813612693	0.0	0.009304696960040788	0.0	0.025197628458498024	0.0	0.0	0.0	0.01051156271899089	0.00018601190476190475	0.0	0.0	0.006860745410717597	0.004191725897576088	0.006971340046475601	0.0019860973187686196	0.0050984528832630095	0.00015396458814472672	0.0	0.0	0.0	0.0002633658151171978	0.0	0.002829426030719483	0.001013993104846887	0.0	0.0	0.0038053274584418186	0.0	0.0	0.0	0.0	0.0	0.009327115256495669	0.004985044865403789	0.0	0.0	0.0	0.0	0.004580929759077028	0.07501109631602307	0.0	0.002640666260410319	0.0	0.012106184364060676	0.0	0.0	0.0016011385874399574	0.0	0.0	0.0	0.0	0.009886594940389648	0.0075559829646929515	0.0	0.0	0.00015535187199005747	0.0008775778850372971	0.0	0.026940639269406392	0.0	0.0	0.0	0.0	0.0	0.0028701671450278576	0.0	0.007747196738022426	0.0	0.012141280353200883	0.0	0.0	0.009215817694369972	0.0	0.0	0.009086879432624113	0.0	0.0	0.0017583963425356077	0.0	0.001154128632882174	0.0	0.0	0.003227789732554565	0.008324439701173959	0.0	0.0	0.0	0.0	0.0	0.0	0.003934426229508197	0.0	0.0	0.00584349593495935	0.00014858841010401187	0.0	0.0	0.001813236627379873	0.0	0.002335357309668379	0.017234775947912676	0.005434782608695652	0.0002048760499897562
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005964451866873435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003417634996582365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005597014925373134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020808129687878055	0.0	0.0	0.0	0.0014789253142716292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017906884202148827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002021018593371059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016849199663016007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009363295880149813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042689434364994664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002048760499897562
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003269500233535731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002802690582959641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00036845983787767134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042526047203912394	0.0	0.0	0.0003720238095238095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00044414834554741284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001779042874933286	0.0	0.0	0.0	0.00015073861923424781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila	0.0	0.0010256410256410256	0.0	0.011875761266747869	0.000721240533717995	0.0	0.0	0.0	0.0	0.0	0.002026342451874367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002794076557697681	0.0	0.0	0.01015228426395939	0.0	0.0	0.0	0.010254123941150245	0.00041322314049586776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017193208682570384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00326619488296135	0.0	0.015142214037241662	0.0	0.0	0.0	0.0	0.0003534817956875221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00043782837127845885	0.0	0.0	0.0	0.0	0.003046716316858497	0.0	0.0017058377558756635	0.0003749531308586427	0.0	0.0	0.0	0.0012106537530266344	0.0	0.0	0.0	0.0	0.0	0.0	0.0005159958720330237	0.0009062075215224287	0.0011614401858304297	0.0001563232765358762	0.0	0.0	0.00046382189239332097	0.0	0.0009442870632672333	0.0	0.0014202528049992898	0.0	0.0007790588968526021	0.0018363064008394543	0.0	0.0	0.0	0.0	0.0006313928526329082	0.0	0.0	0.0	0.0	0.00034234851078397807	0.0	0.0015726802965625702	0.0	0.0	0.0007928642220019821	0.00015780337699226762	0.00016849199663016007	0.0	0.0	0.002049944092433843	0.0002802690582959641	0.0	0.0005634861006761833	0.0	0.0	0.0007881462799495586	0.00013937282229965157	0.0006185248183083346	0.0	0.0	0.0018957345971563982	0.0016936849745947254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031821797931583136	0.0	0.0007072135785007072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006971340046475601	0.0	0.0	0.0	0.002306805074971165	0.0	0.0	0.0	0.0	0.0012126111560226355	0.0008111944838775097	0.0	0.0	0.0	0.0	0.0006020469596628537	0.0005802707930367504	0.0	0.0	0.0	0.00019940179461615153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008125126955108674	0.00033003300330033004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000821557673348669	0.0	0.0	0.0	0.00025786487880350697	0.00030441400304414006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020387359836901122	0.0	0.0	0.0	0.00016	0.0001675603217158177	0.0	0.0	0.0	0.0	0.00044603033006244426	0.0	0.0	0.00010492078480747036	0.0	0.0	0.0	0.00042689434364994664	0.0	0.00019944156362185878	0.0	0.0	0.0	0.0004153686396677051	0.0003278688524590164	0.0	0.000188040616773223	0.0	0.00014858841010401187	0.0	0.0	0.0	0.00012664640324214793	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	0.0	0.0	0.0015060240963855422	0.0	0.0	0.0	0.0	0.0	0.0	0.001029336078229542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004929751047572097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017957927142124167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004791566842357451	0.0	0.0	0.0	0.00037883571157974494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002639218791237794	0.00016095284081764043	0.0	0.0	0.0006739679865206403	0.0	0.006347766946270687	0.0	0.0	0.00021294718909710392	0.0	0.0	0.0	0.0014186633039092057	0.0	0.0007731560228854183	0.0	0.0	0.0	0.0009678199854827002	0.00046816479400749064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042526047203912394	0.0	0.0	0.0	0.0	0.0	0.0	0.00036449790413705123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005283550545966889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004062563477554337	0.0	0.0	0.0	0.0	0.0003558085749866572	0.0	0.0	0.0	0.00015073861923424781	0.0	0.0	0.0	0.0	0.00015535187199005747	0.0	0.0005157297576070139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016	0.0	0.00021579628830384117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter	0.0	0.0	0.0	0.0	0.0	0.000814663951120163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002442002442002442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00041322314049586776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021775949673360755	0.0	0.0	0.0	0.00024648755237860487	0.0	0.0	0.0	0.0	0.0004211412929037692	0.0	0.00022716946842344388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013596716264751155	0.0	0.0	0.00043782837127845885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012141816415735794	0.0	0.0	0.00015103458692040478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00028805991646262423	0.000142025280499929	0.0	0.0	0.0	0.0	0.0	0.0	0.0003233455486096141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004476943739740337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014436263894903998	0.0	0.0	0.000681973175721755	0.0	0.0	0.0	0.0	0.0	0.00016880486158001352	0.00013635124079629124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00033766672294445384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003943217665615142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00032133676092544985	0.0	0.0	0.0	0.0	0.00024195499637067505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
