dataset_name	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Slackia	0.00041	0.0	0.0	0.13579	0.0	0.00186	0.0	0.18775	0.0	0.24329	0.26566	0.0	0.0	0.0	0.0	0.0	0.0	0.00043	0.0	0.21379	0.48525	0.0	0.0	0.0	0.00242	0.00393	0.0	1.31489	0.0	0.0	0.00114	0.0	0.0	0.287	0.0	0.40807	0.0	0.0	0.0016	0.0	0.0	0.11035	0.45567	0.103	0.0	0.00218	0.15288	0.00223	0.0	0.0	0.0	0.31208	0.00167	0.0	0.0	0.08613	0.10696	0.16047	0.0	0.00074	0.00277	0.0	0.0	0.0	0.0	0.0	0.0	0.16815	0.67058	0.0	0.10062	0.34422	0.0	0.91629	0.0	0.04037	0.53562	0.07	0.0	0.0008	0.08576	0.0	0.0	0.00082	1.33643	0.0	0.0	0.0	0.00186	0.04116	0.0	0.0	0.03018	0.05949	0.0	0.0007	0.18555	0.00081	0.0	0.00268	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	39.54962	33.8465	49.3719	32.77063	31.48703	17.20974	29.18716	52.62827	45.82988	11.88039	30.57223	26.33387	60.48159	44.41755	25.77389	33.19136	66.04197	30.55058	47.1358	11.84641	14.98316	17.00985	24.60324	32.00304	34.10285	42.7911	7.68937	44.45974	51.99924	22.48796	67.50529	15.607	25.76626	39.90197	82.1001	9.92748	29.564	41.8621	11.03719	23.81596	0.20138	16.52896	5.11537	16.2698	49.25417	59.39058	22.91946	39.48101	64.0256	60.82608	47.59393	48.14464	15.60963	61.72753	11.49946	18.94721	7.05176	22.82789	0.04722	16.94467	22.63705	43.90189	48.83184	57.41866	44.1486	36.81134	37.533	26.28328	7.06953	16.08759	10.40339	16.42054	31.7335	18.84126	58.14757	57.22415	37.13092	8.46798	25.16343	11.33302	47.2632	28.19557	44.93707	52.53427	3.27454	16.15723	37.68916	50.21163	11.69554	31.11294	39.94097	55.85195	37.38965	26.45932	33.49585	15.92303	8.32346	12.32857	64.43887	30.44065	51.44255	13.90662	36.20302	23.83328
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae.g__Barnesiella	1.17155	1.74119	0.57809	0.0	0.03233	0.0	0.0	2.30363	0.0	1.14003	0.00316	0.0	0.00052	1.29511	3.94747	0.0	5.34044	2.95563	2.847	0.03291	2.30777	0.5746	0.0	0.0	1.39584	0.0	0.76507	1.92421	0.54154	3.55492	0.23843	2.40252	0.02701	2.08593	0.06542	0.57418	2.78592	0.0	0.10841	2.03567	0.0	0.06679	0.48821	0.59126	0.0	0.15484	0.2089	0.0	0.0	0.0	0.0	1.30344	0.15762	0.0	0.00084	0.15299	0.00608	1.48233	0.0	2.08289	1.36613	0.62202	0.61979	3.6058	1.80926	1.12855	0.0	0.0	3.05315	0.0	1.77519	0.0	1.32103	0.002	0.0	1.02167	2.85024	0.53376	0.0	0.6592	0.09074	1.77241	0.0	0.0	0.03268	0.00021	2.60898	3.35914	2.53436	1.99016	0.00197	2.44255	6.33965	0.10035	0.85807	0.0	0.60953	1.78689	0.38855	0.0	0.0	0.66043	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae.g__Coprobacter	0.18692	0.0	0.12921	0.0	0.0	0.0	0.36247	0.0	1.24657	0.20655	0.03799	0.0	3.25215	0.80852	0.15206	0.0	0.31717	0.22334	0.0	0.0	0.12836	0.03772	0.14476	0.0	0.57532	0.0	0.0	0.0	0.35497	0.0	0.02531	0.05165	0.0	0.0	0.0	0.0	0.0	0.0	0.02233	0.03214	0.0	0.00395	0.00561	0.04898	0.15629	0.00109	0.05803	0.0	0.0	0.0	0.0	0.06966	0.18558	0.0	0.0	0.0	0.0	0.6478	0.0	0.04665	0.00288	0.03805	0.23639	0.0	0.08631	1.74112	0.26114	0.0	0.0077	0.0	0.83393	0.15111	0.0	0.0	0.0	0.10037	1.62302	0.02121	0.0	0.17265	0.02613	0.04065	0.0	0.0	0.0	1.82064	0.00203	0.0	0.35956	0.13293	0.0	0.05234	0.0242	0.0113	0.44123	0.0	0.66043	0.04397	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Dysgonamonadaceae.g__Dysgonomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae.g__Butyricimonas	0.21651	0.13378	0.55022	0.0	0.00456	0.0	0.06925	0.0	0.0	0.12783	0.27793	0.0	0.0	0.0749	0.0	0.01861	0.22315	0.18458	0.0	0.06661	0.71043	0.07945	0.09481	0.04394	0.27346	0.0	0.61711	0.0	0.2105	0.0	0.14773	0.20481	0.39373	0.0	0.06692	0.19631	0.50089	0.0	0.12196	0.17111	0.0	0.56487	0.11494	0.14733	0.24396	0.07369	0.29052	0.0	0.0	0.0	0.0	0.17409	0.19988	0.0	0.0	0.43806	0.09465	0.50091	0.0	0.0	0.22403	0.06234	0.01729	0.0	1.17876	0.3212	0.0	0.0	0.18397	0.0	0.26426	0.29498	0.03689	0.11894	0.0	0.71254	0.03453	0.18606	0.0	0.07482	1.27236	0.00213	0.0	0.0	0.0	0.0	0.10268	0.29177	0.16539	0.05429	0.0	0.05036	0.01618	0.43914	0.27585	0.20574	0.14826	0.15842	0.06506	0.0	0.07356	0.04849	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae.g__Odoribacter	0.4975	0.78881	0.51358	0.0	0.37591	1.22466	0.9444	1.63097	0.59081	1.18145	0.53593	1.6287	0.0	0.75073	0.72338	1.00012	0.81573	0.19702	2.35817	0.35127	0.56815	0.54874	0.04107	0.45062	0.97497	1.35452	0.80483	0.0	1.62313	1.17419	0.6989	0.43446	0.28897	0.83104	0.01494	0.38518	0.2045	1.09069	0.20374	0.42173	0.0	1.51673	0.59648	1.59879	2.00797	0.24303	0.1175	1.58382	0.0	1.06723	0.0	0.31753	2.72331	1.49283	0.89287	0.27882	0.252	0.94188	0.0	0.20603	0.3661	0.52404	0.3664	1.26657	0.26803	0.33637	0.8363	0.0	0.39707	0.06392	0.58245	0.71889	0.51458	1.38977	0.0	1.19855	1.97752	0.30647	0.0	0.27269	1.17834	1.09256	0.0	0.0	0.11852	0.0	0.09836	0.92169	1.03317	1.56676	0.26966	0.46491	1.88587	1.49309	0.81781	0.72688	5.07021	0.86065	0.0	1.02125	1.24994	0.53404	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Porphyromonas	0.0	0.0	0.0	0.05528	0.0	6.16043	0.0	0.0	0.0	0.05931	0.0	0.01056	0.0	0.0	0.0	0.00016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02787	0.0	0.0	0.01512	0.00556	0.0	0.0	0.0	0.19746	0.0	0.0	0.01114	0.00993	0.0	0.0	0.0	0.00072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08153	0.0	0.0	0.0	0.22263	10.18943	0.0	0.18958	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Sanguibacteroides	0.0	0.07342	0.0289	0.0	0.0	0.0	0.0	0.0	0.0	0.02513	0.02088	0.0	0.0	0.0	0.0	0.0	0.0246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09917	0.0	0.0	0.0	0.02343	0.0	0.0	0.0	0.0	0.0178	0.06422	0.0	0.01314	0.01632	0.0	0.04727	0.03948	0.09321	0.13807	0.0	0.00895	0.16295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00628	0.0	0.01084	0.0	0.02292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07299	0.0	0.0	0.0	0.02914	0.0	0.0	0.0	0.0062	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Alloprevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.95474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Paraprevotella	1.20166	0.0	0.0	0.0	0.0	0.0	0.0	0.17112	0.0	0.42026	6.17578	0.0	0.0	0.0	0.0	0.0	0.32127	0.0	0.0	0.22734	1.29819	0.57262	0.0	0.0	0.0	0.0	1.00627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05116	0.17019	0.59248	0.0	0.0	0.16722	0.0	0.59786	0.28707	0.33402	0.0	0.15548	1.46551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43211	1.48266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15507	0.0	0.10125	0.0	0.19051	0.72449	0.83603	0.00113	0.0	0.77038	0.4529	0.26408	0.0	0.0	0.15302	0.03662	0.0	0.0	0.39147	0.0	0.01545	0.0	0.0	0.0	0.0	0.0	7.56087	0.52597	1.12231	0.0	0.0	0.0	0.80653	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella	0.00118	0.00831	0.10914	0.00511	0.0001	0.00331	0.00153	0.00236	0.0	38.39351	1.38584	0.00419	0.02596	0.00899	0.00587	0.00283	0.18063	0.00338	0.00408	54.64656	0.01386	38.77031	0.0	0.00657	0.0022	0.01494	16.3603	0.00138	0.00203	0.053	0.00165	27.16956	0.00202	0.15985	0.02971	21.02425	0.00119	0.00223	15.60322	2.07312	0.09618	12.44129	53.39418	28.01667	0.02476	0.00187	0.00595	22.58778	0.02948	0.00389	0.01358	0.00188	22.83411	0.00531	51.94986	27.08152	21.44637	0.00383	0.06327	0.00811	0.0	0.00073	0.0039	0.10761	0.00367	11.09924	0.04528	0.00926	6.99215	0.94494	0.0036	26.02331	0.06907	0.31476	0.0041	4.83009	27.69372	23.0178	15.9416	4.04573	0.00121	0.01297	0.00496	0.00094	8.40876	0.03357	0.02684	0.00252	2.87645	0.10108	0.01567	0.00186	4.31072	14.80872	4.17154	4.26075	0.0	12.9142	0.00051	2.50847	0.1633	0.00633	0.11051	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes	1.21229	3.71657	2.02301	6.05967	4.66631	4.74906	6.6279	18.47899	3.96996	6.70512	0.86846	8.01121	0.86815	5.76092	4.31329	3.53566	4.64356	3.06453	8.10756	1.60522	18.71908	3.73531	0.46625	4.71913	5.96487	1.4939	4.74989	3.82599	5.64687	9.06512	4.66719	4.05844	1.70681	2.58051	1.32543	9.21264	2.85228	4.92338	5.51071	1.68881	0.0	2.58529	3.30937	2.82477	6.55877	2.22331	2.3126	5.37278	5.19762	4.05211	0.0	3.09604	7.00131	11.0466	0.10814	0.49834	1.38095	3.50431	0.0063	10.10808	3.95324	4.10839	2.50288	6.36869	5.11567	1.64405	3.90703	0.15118	5.53585	7.82041	3.97591	3.90527	6.22716	16.28697	0.17047	2.53763	0.24366	1.70822	11.40174	1.93298	8.57121	6.66559	0.0004	3.91145	7.97596	11.99504	4.25253	4.32787	7.27508	3.44992	1.26376	6.7248	2.60867	2.91183	3.80425	4.94794	3.16831	2.51927	2.44735	6.52463	7.10723	19.22935	10.70928	0.20644
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides	2.12967	1.7426	2.43516	1.24716	5.76245	9.99689	1.97449	1.37524	1.73349	1.1684	1.65965	14.17544	0.0022	2.51786	3.88752	4.36664	4.91304	2.63434	1.70744	2.11641	2.69028	1.28368	0.6553	1.18621	1.85066	9.55161	2.28919	0.70077	5.53543	2.19781	2.86593	2.29258	2.80066	7.61767	2.36595	1.99269	5.24684	14.46643	2.29716	1.0939	0.0	5.96781	0.93505	3.48649	3.4253	1.22159	0.58482	3.56011	6.09114	4.22501	0.0	2.59326	2.07678	1.3779	7.94639	0.24321	1.59557	2.24256	0.00266	1.72974	1.47717	3.04523	2.45242	9.61762	4.01659	2.22731	6.73939	0.0	2.16932	10.93401	3.57919	3.39434	3.16281	5.98415	0.00123	4.89383	2.50497	0.75352	11.74721	4.06244	5.89948	1.55701	19.46694	3.42033	0.24355	0.00416	0.82267	3.94601	2.25166	1.69191	4.63928	1.51286	14.33328	1.27198	3.22917	0.77758	1.08342	2.74674	5.93795	1.26796	1.90023	1.32127	0.0	39.72756
k__Bacteria.p__Candidatus_Melainabacteria.c__Candidatus_Melainabacteria_unclassified.o__Candidatus_Gastranaerophilales.f__Candidatus_Gastranaerophilales_unclassified.g__Candidatus_Gastranaerophilales_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00478	0.0	0.0	0.02282	0.0	0.0	0.0	0.0	0.0	0.03877	0.0	0.0	0.0	0.0	0.07698	0.0	0.0	0.0	0.0	0.0	0.0	0.00765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillales_unclassified.g__Gemella	0.00133	0.0	0.0	0.00937	0.00348	0.03173	0.0	0.0	0.0	0.02014	0.0	0.0	0.00311	0.01098	0.0	0.00653	0.00696	0.02005	0.0	0.0	0.00277	0.0043	0.0067	0.0	0.0	0.00255	0.0	0.0	0.0	0.0	0.0082	0.0	0.00168	0.38103	0.0	0.00941	0.00176	0.0	0.0	0.0	0.06365	0.0	0.0	0.07484	0.0	0.0	0.01102	0.0	0.0	0.00448	0.11565	0.00793	0.0	0.0	0.0	0.99578	0.00287	0.0145	0.00388	0.0	0.01493	0.00062	0.01014	0.0	0.0	0.00308	0.03697	0.0	0.0	0.00863	0.0	0.0	0.0	0.02616	0.00976	0.0	0.05824	0.00469	0.0063	0.00603	0.00174	0.0	0.0	0.0	0.0	0.01705	0.0	0.0	0.00553	0.0	0.0	0.0	0.0	0.00343	0.0	0.0	0.0	0.0	0.02603	0.00109	0.30148	0.0	0.00304	0.00211
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.01331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0066	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Aerococcaceae.g__Abiotrophia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae.g__Carnobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae.g__Granulicatella	0.0	0.0	0.0	0.0	0.0	0.01317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00621	0.0	0.0	0.0	0.0	0.00653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00044	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04778	0.0	0.0	0.0	0.0	0.0	0.00727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00849	0.0	0.0	0.05807	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	0.9704	0.0015	0.0	0.0	0.00603	0.00629	1.10477	0.0	0.41285	0.0	0.11658	0.0	0.0	0.0	0.02047	0.45101	0.0	0.03663	0.0	0.12916	0.02599	0.04183	0.08618	0.0	0.16973	0.01635	0.01546	0.00158	0.02118	0.0	0.00348	0.16014	0.0	0.09441	0.0	1.54366	0.15235	0.0	0.0	0.33725	0.0	0.00265	0.08181	0.22711	0.0	0.24521	0.28763	0.02947	0.0	0.0	0.0	0.00055	0.0	0.96172	0.01398	0.20201	0.0	0.0281	0.01988	0.0	0.02902	0.19627	0.00848	0.0	0.23725	0.0	0.0	0.05843	0.0	0.17888	0.00219	0.0	0.0	0.0	0.08919	0.0	0.03823	0.12586	0.01158	0.0	0.0	0.04291	0.0	0.02059	0.0	0.00879	0.03402	0.0	0.0	0.0107	0.0	0.03895	0.0	0.0	0.0	0.47605	0.69488	0.2126	0.2209	0.19978	0.02583	0.00219	0.00039	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Pediococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.01359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Sharpea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00081	0.0	0.01142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00191	0.0	0.0	0.0	0.0	0.00208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00345	0.0	0.0	0.0	0.00078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__Leuconostoc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
