dataset_name	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017
study_condition	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Butyricicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.13857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	0.0	0.0	0.0	0.80363	0.34735	0.21365	0.0	0.0	0.0	0.0	0.0	0.46361	0.0	0.07742	0.05367	0.00632	0	0.22533	0.46606	0.0	0.0	0.0	1.11047	0.04022	0.0	0.0	0.14225	0.0	0.3562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31181	0.0	0.0	0.03641	0.29723	0.0	0.0	0.03242	0.0	0.51594	0.0	0.61653	0.0	0.0488
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Hungatella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00698	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.03759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_Family_XIII_Incertae_Sedis.g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.00614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Intestinimonas	0.0	0.0	0.0	0.0	0.0	1.11562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.02871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Lawsonibacter	0.0	0.0	0.0	0.0	0.01627	0.0	0.0	0.0	0.11654	0.0	0.0	0.0	0.0	0.0	0.0	0.04041	0	0.0	0.04536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15705	0.0	0.0	0.0	0.0	0.0	0.0051	0.0	0.0	0.01002	0.0	0.0	0.24285	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Monoglobus	0.11389	0.0	0.0	0.61875	0.0	0.0	0.27939	0.30164	0.0	0.0	0.00356	0.0	0.0	0.0	0.0	0.3153	0	0.0	0.10195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13979	0.0	0.0	0.16005	1.18351	0.26271	0.0	0.0	1.38343	0.0	0.0	0.0	0.54619	0.0	1.10984	0.0	0.0	0.0	0.0	0.18268	0.0	0.0	0.74122	0.54104	0.24128	0.86503	4.03755	0.20325	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium	6.3851	1.84296	4.70346	0.80919	4.18752	4.16433	0.0	3.23615	2.52751	0.07128	9.28345	0.58383	14.64931	0.40995	1.40227	2.99605	0	7.4189	1.21599	5.22974	5.19983	6.69868	0.0	7.4601	0.2276	0.20804	4.32717	3.07072	3.74226	6.38473	10.79895	4.56319	6.42519	0.16172	1.35824	3.26129	19.42809	3.50866	0.32038	0.13997	4.08776	4.23581	0.0	5.26243	5.60879	0.92627	9.64868	0.67833	0.49088	7.62256	1.79131	8.05391	3.12693	16.97834	4.91612
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes	4.46583	8.36079	2.99539	3.13215	6.83894	0.58888	7.44108	0.69755	9.49303	6.78625	2.28959	1.26281	15.38765	12.31972	1.72098	3.33101	0	4.46763	0.55696	8.16531	4.47235	1.13977	13.52562	8.84201	0.75397	16.33783	0.62365	0.8925	1.1464	3.65634	8.00819	8.41956	2.45641	46.06762	10.56484	0.6122	0.38262	17.03584	2.5027	0.15356	3.85211	9.48783	8.74847	1.08941	3.39026	2.29872	6.19232	4.00192	1.94847	11.362	6.76734	16.94351	1.45562	9.77865	6.57268
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerotignum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00294	0.0	0.0	0.0	0.0	0.0	0.0	0.10833	0.0	0	0.0	1.41335	0.0	0.0	0.0	0.0	0.02412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16924	0.0	0.19481	0.0	0.0	0.0	0.00249	0.03827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73275	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	15.59929	27.8027	15.55186	11.86804	20.11938	8.19951	7.16052	7.6037	2.03023	47.42021	51.96341	3.54322	16.97216	32.86296	4.20209	8.84383	0	3.37968	2.10301	63.86732	6.18622	20.93016	14.44791	43.16996	2.7243	17.92768	23.50556	9.72415	0.96156	16.17926	13.33287	3.88763	31.44422	13.07239	5.30092	4.39545	14.96742	10.00621	1.38526	5.30613	11.7026	12.50804	24.86366	3.86298	7.25032	1.17312	37.27284	14.73862	1.80705	17.29223	20.88474	10.15203	3.78535	7.17759	11.45325
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Butyrivibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.14068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus	4.07008	0.29424	1.38686	0.7556	3.20141	6.60466	5.71171	3.29305	3.51489	3.46112	0.0	0.55752	1.76518	5.46191	0.42629	1.37138	0	1.43986	0.27124	0.29193	2.26852	0.00706	0.0	1.14217	0.0	3.08812	15.06454	6.02274	1.11228	4.76616	10.72243	1.28243	1.28374	7.44414	0.0	12.2201	2.56648	0.0	0.17316	0.32375	4.95196	10.0512	0.0	3.69714	1.59783	1.15408	0.85466	0.0	0.29989	0.0	3.39378	0.0	5.54879	5.67744	2.32832
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea	9.62905	9.98146	7.89718	4.48276	0.99639	0.43015	7.47614	0.46425	11.10147	2.35614	4.11192	2.58752	3.15443	1.79015	3.33074	3.86596	0	1.47663	1.92199	2.75267	7.29171	2.42107	1.1878	3.76964	0.52921	0.21733	10.58247	0.80839	2.78556	5.6488	9.3443	3.15452	11.18687	8.90512	8.05509	3.35839	0.29023	4.1744	0.33231	0.10188	2.239	7.49157	0.79702	2.58517	4.36993	1.35459	6.78923	4.38103	0.76837	0.8227	2.90007	2.33686	4.98262	3.75593	2.01371
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Eisenbergiella	0.0	0.0	0.0	0.0	0.09248	0.01634	0.0	0.01648	0.06378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.11821	0.29752	0.0	0.0	0.0	0.08459	0.02968	0.0	0.0	0.0	0.01446	0.11377	0.0	0.28901	0.0	0.0	0.0	0.01207	0.01042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22027	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Fusicatenibacter	5.7506	15.70895	26.58014	2.93191	4.80508	2.426	3.9066	0.18214	2.35135	0.99222	12.05118	0.83772	4.71071	1.09136	5.7855	3.28524	0	2.05627	2.47551	1.72083	5.09257	1.97008	0.0	1.39411	0.0	11.39883	2.0471	3.97587	7.02842	26.89169	11.68813	0.10637	0.0	8.60592	10.95433	2.96103	0.0	1.08153	0.57716	0.12808	29.52846	2.97804	0.0	0.20213	6.65586	1.87677	13.97116	12.30654	0.8793	0.0	7.45466	5.36623	0.70301	7.95201	15.27119
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.0	0.0	0.0	0.0	0.00648	0.0	0.37321	0.19878	0.0	0.11814	0.0	0.0	0.0	0.23285	0.0	0.0	0	0.0	0.0	0.17297	0.0	0.0	0.64138	0.0	0.0	0.00778	0.0	0.03404	0.0	0.0	0.0	0.0	0.03011	0.0	0.0	0.37849	0.0	0.0	0.0	0.16523	0.0	0.0	0.00551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospira	0.22574	0.0	0.0	0.00182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.01983	0.07809	0.0	0.0	0.165	0.0	0.0	0.0	0.0	0.0	0.16321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01193	0.0	0.0	0.0	0.0	0.0	0.10406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02052	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospiraceae_unclassified	8.38377	0.0	1.62502	1.19411	0.0	4.66504	1.28238	0.0	0.01073	0.80572	5.43923	0.21244	0.0	15.6966	39.36465	1.61926	0	5.78736	38.06318	0.0726	6.59455	0.23786	0.3826	0.85455	0.47729	23.15136	0.19522	5.88138	8.73662	2.52614	0.01284	0.0	0.0	3.75053	4.55767	5.46527	0.5635	7.66045	0.0	1.49323	2.2871	13.30801	0.0	4.73013	15.06948	8.40212	4.53074	5.14065	0.0	0.0	27.31084	16.98817	4.57636	0.0	9.52691
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia	7.89724	1.38973	0.53579	0.77556	8.98222	1.37936	1.20488	0.73025	8.46266	0.3996	0.0	6.75635	2.96573	0.02518	3.68083	5.2023	0	5.40827	2.68832	0.01036	16.01559	0.18009	0.0	0.34549	3.74254	0.14296	0.72467	5.09794	3.80499	0.04941	0.86215	3.77706	0.0	0.63938	5.00851	1.08275	1.42452	0.0	0.44712	4.087	1.44723	2.04484	0.0	0.10273	3.41311	1.12898	0.02564	0.06323	0.66863	0.19437	1.98475	4.50805	4.01809	7.73565	5.534
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Sellimonas	0.0	0.0	0.0	0.12628	0.0	0.0	0.0	0.00916	0.0	0.26798	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05597	0.0	0.0	0.0	0.38686	0.28138	0.0	0.0	0.0	0.0	0.0	0.0	0.03434	0.0	0.0	0.0	0.0	0.31384	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Tyzzerella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Oscillospiraceae.g__Oscillibacter	0.0	0.0	0.0	0.0	0.4276	3.95474	0.0	0.02955	1.27696	0.0	0.0	0.0	0.15512	0.0	0.0	0.01097	0	5.72473	0.0	0.0	0.0	0.0	0.0	0.0	0.34164	0.0	0.27395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12618	0.0	0.15058	0.0	0.15962	0.0	0.00932	0.0	0.0	0.09064	0.0	0.0	0.0	0.24362	0.47619	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__Peptococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Intestinibacter	0.0	0.0	0.0	0.0166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.9421	0.19435	1.58953	2.53072	0.64111	0.0	0.0135	0.60307	0.0	0.30883	0.0	0.32076	0.0	0.27513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12932	0.02408	0.0	0.04362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01721	0.0	0.0207
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Peptostreptococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00418	0.0	0.05154	0.0	0.0	0.03988	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Romboutsia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.03657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00878	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Agathobaculum	1.11593	1.63091	0.77609	0.35087	0.0	0.0	0.0	0.0	0.13421	0.05578	0.45224	0.84594	0.0	0.0	0.00763	0.54089	0	0.05017	0.46285	0.0	0.22281	0.0	0.0	0.50562	0.31791	0.0	0.19595	0.1748	0.03708	0.68179	0.0	0.28869	0.31288	0.06737	0.447	0.0	0.4558	0.0	0.0	0.03576	0.34377	0.13868	0.0	0.0	0.54886	0.20673	0.53068	0.0	0.06915	1.83355	0.23936	4.86936	0.02498	0.19919	0.05232
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaeromassilibacillus	0.0	0.0	0.0	0.0	0.05479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03595	0.06579	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02499	0.0	0.0	0.0	0.0	0.01286	0.0	0.0	0.0	0.0	0.0	0.0	0.24593	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus	0.0	0.0	0.0	0.0	0.01631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium	0.39914	1.88898	3.06075	0.55324	19.50576	8.1869	0.12154	0.4367	2.30167	0.12903	2.80331	9.34686	0.55529	2.50052	16.75065	7.00509	0	11.72829	4.31375	0.07788	1.89141	0.02686	0.0	0.24726	4.06829	0.11725	1.13434	13.80419	37.68389	0.11672	2.05132	1.03207	0.00717	0.36708	2.66305	3.05362	0.88831	0.20716	0.21278	5.26249	2.47488	11.23948	0.21632	0.93337	8.96696	1.6025	2.80697	5.74913	0.66214	5.09491	2.49779	7.42666	1.13339	2.06736	1.21564
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Flavonifractor	0.0	0.0	0.0	0.01943	0.14963	0.09599	0.0	0.0	0.0	1.32174	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	1.85148	0.25221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00666	0.0	0.0	0.00226	0.45119	0.07159	0.49189	0.1356	0.0	0.0	0.0	0.05602	0.33695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34307	0.32206	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Gemmiger	0.0	0.0	0.01993	0.05424	0.0	0.07259	0.07379	0.00432	0.68261	0.0	0.0	0.25722	0.24601	0.0	0.36547	0.09814	0	0.50218	0.0	0.0	0.04465	0.0	0.0	0.0	0.0	0.0	0.31487	0.26661	0.23501	0.07235	0.46156	0.0	0.0	0.0	1.45188	0.04911	0.79147	0.0	0.0	0.03665	0.49056	0.20267	0.0	0.0	0.06554	0.02325	1.17399	0.04429	0.02262	0.09005	0.0	0.0	0.86328	0.72187	1.74436
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Pseudoflavonifractor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcaceae_unclassified	0.23159	0.10523	0.0	0.01707	0.03507	0.51162	0.0	0.09014	0.08707	0.0	0.0	0.0	1.38911	0.0	0.0	1.47792	0	0.04749	0.05811	0.0	0.0	0.0	0.0	0.02966	1.67055	0.0	0.0	0.0	0.18101	0.0	0.0	0.87147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0321	1.16536	0.0205	0.0	0.0	0.0	48.2407	0.0	0.0	0.10309	0.20033	0.0	0.0	0.56866	0.25794	0.09633
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus	15.69948	0.62961	1.95646	0.50723	0.0	5.34334	0.2725	5.75258	1.3116	0.0	1.89702	5.26448	4.16979	0.0	4.31277	15.25462	0	20.4339	0.04744	0.0	7.11992	0.0	0.0	0.0	5.42866	0.16337	4.96378	17.43315	5.89242	0.20832	1.05747	2.93924	14.78219	0.0	1.4607	0.0	0.87085	0.0	16.40657	4.07782	0.01658	0.0	0.0	2.62727	14.59375	13.13146	7.27317	0.21987	15.93294	0.82326	0.0	0.0	12.48402	0.0	14.11448
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruthenibacterium	0.0	0.0	0.0	0.49851	1.16197	1.14948	0.0	0.15764	0.54306	4.05255	0.01071	0.0307	0.29917	0.0	0.21405	0.21866	0	0.0959	0.59015	0.44254	0.0	0.0	0.0	0.65839	0.19042	0.0	0.52594	0.27996	0.6653	0.0	0.17221	0.49375	3.21398	0.69742	1.00108	3.43795	0.05036	0.0	0.4547	0.35194	1.16521	0.29799	0.0	0.91743	0.36158	0.11476	0.01111	0.07495	0.67342	0.16446	0.35517	0.1408	0.46546	0.97474	1.29761
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Absiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22655	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.03624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00807	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Candidatus_Stoquefichus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3315	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Catenibacterium	0.0	0.0	0.0	0.0	0.0	0.11923	0.73828	0.0	0.0	0.0	1.18001	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.38446	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus	0.0	0.0	0.0	0.0	0.0	0.00365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Dielma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0572	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Erysipelatoclostridium	0.0	0.0	0.0	0.16064	0.0	0.0	0.0	0.04233	0.0	1.46083	0.0	0.0	0.0	0.1697	0.0	0.0	100	0.0	0.0	0.48913	0.0	0.0	0.84021	0.0	0.0	0.06991	0.0	0.0	0.0	0.0	0.05501	0.00949	2.55074	2.73771	2.29508	0.0	0.0	0.0	0.0	0.01657	0.04144	0.0	0.8728	0.0	0.0	0.0	0.0	0.0	0.0	0.13828	0.0	2.21891	0.00467	0.0	0.00768
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Faecalitalea	0.0	0.04616	0.0	1.26472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.96686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.70003	0.0	0.0	0.0	0.0	0.0	0.0	0.35709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47766	0.0	0.0	0.0	0.0	0.0	0.0
