dataset_name	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a	ThomasAM_2018a
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Aerococcaceae.g__Facklamia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae.g__Granulicatella	0.0	0.0	0.0	0.0	0.0	0.0	0.00319	0.0	0.0	0.0	0.0	0.00308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Bavariicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.70961	0.0	0.03069	2.38287	0.0	0.0	0.0	0.0	0.00171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	0.00443	0.0	0.00907	0.07782	0.0	0.0	0.00431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2266	0.0	0.0	0.0	0.0	0.0	4.12523	0.0	0.0	0.08691	0.11712	0.00335	0.0	0.0	0.0	0.00516	0.0	0.0	0.01017	0.00081	0.01618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus	0.0	0.0	0.0	0.0	0.0	0.01178	0.0	0.0	0.0	0.0	0.0	0.00114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	0.00087	0.02629	0.02218	0.1366	0.0	1.14402	2.13367	0.0	0.0	0.0016	0.0	0.00392	0.04587	0.0	2.26876	0.0	0.0	0.0	0.0	0.0	0.89032	0.0085	0.0	0.0	0.05681	0.00152	0.02088	0.00303	0.0	0.09712	0.01441	0.0	0.02011	0.0227	0.0	0.0	0.0076	0.0	0.0	0.0	0.0	0.0	3.22801	0.00934	0.02589	0.0	0.04261	0.02607	0.0	0.0	0.0	0.48719	0.07338
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Catabacteriaceae.g__Catabacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11691	0.0	0.00596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00454	0.0	0.0	0.18349	0.0	0.00149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae.g__Christensenella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00525	0.00425	0.0	0.0	0.00191	0	0.0	0.0	0.0	0.0	0.00807	0.00188	0.0	0.0	0.0	0.00254	0.00555	0.0373	0.0	0.0	0.0	0.0	0.00364	0.0	0.0	0.0	0.0	0.0	0.0	0.03098	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Butyricicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01318	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	0.48661	0.10031	0.01012	0.0	0.0	0.25187	0.14417	0.0	0.1971	0.0	0.23423	0.0	0.70066	0.52057	0.01821	0.27166	0.06665	0.0	0.1425	1.4649	0.0	0.0	0	0.0	0.0	0.0	0.25577	0.3175	0.43301	1.45566	3.1063	1.21045	0.27949	0.24885	0.45592	0.14477	0.67192	0.01772	0.06155	0.25696	0.44602	0.22737	0.03159	0.0	0.0	0.0	0.0	0.0	0.34859	0.13643	0.06581	0.96218	0.04281
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Hungatella	0.2244	0.0	0.00167	0.0	0.00153	0.0	0.0	0.21188	0.0	0.0	0.00754	0.0	0.18979	0.0	0.10923	0.0	0.0	0.0	0.0	0.00865	0.04788	0.00041	0	0.0	0.0	0.0	0.0	0.00295	0.0	0.0	0.0	0.03766	0.0	0.0	0.03889	0.0	0.0	0.5039	0.0	0.00036	0.0	0.0	0.0	0.0	0.0	0.0	0.01915	0.00097	0.02188	0.00584	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_Family_XIII_Incertae_Sedis.g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2991	0.0	0.00354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_Family_XIII_Incertae_Sedis.g__Mogibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.00092	0.0	0.0	0.0	0.0	0.0	0.08174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Clostridiales_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.15661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Intestinimonas	0.02257	2.38904	0.0	0.0	0.0	0.01996	0.02161	0.0	0.0625	0.0	0.18217	0.0	0.0	0.07679	0.0	0.45642	0.03722	0.003	0.05066	0.07609	0.03714	0.37173	0	0.0	0.0	0.0	0.15203	1.06459	0.07111	0.0	0.04459	0.05778	0.0	0.00017	0.23743	0.04606	0.0	0.27144	0.03401	0.4413	0.0	0.3861	0.0	0.04994	0.08373	0.0	0.96731	0.0	0.0175	0.00635	0.06985	0.01389	0.04928
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Lawsonibacter	0.0	0.12373	0.04201	0.0	0.14944	0.54606	0.0	0.0	0.05339	0.22336	0.78699	0.0	0.0	0.20325	0.0	0.21459	0.30482	0.01933	0.08176	0.16988	0.0	0.26926	0	0.00614	0.0	0.0	0.09106	0.05691	0.12148	0.14777	0.02804	0.26935	0.25392	0.23824	0.13272	0.12735	0.2546	0.0	0.05091	0.27455	0.28966	0.26862	0.12651	0.10523	0.14256	0.1009	0.03021	0.00883	0.12452	0.00617	0.04454	0.14706	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Monoglobus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02463	0.0	0.0	0	0.00147	0.0	0.0	0.0	0.0	0.01987	0.0	0.0	0.0	0.00865	0.01421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14491	0.0	0.01066	0.0	0.0	0.0605	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacteriaceae_unclassified	0.0	0.00413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02005	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00243	0.0	0.0	0.01037	0.0	0.00245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium	0.00639	11.14686	2.90342	0.89452	4.61656	0.80262	0.14572	0.17344	2.8005	0.47831	4.53749	0.0	0.0	4.50635	1.94811	0.05341	1.13402	0.0141	1.68626	9.89987	17.60976	0.0	0	0.90303	0.0	2.42667	0.70438	0.0331	0.60807	8.5119	0.01788	0.16059	6.73036	5.94626	0.5286	0.92469	11.60964	0.0	0.00416	8.88304	0.00301	8.80951	2.38805	0.80221	8.6705	0.17812	0.1322	0.0	0.31296	1.49205	0.0	1.02356	0.11943
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Pseudoramibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes	0.0	0.0	0.0	0.64971	0.02711	0.0	0.00091	0.0	0.13336	0.0	0.0	0.0	0.0	0.0235	0.00841	0.0	0.00348	0.00266	0.0	0.0	0.02126	0.09734	0	0.0	0.0	0.0	0.0	0.00858	0.0	0.01785	0.0	0.0	0.05668	0.04641	0.0	0.17931	0.0	0.0	0.0	0.02381	0.0	0.04005	0.01666	0.18997	0.0	0.0	0.0	0.00448	0.03463	0.18976	0.0	0.00461	0.00061
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerotignum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25453	0.0	0.0	0.0	0.0	0.49869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.14688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0086	0.0	0.0	0.0	0.0	0.11255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	0.00992	0.01619	0.00695	0.0271	0.0	0.20444	16.22817	0.3286	0.72042	0.39887	0.01293	0.0	0.04392	0.10482	0.16656	0.0089	0.03965	0.10059	0.07298	0.08762	4.23471	0.48424	0	0.03318	0.0	0.0	0.1388	1.38728	0.0088	0.17047	1.02062	0.04665	1.29078	0.78925	0.21859	0.08726	1.78333	0.0	0.02193	0.66721	0.32183	0.73162	1.57914	0.10481	0.37343	0.00301	0.0	9.41106	0.52643	0.85406	0.0	0.17147	1.86098
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Butyrivibrio	0.0	0.0	0.0	0.0	1.04442	0.0	0.0	0.0	0.0	21.74811	0.0	0.0	0.0	0.0	0.00091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24119	0.0	0.37618	0.25467	0.0	0.0	0.0	0.0	0.0	0.0	1.57819	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus	0.0	0.0	0.11553	0.05184	0.34302	0.28948	0.33813	0.0	1.82139	0.00658	0.02768	0.0	0.0	0.51064	0.0	0.20109	0.00067	0.06303	0.73761	9.45143	0.71582	0.57915	0	0.16366	0	0.0	0.01502	1.34119	0.02162	0.15829	0.0	0.0019	0.78847	0.43386	0.05958	1.1129	2.48612	0.0	0.0	6.1752	0.0	8.43038	1.15018	0.20052	0.14013	0.0	0.06122	0.0	0.712	2.37149	0.0	0.03933	0.81383
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea	0.0	0.02301	0.02033	0.01888	0.17288	0.25213	1.93929	0.0	1.22189	0.25196	0.04143	0.0	0.0	0.16818	0.02631	0.0	0.02302	0.01587	0.2019	0.0	0.46214	0.08216	0	0.04579	0	0.0	0.01014	0.53611	0.01693	0.10324	0.06337	0.00629	0.42615	0.39502	0.07696	0.04002	1.1863	0.0	0.00069	0.27833	0.0	0.3369	0.78328	0.01613	0.03201	0.0	0.0	0.0	0.08152	0.78092	0.0	0.03424	0.38066
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Eisenbergiella	1.43372	0.00019	0.0	0.00983	0.0	0.00256	0.02189	0.0	0.0	0.0	0.00855	0.0	0.38137	0.06104	0.00037	0.0	0.04052	0.0	0.00767	0.11635	0.0	0.0	0	0.0	0	0.5369	0.0	0.00424	0.0	0.0	0.0	0.00588	0.0	0.0	0.0068	0.0	0.00182	0.67414	0.0	0.02736	0.01246	0.01253	0.00179	0.0	0.0	0.0	0.1047	0.02495	0.09546	0.00234	0.0	0.00997	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Fusicatenibacter	0.00984	0.05425	0.63236	0.02586	0.0	1.30477	0.063	2.31307	0.8822	0.91205	0.08329	0.0	0.0	0.3745	0.0	0.31553	0.25826	0.05135	0.53248	0.72035	0.13881	8.8243	0	0.84841	0	0.0	0.06539	2.14043	0.56273	0.80765	0.0	0.31727	5.98071	3.81902	0.49873	1.79568	0.2843	0.0	0.0	1.90427	0.0	1.64957	1.27136	1.32307	2.55734	0.02376	0.07353	0.20562	4.50772	0.48862	0.01475	0.15971	0.00115
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.61177	0.01211	0.00272	0.54413	0.03688	0.01985	0.30135	0.32111	0.0	0.0	0.12065	0.0	1.59071	0.02733	0.88553	0.01174	0.00429	0.0	0.00625	0.03759	0.67088	0.12932	0	0.00343	0	0.0	0.0	0.56294	0.03464	0.00973	0.68882	0.27165	0.00161	0.004	0.13478	0.0	0.00142	2.80224	0.84645	0.02247	0.032	0.00458	0.0	0.0	0.00126	0.00102	0.04351	0.70631	0.28513	0.0	0.0	0.02194	0.03825
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospira	0.0	0.42467	0.15839	0.0	0.0	0.09378	0.04752	0.0	0.01831	0.0	0.10576	0.0	0.0	0.0	1.83735	0.048	0.0	0.0	0.00838	0.10026	0.0	0.09223	0	0.25765	0	0.0	0.0	0.0	0.07846	0.54268	0.0	0.0	0.34531	0.26378	0.05825	0.21476	0.02358	0.0	0.0	0.0	0.0	0.0	0.03803	0.0	0.0	0.0	0.0	0.0	0.18592	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospiraceae_unclassified	0.0	0.0	0.37171	0.59719	0.09268	0.005	0.55442	0.0	5.83354	0.03376	0.0	0.00016	0.0	0.0	4.19457	0.02116	1.097	0.07076	2.68231	0.49872	0.0	0.59836	0	0.00579	0	0.0	0.0	0.29837	0.4595	1.19241	0.0	0.41754	0.41954	0.38205	0.41684	3.82907	2.09863	0.0	0.0	0.03556	0.0	0.05012	1.87131	3.53225	0.0	0.24578	0.0	0.0	0.05602	0.31403	0.10503	0.69528	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Marvinbryantia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.10327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Oribacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.01626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01101	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia	0.0	0.31786	2.59741	0.43226	0.0	0.36029	29.07089	0.90076	2.41319	0.30049	0.0	0.01624	0.32952	2.7629	0.24064	0.40257	0.62762	0.16126	0.83713	0.45464	9.04167	4.33438	0	2.69309	0	4.30223	0.03054	3.56456	1.55662	12.33303	0.0	0.2401	12.03393	10.72818	2.70367	3.25349	11.75746	0.0	0.53421	1.32255	0.0	1.29889	12.42542	0.75197	0.09262	0.72364	0.25983	2.65173	0.4779	2.84299	0.03341	2.26411	0.80687
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Sellimonas	0.01124	0.0	0.0	0.0	0.0	0.0	0.0	0.01968	0.0	0.0	0.0	0.0	0.0	0.0	0.00325	0.0	0.0	0.0	0.0	0.06467	0.03659	0.0294	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01088	0.91568	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Shuttleworthia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Stomatobaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.00163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Oscillospiraceae.g__Oscillibacter	0.0	0.01609	0.76526	0.09716	1.91144	9.72812	0.27864	0.0	0.0	6.92602	1.34807	0.0	0.0	0.14033	0.00304	0.23644	0.0	0.0	0.52734	0.63471	0.7219	0.03216	0	1.60862	0	0.0	0.94935	3.54728	0.00802	0.00209	0.0	0.0	0.00205	0.00623	1.29356	0.41634	1.702	0.92263	0.0	0.00089	0.0	0.0	0.8028	0.52076	0.91115	0.06909	0.01545	0.0	2.89733	1.47397	0.44081	0.86442	0.57525
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Intestinibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01376	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Peptostreptococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Agathobaculum	0.00305	0.66867	0.78071	0.31174	0.03199	0.21098	0.6243	0.07767	0.3604	0.00537	0.27141	0.0	0.01843	0.16607	0.0	0.42685	0.05046	0.00495	1.72995	0.0	0.27476	0.61367	0	0.86206	0	0.0	0.00308	0.24065	0.13498	0.57863	0.0	0.01679	0.59369	0.68429	0.05716	0.25772	0.31698	0.0	0.0	0.73335	0.08996	0.57908	0.07003	0.44974	0.19991	0.01093	0.0165	0.0	0.47903	0.07656	0.03246	0.1125	0.05149
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaeromassilibacillus	0.171	0.0	0.02945	0.00393	0.09993	0.00359	0.0	0.01871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02282	0.20699	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0.00506	0.01506	0.0	0.0	0.1159	0.08933	0.04799	0.0	0.00247	0.0	0.0	0.0155	0.0	0.01055	0.0	0.00452	0.0	0.0	0.0	0.0	0.0	0.02937	0.0	0.00157	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus	0.80097	0.06237	0.00292	0.01586	0.25545	0.11711	0.0	0.24602	0.0	0.00645	0.14312	0.0	0.0	0.0	0.0	0.0898	0.15295	0.02071	0.13302	0.0699	0.0	0.17336	0	0.00323	0	0.00953	0.01312	0.5391	0.02805	0.0	0.0	0.00833	0.00124	0.00642	0.1079	0.0	0.01267	0.0069	0.01803	0.04258	0.21717	0.02908	0.00175	0.0	0.07964	0.00809	0.0	0.0	0.15425	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium	0.0	11.33826	38.26409	3.80656	2.77301	7.75688	5.30561	0.00905	13.01095	21.05617	18.00648	0.02838	0.18569	3.96508	23.79774	3.68082	5.74331	4.68254	20.56584	3.91503	0.55738	18.11481	0	25.64383	0	0.0	1.66606	9.10842	9.79944	30.03233	0.00181	2.38072	11.79845	13.48759	9.70094	11.94877	4.00754	0.0	0.0	7.88515	0.0	7.69682	8.16045	9.39801	20.84346	2.41143	1.36688	2.7035	25.04042	3.07912	0.87201	14.37781	3.12763
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Flavonifractor	17.62545	0.6739	0.21639	4.89861	0.20827	0.55977	0.11155	2.52256	1.24204	0.04566	0.56946	0.0	0.88079	0.24013	17.43121	0.58386	0.61328	0.92738	0.60191	0.11154	1.08434	5.09209	0	0.01043	0	1.8754	0.18983	0.17449	0.2958	0.0586	3.57469	2.57135	0.38574	0.4665	0.31711	0.47268	0.25768	0.04304	1.80555	0.07169	4.53831	0.05476	0.12468	0.16402	0.09311	0.06784	0.05368	0.91476	0.22123	0.01063	0.17168	0.08554	0.11474
