dataset_name	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018	YeZ_2018
study_condition	BD	BD	BD	BD	BD	BD	BD	BD	BD	BD	BD	BD	BD	BD	BD	BD	BD	BD	BD	BD	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	0.0	0.0	0.00886	0.00509	0.0	0.00096	0.10004	0.0	0.0	0.03955	0.1087	0.00117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74089	0.0	0.00352	0.00041	0.0	0.00161	0.0	0.0	0.0	0.0	0.0	0.00059	0.0	0.00167	0.08508	0.0	0.0	0.0	0.0	0.0	0.00312	0.0	0.0	0.00473	0.0	0.0	0.0	0.0	0.0	0.0	0.01279	0.00462	0.00325	0.00356	0.0024	0.0	0.0	0.0	0.10736	0.004	0.00276	0.00627	0.0	0.0	0.0025	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__Weissella	0.0	0.0	0.0	0.00465	0.0	0.0	0.0	0.0	0.00387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	0.0482	0.0	0.0	0.0	0.0	0.0	0.27024	0.0	0.0	0.0	0.29697	0.01329	0.0	0.0	0.00151	0.0	0.01147	0.0	0.00482	0.0	0.0	0.01311	0.0	0.0	0.0	0.02405	0.0	0.00523	0.0	0.01092	0.0	0.0449	0.0	0.00233	0.03408	0.00182	0.0	0.0	0.03218	0.0	0.00164	0.0	0.00024	0.0	0.0	0.02689	0.00282	0.0	0.0	0.0	0.01555	0.0	0.10037	0.01196	0.0	0.0	0.0	0.2582	0.0	0.0	0.0	0.0	0.0	0.00361	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Catabacteriaceae.g__Catabacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae.g__Christensenella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	0.11937	0.0	0.03683	0.0	0.01444	0.0	0.0	0.0	0.0	0.23611	0.79376	0.0	0.02514	0.0	0.07188	0.07287	0.76079	0.01107	0.14776	0.17832	0.09204	0.03834	0.0	0.16032	0.0	0.10401	0.11118	0.0	0.00917	0.02487	0.0	0.00883	0.0	4.87896	0.00283	0.04488	0.01845	0.0	0.32858	0.07652	0.0	0.32489	0.0	0.0	0.20847	0.00096	0.0	0.0	0.0	0.0	0.0	0.18532	0.01772	0.0	0.05325	0.0	0.00061	0.02845	0.01193	0.23605	0.01748	1.3821	0.0	0.05906	0.02937
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Hungatella	0.0	0.0	0.0	0.0	0.0	0.0	0.32482	0.0	0.0	0.0	0.0	0.01481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0155	0.0	0.01166	0.0	0.00752	0.0	0.00551	0.0	0.00901	0.0	0.0	0.0	0.0465	0.0	0.01265	0.03797	0.00094	0.0073	0.0	0.0	0.0	0.0	0.05268	0.0	0.0	0.0	0.00174	0.00062	0.0039	0.0	0.2327	0.0	0.0	0.0	0.0	0.0	0.19072	0.0	0.0	0.0	0.0	0.0	0.03322	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Clostridiales_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.3126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Intestinimonas	0.0	0.0	0.02227	0.0	0.0106	0.0	3.26869	0.0	0.0	0.05324	0.0	0.0	0.07172	0.0	0.09147	0.12316	0.0	0.17051	0.0	0.38065	0.0	0.01019	0.0	1.53297	0.01622	0.4533	0.00865	0.0	0.0	0.00629	0.0	0.0	0.12759	0.0	0.00235	0.62126	0.0	0.0	0.0135	0.0	0.0	0.05745	0.0	0.0	0.04576	0.02367	0.0	0.0	0.0	0.03258	0.0	0.00479	0.05176	0.0	0.00483	0.0405	0.0	0.0	0.0	0.3054	0.01045	0.0	0.0	0.00777	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Lawsonibacter	0.02484	0.0	0.0	0.0	0.00851	0.06538	0.10592	0.0	0.0008	0.01472	0.01342	0.0	0.02444	0.0	0.0	0.02175	0.0	0.00111	0.0	0.01008	0.0	0.0	0.0	0.0	0.0	0.21585	0.0	0.01439	0.0	0.00122	0.0	0.0	0.0	0.01914	0.0	0.00833	0.0	0.0	0.0	0.0	0.0	0.0	0.00205	0.0	0.00448	0.04073	0.04411	0.0	0.0	0.01258	0.0	0.0	0.0101	0.0	0.00234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Monoglobus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00371	0.0	0.0	0.00476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium	0.03617	0.0646	0.07817	0.42278	1.5396	0.0063	4.64636	2.04616	0.33652	0.93406	2.49254	1.51308	0.0496	0.1048	0.18865	0.37003	0.23782	0.36719	0.02007	0.01589	0.48526	2.89543	2.10589	1.72309	0.57876	2.3825	0.36053	1.76539	3.45315	0.85422	0.07017	0.05311	1.88278	0.49341	0.40485	0.01635	2.97911	0.10336	13.13555	1.10549	0.07292	1.74227	0.11331	0.02523	0.2284	0.52679	0.83864	0.0	0.41539	0.68095	0.12679	0.78665	1.03862	0.24224	0.12683	0.17475	0.18913	0.02496	3.38339	0.26766	0.02974	0.06549	0.01718	0.08444	1.16433
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes	0.0	0.00561	0.00202	0.05129	0.0	0.00117	0.0	0.00533	0.0	0.0	0.32673	0.34599	0.0	0.0	0.0	0.01813	0.01222	0.00607	0.0	0.01682	0.06404	0.0	0.13768	0.0	0.0	0.00295	0.00586	0.10399	0.0	0.0159	0.00496	0.0	0.06705	0.0541	0.06056	0.11533	0.0481	0.04915	0.0	0.0238	0.02482	0.03241	0.00947	0.0	0.00368	0.13253	0.15204	0.0	0.00571	0.0	0.0	0.0113	0.13226	0.0	0.0	0.0	1.27792	0.0036	0.1961	0.21246	0.0	0.0	0.0	0.37005	0.01817
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerotignum	0.0	0.0	0.0	0.0	0.0	0.01177	0.06723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01692	0.0	0.0	0.0	0.0	0.04201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14039	0.0	0.0	0.0	0.00168	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	0.10114	0.19402	0.02634	0.03328	0.01502	0.12045	0.22844	1.85191	0.34787	0.0	0.47516	0.13219	0.00727	0.0651	0.03081	0.10372	0.30938	0.01571	0.11868	0.0445	0.14955	0.05716	0.02147	0.00042	0.12653	0.17684	0.08316	0.04292	0.0818	0.19034	0.03208	0.13596	0.22233	0.10558	0.02187	0.01435	0.59455	0.0151	0.03297	0.21062	0.00277	0.21376	0.03274	0.00578	0.02335	0.01928	0.03881	0.05072	0.29288	0.0	0.03715	0.02037	1.32126	0.6147	0.00067	0.13644	0.52327	0.24536	0.6744	0.62469	0.00432	0.00341	0.00351	0.11487	0.27722
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Butyrivibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35232	0.0	0.0	0.0	0.0	1.10829	0.0	0.0	0.0	0.00151	0.0	0.66059	0.0	0.0	0.0	1.45339	0.0	0.0	0.0	0.0	0.30985	0.0	0.0	0.0	0.0	0.49683	0.0	0.00038	0.66361	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus	0.05667	0.0	0.0	0.17833	0.43249	0.10223	0.0	0.21929	0.0	0.0	0.21407	0.28953	0.02036	0.00763	0.05841	0.21219	0.23179	0.0	0.00699	0.005	0.0	0.22099	0.0201	0.35974	0.56965	0.65459	0.04338	0.07992	0.5782	0.00593	0.00174	0.0	0.08151	0.02719	0.04563	0.00653	0.09375	0.01327	0.78005	0.5954	0.02281	0.0	0.00143	0.0502	0.02477	0.0	0.0018	0.0	0.04773	0.0	0.01845	1.39805	0.11396	0.00196	0.33972	0.0	0.53019	0.03611	1.67946	0.0	0.01243	0.07708	0.0	0.04945	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea	0.04953	0.0408	0.00377	0.01111	0.04865	0.06618	0.01648	0.00634	0.03387	0.0	0.10619	0.02391	0.02409	0.0	0.02353	0.0	0.20505	0.0	0.05038	0.04545	0.01656	0.04254	0.00532	0.06076	0.02322	0.05084	0.00644	0.01417	0.04658	0.03449	0.00275	0.0	0.06361	0.11748	0.01681	0.0	0.09512	0.02431	0.08357	0.09103	0.0	0.01276	0.00532	0.0	0.01418	0.02994	0.0	0.07895	0.34879	0.0	0.00858	0.02875	0.06444	0.00294	0.0	0.0	0.05197	0.01451	0.24573	0.27949	0.00799	0.02916	0.0	0.04645	0.21662
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Eisenbergiella	0.0	0.04476	0.0	0.0	0.0	0.0	0.5316	0.0	0.0	0.0	0.03593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16511	0.0	0.0	0.0	0.0	0.0	0.0	0.04099	0.0	0.0	0.0013	0.00146	0.0	0.0	0.0	0.01814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Fusicatenibacter	0.08132	0.24979	0.00097	0.13182	0.10642	0.00058	0.45633	0.0	0.0	0.26764	0.0	0.02994	0.06084	0.0127	0.00211	0.06704	0.41751	0.02829	0.0713	0.07466	0.18702	0.01877	0.09539	0.0503	0.056	0.01831	0.0	0.15666	0.10498	0.06591	0.00077	0.0	1.18492	0.00825	0.09237	0.01945	0.37774	0.19272	0.01988	0.39802	0.0005	0.0	0.00755	0.0	0.14768	0.03982	0.02617	0.0	0.06374	0.01159	0.01185	0.06007	0.83429	0.0	0.0046	0.00865	0.10993	0.01595	0.23313	0.33307	0.06602	0.00419	0.00261	0.15279	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.01432	0.01032	0.0	0.0	0.0	0.01302	2.00031	0.0	0.0	0.05233	0.0	0.00774	0.0	0.0	0.0385	0.00748	0.0	0.0	0.04554	0.02929	0.0	0.0	0.0	0.0717	0.0	0.09277	0.0246	0.01536	0.0	0.0	0.0	0.13918	0.01417	0.03114	0.04094	0.00343	0.04906	0.0	0.01311	0.0	0.0	0.40818	0.0	0.0	0.0035	0.0209	0.0153	0.00339	0.0	0.01629	0.0	0.0	0.0	0.0	0.0	0.13688	0.0	0.0	0.0	0.01428	0.0	0.0	0.0	0.00731	0.01658
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospira	0.15529	0.44416	0.0	0.71089	0.08016	0.51792	0.0	0.0	0.06493	0.56838	0.0	0.0	0.0	0.02965	0.0	0.0	0.18994	0.0	0.04022	0.0	0.0	0.00886	0.00274	0.00322	0.00108	0.0	0.17667	0.0	0.0	0.0	0.0	0.38733	0.0	0.83298	0.0	0.0	0.0	0.80561	0.54891	0.13914	0.02158	0.0	0.09976	0.01692	0.0	0.0	0.05074	0.0	0.0	0.00207	0.0655	0.10964	0.0	0.02631	0.00346	0.0	0.13642	0.00647	0.06138	0.2816	0.47726	0.0	0.01954	0.56436	2.27834
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospiraceae_unclassified	1.24727	0.0	0.01995	1.01575	0.307	0.15518	0.0	2.66157	0.0	0.03714	0.00198	0.69968	0.13205	1.17386	0.01396	2.49711	1.43468	0.18558	0.0086	0.01433	0.10752	0.86639	0.0	0.0	0.01125	6.40984	0.03279	0.02562	1.60037	0.91747	0.0072	0.0	0.0	0.07105	0.0	0.00698	1.03155	0.47291	6.59929	0.03795	0.62711	0.0	0.88316	1.05304	0.0685	0.0067	0.51784	0.00032	0.71826	0.18973	0.0504	1.22475	0.42985	0.00854	0.50477	0.0	1.50754	0.19844	0.83889	0.006	0.02724	0.01129	0.04741	1.17696	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Murimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia	0.69144	0.75308	0.37045	1.35735	0.89041	3.25045	0.36133	1.21351	0.34628	1.30561	0.00328	1.12888	1.40024	0.35715	0.14235	0.39081	1.69523	0.09819	0.69835	0.35479	1.52556	2.77627	0.72004	1.39192	1.0296	5.02499	1.42069	0.62135	7.28438	0.23823	0.49761	1.02411	1.60187	1.30869	1.1681	0.48394	4.75439	1.32532	1.59161	21.58035	0.17976	3.70076	4.03362	0.32675	0.53622	2.22748	0.53077	0.00997	1.52009	0.14777	0.09192	2.90835	1.77876	0.24133	0.50096	0.88344	0.34763	0.50018	1.985	5.43696	3.36523	1.10682	0.19327	4.56537	1.55535
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Sellimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.02035	0.0	0.0	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Tyzzerella	0.0	0.0	0.0	0.0	0.0	0.0	0.00971	0.0	0.0	0.0	0.0	0.00244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02729	0.0	0.0	0.0	0.0	0.00437	0.0	0.0	0.0044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Oscillospiraceae.g__Oscillibacter	0.74465	0.0	0.37036	0.0	1.61716	2.03262	0.0768	1.99922	0.12402	3.99645	0.0	0.8186	0.16648	0.26041	0.27538	0.0	4.26642	0.22437	0.68467	1.47932	0.0	5.51419	0.11188	4.28018	4.51943	0.01184	0.02688	4.59217	0.95042	1.23185	0.21823	0.0	6.30595	0.52878	0.0	0.84488	0.0	0.0	0.6883	1.4927	0.30288	0.0	0.6447	0.12755	2.9154	0.04456	0.5445	0.0	1.26241	0.35159	0.25385	4.81213	3.47248	0.70623	0.26821	0.0	0.05235	0.33626	3.10382	0.01322	0.7686	7.09301	0.0	0.00248	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Intestinibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Romboutsia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Agathobaculum	0.12508	0.03157	0.00215	0.06754	0.00262	0.08597	0.00446	0.0	0.02364	0.05694	0.0	0.05043	0.02236	0.00822	0.00108	0.00944	0.00652	0.22842	0.0	0.00988	0.02772	0.00709	0.24721	0.05534	0.0	0.0403	0.7131	0.10595	0.02998	0.05039	0.03966	0.08006	0.12307	0.05203	0.0	0.04125	0.02919	0.02161	0.82944	0.3117	0.01272	0.00456	0.01518	0.0	0.00522	0.06703	0.04578	0.0	0.0	0.00137	0.03999	0.00221	0.03973	0.04887	0.00711	0.0	0.05769	0.07833	0.01532	0.3077	0.01396	0.00466	0.0	0.28856	0.04442
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaeromassilibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.01349	0.0	0.0	0.0	1.8728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00723	0.0	0.0	0.0	0.00838	0.01623	0.0	0.0	0.00115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus	0.0	0.0	0.0	0.0	0.0	0.0	0.06059	0.0	0.0	0.01952	0.0	0.00336	0.0	0.0	0.02043	0.0	0.0	0.0	0.0	0.17931	0.0	0.0	0.0	0.0	0.0	0.09185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00856	0.05296	0.01248	0.00508	0.0	0.0	0.0	0.0	0.04257	0.0	0.0	0.0	0.01863	0.02366	0.0	9.36215	0.00899	0.0	0.00081	0.01946	0.0	0.0	0.0	0.0	0.0	0.0	0.01042	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium	4.31189	0.04699	0.99766	28.72165	2.60059	4.76872	0.2081	15.4732	1.16232	10.28653	4.40376	5.41879	4.36269	2.48225	2.43963	4.12019	3.13482	2.67085	1.17655	0.50872	2.45428	2.96321	4.45591	3.08142	4.29821	2.58778	4.04926	2.53882	3.05404	10.10636	2.14222	0.52206	1.95026	0.6035	1.72814	0.64225	1.59493	0.39626	6.08952	10.73004	0.51096	4.98303	2.51531	0.44538	3.68076	0.59814	1.50725	0.01356	1.97383	0.83321	1.1499	2.06646	10.5399	0.82832	1.61495	0.14607	6.55552	0.27824	10.00633	22.91882	1.32231	1.52512	0.45137	1.80486	0.01055
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Flavonifractor	0.12949	9.19944	0.21366	0.1077	0.33159	1.48347	3.59968	0.10671	0.0341	3.57257	13.64805	0.03992	0.13096	0.05358	0.21035	0.56387	0.03401	0.11747	0.10109	0.42999	0.08143	0.04031	0.0	0.07768	0.05277	0.87948	0.57719	3.98347	0.04058	0.04287	0.00056	2.07237	0.08499	1.46658	0.51131	0.60331	0.72927	0.393	0.05192	0.04401	0.0	0.8242	0.00124	0.00694	0.0526	0.62416	0.54882	0.09985	0.04029	0.45698	0.0	0.02146	0.09168	0.00661	0.07442	0.18983	0.11009	0.23935	0.0	0.20553	0.20322	0.00854	0.05731	0.27744	0.42789
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Gemmiger	0.06059	0.0	0.00213	0.07799	0.03127	0.01675	0.0	0.05166	0.0	0.07054	0.0	0.23738	0.00521	0.16416	0.00934	0.02277	0.01652	0.05301	0.0	0.04061	0.00952	0.03848	0.04629	0.09006	0.02083	0.0029	0.0	0.01772	0.17539	0.08631	0.01772	0.00484	0.37566	0.00362	0.0	0.20406	0.0	0.0	0.11603	0.01385	0.01117	0.0	0.03747	0.00208	0.02442	0.0	0.0	0.0	0.29252	0.02547	0.01104	0.02483	0.00958	0.0	0.08024	0.0	0.0	0.00278	0.1182	0.0	0.02352	0.00414	0.03158	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Pseudoflavonifractor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcaceae_unclassified	0.0	0.0	0.00032	0.0	0.94039	0.0	0.02237	0.0	0.06488	0.12076	1.33192	0.0	0.0	0.0	0.0	0.31701	0.0	0.0	0.0	0.02332	0.0	0.92124	0.34487	0.0	0.11456	0.27185	0.0	0.0	0.0	0.0	0.1193	0.0	0.0	0.11113	0.0	0.00933	0.01421	0.0	1.56919	0.00977	0.0	6.72723	0.0	0.0	0.35231	0.00229	0.22102	0.0	0.0	0.0	0.0	0.46231	0.00347	0.05256	0.03854	0.0	0.0	0.00581	0.34269	0.02497	0.0036	0.18142	0.0	0.0	0.0
