dataset_name	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017	LiJ_2017
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	0.0	0.02745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05142	0.0	0.0	0.01447	0.0	0.02191	0.0014	0.0	0.0	0.0	0.02332	0.0	0.0	0.25602	0.0	0.0	0.00175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91674	0.0	0.0	0.0	0.09147	0.50478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00464	0.0	0.0	0.0011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04239	0.0	0.0	0.0	0.0	0.0	0.00115	0.0	0.0	0.0039	0.14478	0.0	0.0	0.0	0.0	0.0	0.0252	0.00148	0.0	0.0	0.00812	0.0	0.01874	0.10703	0.0	0.0	0.0	0.00825	0.01911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02997	0.0	0.0	0.0	0.0	0.00107	0.0	0.0	0.06704	0.0	0.0	0.0143	0.0	0.00378	0.0	0.01215	0.0	0.06397	0.0	0.0	0.0	0.0	0.0062	0.0	0.0	0.07832	0.00436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__Leuconostoc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__Weissella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26744	0.0	0.0	0.01453	0.0	0.0	0.0	0.0	0.0	0.28866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33175	0.0	0.0	0.0	0.0	0.06946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089	0.0	0.00137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	0.0	0.09124	0.63175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00419	0.00779	0.0	0.05325	0.0015	0.02963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00636	0.0	0.00081	0.0	0.0	0.04288	0.0	0.01114	0.00954	0.0	0.0	0.21954	0.0	0.0	0.0	0.09532	0.2037	0.0	0.0	0.0	0.0	0.0304	0.0	0.0	0.0	0.0078	0.0	0.00278	0.0	0.0	0.0	0.0	0.03245	0.0	0.0	0.0	0.04636	0.0	0.0	0.00406	0.0	0.0508	0.0	0.0	0.0059	0.00169	0.02805	0.07012	0.00192	0.07745	0.06187	0.0	0.0	0.0	0.0	0.0	0.0	0.00277	0.0	0.1038	0.0	0.0	0.00431	0.0	0.0	0.03732	0.0	0.09306	0.0	0.01454	0.0	0.03203	0.001	0.0	0.0	0.00079	0.0	0.0	0.0	0.01083	0.00547	0.05164	0.0	0.0	0.0	0.0	0.0	0.0	0.00757	0.0	0.0	0.0	0.0	0.0	0.02858	0.0	0.0	0.02375	0.0	0.0	0.0	0.0	0.0036	0.0	0.03992	0.18678	0.01427	0.0	0.0	0.0	0.0	0.08683	0.01901	0.0	0.00588
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae.g__Christensenella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Butyricicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05109	0.0	0.0	0.0	0.0	0.0	3.6303	0.0	0.0	0.0	0.01268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33248	0.0	0.0	0.09466	0.0	0.02033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.44257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	0.0	0.01132	0.0	0.16721	0.04009	0.59846	0.02458	0.14403	4.34099	0.0	0.0314	1.17243	0.0	0.17741	0.26291	0.01842	0.32404	0.0	0.1263	0.4417	0.50828	0.0	0.50935	0.0	0.22683	0.12567	0.45214	0.03057	0.00826	0.0	0.00705	0.06509	0.00423	0.61341	0.65443	0.01865	0.21532	0.0	0.0	0.28785	0.0	0.0	0.14018	0.0	0.0	0.2934	0.0	0.01413	1.2083	0.04832	0.0	0.0	0.0	0.65566	0.44298	0.0	0.23619	0.25542	0.10587	0.0	0.02984	0.02288	0.126	0.44815	0.45281	0.72978	0.05868	0.0	0.06289	0.0	0.00128	0.00869	1.59932	0.05977	0.44622	0.05982	0.3733	0.91853	1.43001	1.30332	0.01484	1.80955	0.45038	0.04153	0.41427	1.02683	0.03005	0.0	9.1866	0.49273	0.0	5.29003	0.23415	0.05916	1.1799	0.0	0.08291	0.29733	0.2581	0.11411	0.07631	0.0	1.17793	0.66126	0.0	0.14867	0.01762	0.77879	0.1809	0.13406	0.04513	0.16174	0.50177	0.02819	0.01337	1.08165	1.69259	0.0	0.0	0.37796	4.22393	0.0	0.08389	0.07599	0.23306	0.04384	0.22995	0.22058	0.0	0.00277	0.13825	0.15047	0.0	0.2206	0.20772	0.17748	0.0	0.13948	1.44843	0.09927
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Hungatella	0.0	0.0	0.0	0.0	0.0	0.0567	0.15981	0.01788	0.0	0.0	0.0	0.0	0.03735	0.00373	0.0	0.0	0.03025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01415	0.0	0.0	0.13145	0.04877	0.0	0.0	0.0	0.0402	0.00615	0.0	0.0	0.0	0.0	0.0	0.0	0.04702	0.0	0.0	0.0	0.0	0.09163	0.0	0.08699	0.0	0.0	0.0	0.0	0.0	0.0	0.05897	0.0	0.28345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08491	0.01602	0.0	0.00169	0.0	0.00354	0.0	0.42965	0.01406	0.0	0.0	0.0	0.0	0.80724	0.17688	0.0	0.0	0.0	0.0	0.00104	0.01847	0.0	0.0	0.0	0.0	1.08341	0.04392	0.15452	0.0	0.0	0.01243	0.0	0.0	0.00252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00731	0.0	0.11435	0.0	0.01481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0084	0.0	0.0	0.0	0.0	0.55041	0.0	0.01942	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Clostridiales_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Intestinimonas	0.0	0.0	0.0	0.0	0.06565	0.0	0.01849	0.07003	0.0	0.0	0.0	0.0	0.0	0.00159	0.21782	0.0	0.2854	0.0	0.0	0.00637	0.0	0.0	0.00982	0.0	0.0	0.04417	0.02059	0.06794	0.0	0.0	0.0	0.26839	0.00789	0.0	0.0	0.0	0.0	0.05162	0.0	0.0	0.02838	0.0	0.07353	0.03205	0.0	0.0	0.0	0.0	0.0	0.0	0.03782	0.0	0.0	0.05128	0.0	0.0	0.0	0.0	0.0	0.00358	0.00023	0.0	0.0	0.0	0.0	0.0	0.00962	0.0	0.0	0.0	0.0	0.0	0.00444	0.0	0.0	0.0	0.02141	0.0	0.10463	0.0904	0.0	0.0	0.00573	0.0	0.0	0.02989	0.0	0.0	0.1944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10332	0.01879	0.00038	0.0036	0.0	0.0	0.0	0.0	0.0	0.0	0.00577	0.0	0.00552	0.0	0.0	0.01206	0.00994	0.06623	0.0	0.01893	0.0	0.05802	0.0	0.73721	0.01743	0.0	0.01432	0.0198	0.00716	0.01426	0.0	0.02788	0.0	0.0	0.0178	0.0	0.0	0.0	0.00541	0.0	0.42308	0.00944	0.00091
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Lawsonibacter	0.0	0.0	0.0	0.0065	0.0	0.0	0.00933	0.0	0.0	0.00374	0.0	0.0	0.0	0.00138	0.02652	0.0	0.06708	0.0	0.0	0.02015	0.0	0.0	0.00226	0.0	0.0	0.02436	0.27615	0.0	0.0	0.0	0.01157	0.02485	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.00497	0.00703	0.0	0.0	0.00261	0.04822	0.00192	0.0	0.00447	0.0	0.0	0.0	0.04254	0.0	0.2769	0.00222	0.0	0.0	0.0	0.00084	0.00271	0.0	0.00712	0.0	0.0	0.04916	0.01863	0.0	0.0	0.0	0.0	0.0021	0.0	0.0	0.00434	0.0	0.0	0.04486	0.0402	0.0	0.0	0.00405	0.0161	0.0	0.0	0.0	0.0	0.00716	0.02913	0.0	0.0	0.0	0.0	0.0009	0.00497	0.00044	0.00305	0.00314	0.03058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21579	0.02051	0.01136	0.0	0.0	0.00059	0.01948	0.001	0.02589	0.01016	0.0	0.0	0.01172	0.041	0.0	0.0	0.0	0.01664	0.00245	0.00308	0.0	0.02966	0.0	0.0	0.0139	0.0	0.0	0.00833	0.09221	0.0	0.05332	0.0	0.00831
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacteriaceae_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium	0.17862	0.96832	0.0	0.18986	0.24567	0.34211	0.11598	0.38009	0.48933	0.08196	0.02011	0.37521	0.97478	1.45938	0.22572	0.07769	0.17666	0.96123	0.16337	1.01608	3.92825	0.0	0.37028	0.19031	0.1733	4.10873	0.19518	0.6685	0.0	0.04864	0.6567	0.0	5.05972	0.13366	0.00631	0.05729	2.16391	0.42829	1.77209	0.07829	2.34805	3.56465	0.21888	1.25477	0.75088	0.10909	3.40974	0.00666	0.00849	0.14752	0.11157	0.0	0.11516	0.01272	0.00073	0.03509	0.11287	0.0	0.05533	0.02081	0.49769	0.6245	0.01719	1.67933	0.69864	0.18205	2.7905	0.00527	0.21096	4.56483	0.28502	0.00096	4.04904	0.36751	0.27765	0.0	0.61753	0.08449	0.69758	0.48744	2.71337	0.71407	1.42403	0.08533	0.0	1.35033	0.02629	0.06398	8.16419	0.02302	0.0	0.12092	41.48608	0.01072	0.02426	0.01887	0.13528	0.29826	0.01091	0.00401	2.64588	0.3091	0.21213	0.80961	0.62565	0.42804	4.23075	0.014	0.04489	1.10167	0.30238	0.00801	0.69599	0.11002	0.00482	1.11511	0.00769	0.21878	0.48282	2.19548	0.07578	0.1315	4.4347	1.03555	0.15619	0.20345	1.00694	0.1354	0.42629	0.02638	1.58572	3.75551	0.08154	0.31413	0.38622	11.04087	6.41753	0.38162	0.27202	0.23921
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Pseudoramibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes	0.00047	0.14738	0.0	0.0	0.0	0.09567	0.0	0.0	0.1108	0.0	0.0	0.05454	0.03402	0.03067	0.0	0.67195	0.05444	0.02104	0.0	0.0	0.07073	0.01321	0.0	0.0	0.00475	0.03065	0.0	0.09989	0.0	0.33697	0.0	0.0	0.46491	0.08904	0.0	0.0	0.18146	0.0	0.21469	0.0	0.50807	0.34873	0.0	0.0	0.0	0.0	0.52355	0.0	0.02269	0.00338	0.0	0.0	0.00527	0.0	0.0	0.03428	0.0	0.0	0.0	0.0	0.0	0.00131	0.0	0.0	0.00325	0.00323	0.03846	0.00031	0.0	0.29373	0.01095	0.0	0.18359	0.0	0.0	0.0	0.0	0.0	0.00252	0.0	0.0	0.0	0.01084	0.0	0.0	0.0	0.0	0.01693	0.07204	0.0051	0.0	0.24419	0.25172	0.0	0.01973	0.00471	0.01296	0.0	0.0	0.0	0.02331	0.00139	0.0	0.10486	0.01524	0.07472	0.0203	0.0	0.0	0.00122	0.00185	0.0	0.00284	0.0	0.0	0.04403	0.0	0.0	0.04195	0.06349	0.01393	0.0	0.08672	0.0	0.0	0.0	0.0	0.07293	0.0	0.0	0.48026	0.36937	0.0	0.0864	0.0	0.0	0.67452	0.01831	0.0	0.06521
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerotignum	0.0	0.0	0.0	0.0	0.0	0.0	0.06639	0.0	0.09518	0.0	0.0	0.0	0.09174	0.0	0.0	0.38066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01132	0.0	0.0	0.0	0.0	0.0	0.00333	0.0	0.0	0.00133	0.0	0.08364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00077	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	0.03617	0.18997	0.0	0.01222	0.0	0.03097	0.05194	0.08388	0.30341	0.0	0.01063	2.09789	0.47035	1.26303	0.06759	1.50613	0.33682	0.13592	0.04816	0.22944	1.39735	0.07139	0.0	0.00714	0.02496	0.02802	0.0176	0.20066	0.14326	0.13521	0.07592	0.006	0.11236	1.18708	0.0168	0.0	1.01961	0.00261	0.09311	0.0963	0.66224	0.50343	0.0	0.0	0.0	0.29579	0.08974	0.05324	0.22494	0.08194	0.36401	0.29637	0.09769	0.0	0.03474	0.04769	0.00581	9.16172	0.03487	0.0	0.03027	0.02399	0.0	0.03325	0.1017	0.56761	0.08452	0.02474	0.02306	1.3292	0.12971	0.10224	1.60105	0.05654	0.7052	0.35437	0.0	0.32068	0.16337	0.09842	0.31858	0.04013	0.25855	0.0122	2.25701	0.03138	0.0	0.14748	0.27414	0.15573	1.25228	0.11165	0.27253	0.08341	0.39969	0.0092	0.14881	0.13016	0.00681	0.02712	0.05754	0.03895	0.32758	0.08389	0.21117	0.08964	0.05162	0.0	0.00199	0.17027	0.06298	0.5213	0.0561	0.02276	0.00869	0.53039	0.0	0.10873	0.33626	0.05739	0.00982	0.0028	0.46768	0.01953	0.01085	0.04565	0.02493	1.34669	0.0	0.00333	0.99335	0.142	0.2082	0.12103	0.09916	0.0	0.78069	0.01694	0.03939	0.20296
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Butyrivibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53769	0.0	1.39889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus	0.03084	0.21205	0.0	0.01432	0.09726	0.0	0.02143	1.60715	0.24747	0.01974	0.00777	0.0	0.0	0.16276	0.00401	0.32661	0.16485	0.14795	0.00083	0.14867	0.50058	0.0	0.06459	0.0	0.02874	0.09391	1.14487	0.10408	0.0	0.0	0.08069	0.02199	0.29778	0.0	0.0	0.01929	0.04778	0.12927	0.13645	0.01164	0.87738	0.99912	0.03007	0.01989	0.0	0.07143	0.03133	0.11226	0.0	0.02552	0.0775	0.0	0.0331	0.00315	0.0	0.00693	0.13486	0.0	0.0	0.01899	0.00305	0.02906	0.00491	0.08264	0.09883	0.07186	3.50082	0.22744	0.02251	0.0	0.09054	0.00494	0.0139	0.91809	0.03049	0.0029	0.15669	0.01027	0.22513	0.42772	0.05235	0.00151	0.04485	0.02654	0.0	0.0176	0.35546	0.00046	0.42688	0.06574	0.0	0.0	0.30926	0.07161	0.0	0.37323	0.43971	0.2031	0.17135	0.00242	0.0	0.01859	0.0	0.0	0.0	2.4013	0.23537	0.0	0.02722	0.10053	0.01097	0.02996	0.13552	0.18725	0.0	0.11509	0.02029	0.00549	0.05204	0.02276	0.00675	0.74535	0.26586	0.89162	0.04998	0.4651	2.28591	0.0	0.48251	0.01544	0.0	0.28946	0.02061	0.08199	0.54961	0.01556	0.0	0.16132	0.04466	0.04386
