dataset_name	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013	KarlssonFH_2013
study_condition	control	control	control	control	control	control	control	control	control	control	T2D	control	control	control	control	control	T2D	control	control	control	T2D	T2D	T2D	T2D	T2D	control	control	control	T2D	control	T2D	T2D	T2D	T2D	control	T2D	T2D	T2D	control	T2D	T2D	T2D	T2D	control	T2D	T2D	T2D	T2D	control	control	T2D	T2D	control	T2D	T2D	T2D	T2D	T2D	control	T2D	T2D	T2D	T2D	T2D	T2D	T2D	T2D	control	T2D	T2D	T2D	T2D	T2D	T2D	T2D	T2D	T2D	control	control	T2D	T2D	control	T2D	T2D	T2D	T2D	control	control	control	control	control	control	control	control	control	control
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Gordonibacter	0.08649	0.09345	0.00544	0.00542	0.01778	0.2607	0.11816	0.01971	0.0206	0.09968	0.04048	0.04191	0.01033	0.02657	0.35329	0.00651	0.0978	0.00377	0.02253	0.0432	0.08252	0.05834	0.00563	0.17848	0.29662	0.00272	0.01286	0.6606	0.0	0.28588	0.0	0.09477	0.23811	0.0074	0.05667	0.07059	0.0	0.00313	0.04188	0.24954	0.3333	0.00704	0.02478	0.14232	0.40059	0.00929	0.47743	0.0	0.14873	0.06118	0.02208	0.00355	0.0524	0.0	0.14151	0.0	0.23058	0.12942	0.00641	0.01304	0.00307	0.24663	0.01785	0.00197	0.8535	0.12875	0.02024	0.06427	0.01761	0.12306	0.02559	0.20504	0.63185	0.01166	0.39703	0.01868	0.04496	0.10718	0.14956	0.01328	0.05645	0.02916	0.0188	0.00788	0.01811	0.1016	0.00759	0.0	0.03478	0.0	0.01071	0.0	0.09023	0.02306	0.0126	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Slackia	0.0	0.18552	0.3497	0.12257	0.00839	0.0	0.0	0.46569	0.19522	0.00151	0.00301	0.08971	0.07711	0.07165	0.00151	0.01616	0.0	0.04297	0.0	0.01166	2.51382	0.0	0.22563	0.01134	0.07724	0.00303	0.0	0.0	0.0	0.0	0.09504	0.0	0.0	0.0	0.00687	0.00279	0.00871	0.0	0.29337	0.0	0.0	0.71921	0.01314	0.03631	0.0	0.23375	0.0	0.0	0.01247	0.0	0.02243	0.12949	0.8463	0.19421	0.0	0.37911	0.00122	0.38884	0.31659	0.03553	0.12029	0.27651	0.14221	0.00266	0.01381	0.52355	0.00596	0.12459	0.26767	0.10226	0.23394	0.0	0.00446	0.16351	0.81184	0.00447	0.00156	0.0	1.2488	1.24453	0.01637	0.05779	0.01029	0.28335	0.00083	0.0	0.0	0.0	0.0	0.10226	0.0	0.0	0.31908	0.00719	0.01941	0.12002
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	22.86597	14.59073	13.45442	4.99108	22.11433	20.58392	11.90273	7.27799	12.22138	17.30131	31.40147	10.27758	20.90466	9.86493	0.80514	6.0591	49.98802	18.7632	14.58047	3.00198	7.27601	6.89873	10.1739	6.32921	5.25054	10.49683	3.43855	4.09692	21.61893	19.7743	9.0753	0.59343	32.22124	4.34409	12.81964	13.5237	9.25776	2.35823	7.91613	2.02024	20.82252	4.66523	4.99277	8.76213	13.62837	20.11585	46.06449	17.73297	21.33664	23.10881	4.06551	14.24458	4.05818	0.39125	8.2578	9.24291	14.23632	10.51637	0.08041	24.68754	14.21394	5.70063	12.966	4.15293	7.28737	13.25015	3.01333	5.41144	0.88018	2.74226	26.87213	22.07887	10.61246	7.77806	6.65915	10.85092	8.30199	14.99707	6.58356	6.69177	2.56424	4.78822	22.80922	9.35565	11.68599	1.15063	2.55249	13.48248	8.65936	17.79161	20.20409	7.41427	13.56197	9.24814	3.65272	0.73796
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae.g__Barnesiella	0.48009	0.82887	1.7652	0.14563	3.207	0.13237	0.0	0.2122	0.45768	0.51206	2.24089	0.82353	4.81992	1.60009	0.0	0.0	0.0	4.33935	0.94713	0.11312	0.48434	0.0	0.30342	0.0	0.91282	1.81279	0.43374	0.0	0.48476	0.32326	0.2475	0.0	3.19464	0.06476	0.25567	1.91996	1.13465	0.53631	0.43593	0.0	0.0	0.06354	0.26297	1.62454	0.23263	0.44942	0.0	0.0	0.0	0.136	0.16309	0.2968	0.58212	0.0	0.67125	0.07395	1.48881	1.4227	0.00059	0.71393	1.93586	0.59901	0.59442	0.63303	1.53655	2.38932	0.0	1.67522	0.08008	0.0	0.0	0.0	0.0	0.0	0.23366	0.0	0.0	0.68446	0.01208	0.0	0.0	0.25932	0.0	1.01796	0.60159	0.0	0.0	2.5748	0.0	1.68103	7.85943	0.16261	1.0529	0.14654	0.72178	0.09621
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae.g__Coprobacter	0.15552	0.03288	0.0186	0.06231	0.0	0.11673	0.0	0.0	0.0	0.03656	0.48625	0.02416	0.18956	0.0	0.0	0.0	0.0	0.09801	0.06058	0.0	0.0	0.0	0.00843	0.0	0.0	0.0	0.0	0.0	0.09945	0.05674	0.0	0.01481	0.0	0.0	0.07164	0.0	0.08641	0.0	0.0	0.0	0.0	0.0218	0.05449	0.00202	0.00723	0.79838	0.0	0.0	0.0	0.01331	0.0	0.03292	0.0	0.0	0.0	0.0	0.00204	0.0	0.0	0.0	0.16871	0.07434	0.42957	0.00575	0.00139	0.02511	0.0	0.19609	0.0	0.0	0.09341	0.0	0.0	0.0	0.00439	0.0	0.20083	0.0	0.03804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2421	0.76032	0.0	0.01171	0.0342	0.12617	0.00066	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae.g__Butyricimonas	0.181	0.0	0.2749	0.03854	0.09165	0.0061	0.0	0.0	0.00296	0.0	0.03951	0.0	0.29853	0.02954	0.0	0.06499	0.0	0.02407	0.02898	0.02413	0.0	0.0	0.00204	0.0	0.0547	0.0	0.0	0.0	0.12697	0.02825	0.0	0.0	0.02007	0.09548	0.0	0.0	0.27204	0.0118	0.0	0.0	0.0	0.0	0.04125	0.06564	0.08345	0.14345	0.0	0.0	1.54307	0.03777	0.06143	0.01099	0.05054	0.0	0.0	0.0	0.41635	0.0	0.0	0.0	0.0734	0.05524	0.0492	0.01878	0.0	0.00917	0.0	0.53091	0.0	0.0	0.16635	0.0	0.0	0.1104	0.00371	0.03013	0.0	0.2469	0.0	0.14828	0.0	0.0	0.01772	0.15375	0.0358	0.0	0.0	0.08208	0.07192	0.33548	0.04124	0.0326	0.0	0.04601	0.15678	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae.g__Odoribacter	0.37723	0.16725	0.35551	0.31309	0.1363	0.26398	0.0	0.04166	0.04347	0.12208	0.40301	0.27615	1.00911	0.35368	0.02069	0.11223	0.0	0.57638	0.3112	0.21315	0.06946	0.0	0.06169	0.01841	0.73741	0.46598	0.02807	0.03728	0.17867	0.05569	0.07255	0.0	0.33104	0.01819	0.21235	0.0	0.22983	0.09709	0.16203	0.41889	0.45326	0.0	0.11402	0.11466	0.05764	0.3937	0.0	0.0	0.0	0.03032	0.04236	0.14011	0.13366	0.00978	0.07942	0.11891	0.23894	0.06689	0.0	0.19373	0.18783	0.03197	0.58425	0.18828	0.12627	0.11586	0.02682	0.26406	0.04445	0.0	0.27568	0.0	0.09169	0.29873	0.0147	0.15228	0.13661	0.08125	0.17422	0.58355	0.0	0.02078	0.38905	0.17941	0.02294	0.0	0.0	0.41381	0.22972	1.04201	0.83659	0.02976	0.30115	0.20941	0.28422	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Porphyromonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Sanguibacteroides	0.0	0.0	0.05209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0072	0.0	0.0	0.0	0.03768	0.02047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00113	0.0	0.00647	0.0035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Paraprevotella	0.0	0.0	0.12046	0.60712	0.89537	0.0	0.0	0.2468	0.0	0.0	0.0	0.40917	0.8745	0.0	0.0	0.0	0.0	0.87207	0.47297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21169	0.0	0.0	0.70316	0.18833	0.0	0.0	0.56831	0.08245	0.0	0.0	0.0	0.0	0.14106	0.27389	0.0	1.86285	0.0	0.0	0.0	0.0	0.0	0.78175	0.0	0.08668	1.00642	0.07897	0.0	1.25563	0.0073	1.13141	2.20497	0.20496	0.62176	0.26615	0.0	0.0	0.0	0.0	0.0103	0.14062	0.1322	0.0	0.0	0.0	0.01083	0.0	0.0	0.0	0.0	0.87847	0.0	0.0	0.0	0.44866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1531	0.17513	0.0	0.04712	0.01133
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella	0.0	0.0	0.80359	0.5477	0.0	0.0	1.07971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.59347	0.0	0.0	6.27877	0.0	0.11096	0.0	0.01425	0.0	0.0	0.0	0.0	0.0	0.0	0.03999	0.0044	0.0	17.17096	3.49818	0.0	0.74782	0.0	0.0101	0.29942	0.0	0.09544	17.75868	0.01474	0.0	0.0	0.00228	0.06334	0.58246	0.0	42.04134	0.0	0.31428	0.0	0.0	0.93202	0.0	19.9925	1.57595	1.13031	26.01069	0.00413	0.0	2.11486	14.32226	1.14494	0.0	0.73319	0.0	0.0	5.94483	0.0	3.82014	2.66694	0.0	10.70009	13.68566	0.0	2.09231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.90841	0.0	0.0	0.0	2.48565	1.37643
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes	15.83668	1.71358	4.72598	1.57614	2.57444	4.95251	6.08462	0.86544	4.83728	2.33324	3.74191	1.46578	9.12053	5.87791	8.15624	5.3533	4.01126	4.83934	3.96938	2.75863	1.32367	1.83704	1.16935	0.58936	1.35233	4.90012	0.72522	3.37508	3.11759	4.17912	1.64135	0.30615	1.79349	1.76802	2.18066	6.38872	1.39332	0.41195	2.90939	3.17787	4.67128	0.84307	1.51581	4.59577	1.58485	1.6796	0.0	0.22183	22.18036	4.18394	0.8649	2.12108	3.08023	0.05499	1.78104	1.23268	3.79523	3.14943	0.21381	3.23833	6.72573	3.34351	8.77607	0.78117	3.7709	4.55831	1.0619	2.2944	0.54188	2.6563	4.03975	0.21142	1.19995	15.52909	0.98873	1.57886	0.59862	1.06837	3.43933	1.10389	0.44978	2.14493	4.23749	3.61967	3.43756	0.13553	1.07481	4.38577	3.37569	5.6929	4.77178	2.45053	2.26741	5.04638	3.15068	0.58799
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides	1.16143	1.99458	1.0793	0.94778	1.3006	0.0	2.57323	0.70862	0.77048	1.93351	2.21676	0.70614	3.55742	1.72723	0.0	0.65338	0.0	1.06967	1.18243	0.37898	0.93602	0.0	0.8499	0.0	0.56219	1.26423	0.20819	0.33034	2.13137	0.84372	0.75766	0.06314	2.08072	0.32109	1.30718	0.69264	0.71999	0.74873	0.70539	0.0	0.73241	0.16962	0.51688	1.10345	0.9899	0.95354	2.96227	0.0	2.68444	2.08285	0.53572	1.14928	0.70148	0.0	1.98231	0.63343	0.76448	0.4709	0.05663	0.36962	1.25154	1.75015	0.79117	0.25121	0.67278	1.14559	0.74144	1.43413	0.37943	0.44906	0.91615	1.55044	0.0	1.30953	0.14001	1.2383	1.42646	0.49006	1.20313	2.14266	0.0425	0.31388	1.88663	1.10681	0.24446	0.72153	0.14362	1.19794	0.92953	2.33604	2.70094	0.35605	1.02437	1.34083	0.2366	0.30607
k__Bacteria.p__Candidatus_Melainabacteria.c__Candidatus_Melainabacteria_unclassified.o__Candidatus_Gastranaerophilales.f__Candidatus_Gastranaerophilales_unclassified.g__Candidatus_Gastranaerophilales_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26968	0.0	0.0	0.0	0.06173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Bacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillales_unclassified.g__Gemella	0.0	0.01406	0.0	0.0	0.0	0.03833	0.0	0.01545	0.01018	0.0	0.0	0.00829	0.0	0.00887	0.0	0.00243	0.00715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01355	0.0	0.01084	0.0	0.0	0.0	0.0	0.0	0.0	0.02948	0.0	0.0	0.00669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02106	0.0	0.0	0.0	0.0	0.0	0.00572	0.0	0.0	0.00343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02041	0.0	0.0	0.0	0.0	0.0	0.0	0.00561	0.0	0.0	0.0	0.0	0.0	0.0	0.04176
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus	0.0	0.0	0.0	0.00065	0.0	0.01085	0.0	0.04042	0.0	0.0	0.0	0.01134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95741	0.66457	0.0	1.38076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78029	0.0	0.0	0.0	0.00576	0.64205	0.0	0.0	0.0274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.40276	0.0	0.0	0.0	0.0	0.0212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.44114
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	0.0994	2.08237	0.0	0.02453	0.0	0.01323	1.67696	0.0	0.0264	0.11197	0.15852	0.0	0.08244	0.0	0.21266	0.02839	0.12617	0.0778	0.0	0.0	0.0	0.0	0.209	0.0	0.90892	0.09702	0.26093	0.0	0.05395	0.0202	1.55599	0.0	0.00873	0.09006	0.36523	0.0	0.0	0.01785	0.06367	2.25165	0.05333	0.15764	2.9935	0.0	0.18471	0.00313	0.0	0.01901	0.0	0.05026	0.25713	0.04193	0.0034	15.64043	0.0	0.0	0.43238	1.81536	0.0	0.30074	0.07871	0.16346	0.17786	0.01906	0.0	0.03683	0.0	0.02026	0.03758	1.38297	0.49951	2.19028	0.13492	0.0	0.00136	5.41756	1.63104	0.00251	0.12217	0.27784	0.02295	0.00344	0.10256	0.0	0.0	0.85307	0.02357	0.0	0.21126	0.0	0.26586	0.05155	0.0	0.20962	0.04084	0.07578
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Pediococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01654	0.0	0.0	0.03735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01157	0.0	0.77474	0.0	0.0	0.00677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01995	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Sharpea	0.0	0.0135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00147	0.0	0.01205	0.0	0.0	0.0	0.0	0.00194	0.0	0.0	0.0	0.0	0.0	0.0	0.08932	0.0	0.0	0.01492	0.0	0.00189	0.00456	0.0	0.0	0.0	0.0	0.0	0.0	0.00607	0.00976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00408	0.0	0.0	0.00255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01178	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__Leuconostoc	0.00186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0161	0.00316	0.0	0.0	0.0	0.0	0.0	0.00722	0.0	0.0	0.0	0.03115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05611	0.0	0.00315	0.0	0.0	0.04729	0.10984	0.08084	0.11458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16992	0.0	0.0	0.0	0.0	0.01296	0.0	0.0	0.0	0.05295	0.0	0.0	0.0	0.02427	0.0	0.0	0.0	0.0	0.0	0.0	0.18287	0.0	0.0	0.0	0.0	0.04712	0.0	0.08608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__Weissella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus	0.0	0.16986	0.0	0.73936	0.0	0.48613	1.02658	0.0	0.0	0.0	0.0025	0.0	0.0	0.0	0.28959	0.01929	0.0	0.0	0.0	0.0	0.0	0.0	0.05358	0.0	0.0	0.0	0.0	0.13907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00827	0.0	0.0	0.0	0.0	0.00621	0.00402	0.01179	0.02603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7153	0.0	0.0	0.77935	0.0	0.0	0.0	0.0	0.00385	0.0	0.22509	0.0	0.0	0.0	0.11579	0.0	0.0	0.0	0.79227	0.0	0.0	0.0	0.0	2.23381	0.01005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	0.00836	0.70698	0.50986	0.5296	0.0	1.87261	0.37566	14.77496	0.23979	0.73716	0.01731	1.03776	0.44031	0.11375	0.48083	0.36589	0.17206	0.9465	0.46923	0.0	4.2996	0.51884	6.07341	0.0439	0.08013	0.0217	0.41705	1.48112	0.59752	0.0	0.61399	0.34613	0.75242	0.23426	2.33596	4.71469	0.03149	1.93289	14.26723	3.89063	2.50755	3.071	18.09174	0.0929	0.35314	0.01275	0.3977	0.47605	0.3427	1.89725	1.45382	0.02373	0.06409	1.40451	0.16858	1.74901	0.2058	0.02027	0.24465	1.43445	9.5653	0.31037	1.95197	3.0252	0.32619	1.29479	0.1588	0.43505	1.22433	0.15972	0.23365	9.80095	2.92893	0.3062	0.20376	0.46998	0.05547	1.16387	1.54508	1.49522	0.65243	0.74052	0.17264	0.0	0.07598	15.69019	0.76749	0.07055	0.22759	3.68059	0.50182	0.22886	0.25333	1.11943	2.05228	0.34318
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Catabacteriaceae.g__Catabacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02869	0.00467	0.0	0.0	0.00941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00451	0.0	0.0	0.04218	0.0	0.02186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae.g__Christensenella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00389	0.0045	0.0	0.0	0.0	0.05025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01636	0.0	0.0017	0.0	0.0	0.03252	0.00051	0.01751	0.03377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0066	0.00175	0.0	0.0	0.0	0.0	0.0	0.0	0.00435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03298	0.0	0.0	0.0	0.0	0.0	0.0	0.00951	0.0	0.0358	0.0	0.0	0.0	0.0	0.0	0.0	0.00539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01485
