dataset_name	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b	ThomasAM_2018b
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Tannerella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Candidatus_Melainabacteria.c__Candidatus_Melainabacteria_unclassified.o__Candidatus_Gastranaerophilales.f__Candidatus_Gastranaerophilales_unclassified.g__Candidatus_Gastranaerophilales_unclassified	0.0	0.0	0.0	0.00788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14962	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillales_unclassified.g__Gemella	0.05808	0.16104	0.02166	0.00925	0.00747	0.00477	0.56395	0.03501	0.03101	0.02199	0.01757	0.01323	0.00319	0.09043	0.0	0.00939	0.04043	0.01273	0.17301	0.00725	0.01368	0.06904	0.00193	0.0	0.0	0.19522	0.00295	0.01043	0.0081	0.12817	0.83775	0.00227	0.06971	0.00227	0.00808	0.03354	0.0	0.0	0.0	0.0	0.0	0.06741	0.07777	0.02342	0.101	0.02757	0.0	0.0	0.0	0.01327	0.00943	0.09676	0.0	0.01473	0.0087	0.00517	0.02228	0.0	0.01636	0.02278
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Macrococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae.g__Carnobacterium	0.0	0.0	0.00143	0.0	0.0	0.0	0.0	0.0	0.00614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae.g__Granulicatella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.07278	0.0	1.12221	0.96629	0.0	0.03638	0.0	0.0	1.50863	0.0	0.0	0.0	0.0	0.00338	2.05177	2.39099	0.03872	0.16697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00726	0.66133	0.0	0.00979	0.04969	0.0	0.0	0.0	0.00546	0.0	0.1391	0.0	0.0	0.02406	0.0	0.0	0.0	0.0	0.00673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Vagococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	0.0	0.32507	0.0045	0.03109	0.0	0.0	0.0	0.01982	0.27561	0.32826	0.03802	0.0	0.0	0.08972	0.00249	0.0023	0.02627	0.03671	0.27872	0.00486	0.79364	1.74187	0.00255	1.24099	0.0	0.0	0.22204	0.71022	0.01627	0.00084	0.04297	0.20873	3.85201	0.0	0.89913	0.02283	0.06578	0.31052	8.87663	0.10672	0.03632	0.04244	0.06545	0.28746	0.18724	0.34614	0.14085	0.01673	0.0	0.13911	0.04544	0.05869	0.02065	0.0	0.0	0.0	0.00211	0.0	0.0974	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Pediococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00417	0.0	0.0	0.0	0.0	0.0	0.0	0.0143	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Sharpea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__Leuconostoc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00623	0.0315	0.0	0.0	0.0	0.0	0.00112	0.0	0.01055	0.0	0.00775	0.0	0.04637	0.28848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01792	0.00334	0.0	0.0	0.03574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0148	0.0	0.00181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01414	0.0	0.0026	0.0	0.03502	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__Weissella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus	0.0	0.00596	0.0	0.0	0.0	0.0	0.0	0.0	0.02081	0.08749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029	0.0257	0.0	0.0048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00068	0.01468	0.01069	0.01575	0.0	0.28655	0.01555	0.0098	0.04747	0.0	0.0	0.0	0.0	0.00672	0.0	0.00353	0.0	0.0	0.01993
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	2.84423	14.49881	0.28425	0.17835	4.95377	0.28392	0.23689	0.1157	8.89464	0.89896	0.55302	2.08248	0.58196	0.50214	0.24668	0.4735	7.7589	0.02989	4.51337	0.65269	1.47989	2.57082	0.43596	0.69606	0.45153	1.23728	0.43701	0.33785	1.68631	1.21033	0.96202	0.61075	10.80836	0.27477	1.63826	0.23036	0.99586	0.59885	6.84812	3.81298	0.04605	1.13452	1.44023	14.14344	1.98671	1.35751	0.59707	7.98817	0.34823	3.33599	0.30827	1.0083	0.25168	6.79374	0.21676	0.66345	0.65394	0.30015	3.15341	0.08556
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Catabacteriaceae.g__Catabacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01438	0.0	0.0	0.00358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00369	0.0	0.0	0.02264	0.00967	0.00347	0.0	0.0	0.02779	0.0	0.0	0.0	0.00126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00714
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae.g__Christensenella	0.0093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0081	0.00247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01134	0.0	0.0	0.00248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00072	0.0	0.0	0.28275	0.0	0.0	0.0	0.0	0.0	0.00074	0.0	0.0	0.0	0.0	0.0	0.0	0.00156	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Butyricicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	0.36451	0.29697	0.13179	0.0	0.19824	0.08574	0.07037	0.01628	1.29081	0.13617	0.35235	0.01728	0.37533	0.05094	0.03768	0.12805	0.0	0.31276	0.34957	0.10248	0.43747	0.05934	1.19907	0.06546	1.47483	10.12182	0.04477	0.0	0.19066	3.0882	0.09251	3.79605	0.0666	0.05892	0.20899	0.33637	0.21878	0.10794	0.91559	5.29238	0.0	0.36063	0.0	0.0	0.0	0.7035	0.92668	0.09396	0.16118	0.73146	0.40587	0.0	15.67591	0.17986	1.53299	0.0	0.0	0.16206	0.08377	3.00124
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Hungatella	0.0	0.0	0.0	0.0	0.00019	0.0	0.11565	0.01452	0.00568	0.0	0.0	0.0	0.0	0.02001	0.0	0.01021	0.0	0.0	0.00583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00428	0.0	0.12021	0.00709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00751	0.0	0.0	0.09661	0.08755	0.00539	0.0	0.0	0.3795	0.00209	0.0	0.0	0.00543	0.09942	0.0	0.00099	0.0	0.05952	0.03006	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Lactonifactor	0.0	0.0	0.0	0.0	0.00059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0653	0.0	0.0	0.0919	0.00151	0.00665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04115	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_Family_XIII_Incertae_Sedis.g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified	0.0	0.01623	0.0	0.00194	0.0	0.00156	0.0089	0.0	0.01943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05574	0.08001	0.00445	0.00055	0.0	0.0	0.0	0.0	0.02584	0.0	0.0	0.00081	0.01787	0.0846	0.0	0.01164	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.01388	0.01292	0.01259	0.00574	0.02006	0.01446	0.00057	0.0	0.00735	0.0	0.00041	0.0	0.0	0.0052	0.00165	0.0	0.00055	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_Family_XIII_Incertae_Sedis.g__Mogibacterium	0.03517	0.12208	0.0	0.00743	0.0	0.00689	0.01309	0.0	0.02648	0.00988	0.00201	0.00151	0.0	0.00204	0.0	0.02048	0.0	0.13212	0.01464	0.04662	0.01407	0.00363	0.01585	0.00207	0.0	0.08709	0.0	0.02219	0.00569	0.02178	0.4746	0.0	0.00144	0.0	0.04654	0.00119	0.0	0.07587	0.0	0.06839	0.05	0.00784	0.00979	0.0026	0.05091	0.03194	0.01602	0.00093	0.00575	0.00767	0.0	0.02157	0.0	0.01571	0.00606	0.0	0.0098	0.0	0.02752	0.00381
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Clostridiales_unclassified	0.04301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44361	0.0	0.0	0.01059	0.0072	0.0	0.0	0.0	3.8145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00201	0.0	0.0	0.20546	0.02254	0.0	0.0	0.0	0.0	0.0	0.00549	0.0	0.03521	0.02368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01447	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Intestinimonas	0.05137	0.0	0.0	0.01553	0.05503	0.00278	0.02172	0.02257	0.0	0.01352	0.0	0.0	0.02823	0.10288	0.01542	0.0354	0.0	0.11173	0.04224	0.0	0.00207	0.04621	0.0	0.0	0.10331	0.02129	0.00227	0.0	0.01705	0.0	0.02271	0.01241	0.0	0.0	0.0	0.25893	0.11791	0.0	0.0	0.02575	0.0	0.00233	0.18518	0.20171	0.01282	0.0	0.01195	0.0	0.05741	0.0	0.00181	0.00483	0.07241	0.00532	0.0	0.0	0.01565	0.03471	0.0	0.03024
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Lawsonibacter	0.07236	0.11191	0.13244	0.04324	0.1317	0.12676	0.05876	0.04658	0.05235	0.02469	0.05012	0.0	0.22445	0.05684	0.04748	0.21105	0.0	0.0	0.0309	0.01319	0.07679	0.10951	0.03735	0.01815	0.10535	0.04134	0.03428	0.01584	0.10221	0.06229	0.11281	0.09551	0.01731	0.05067	0.03036	0.14681	0.11926	0.12659	0.00495	0.07893	0.06366	0.03468	0.35388	0.02809	0.41112	0.0	0.09322	0.00924	0.24384	0.01262	0.0	0.04902	0.01204	0.0108	0.0172	0.11245	0.18979	0.12523	0.0	0.15993
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Monoglobus	0.0	0.0	0.0	0.0	0.01383	0.0	0.0	0.0	0.508	0.0	0.0	0.0	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1885	0.0	0.0	0.0	0.0	0.0	0.0	0.19312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04763	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Anaerofustis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacteriaceae_unclassified	0.0	0.0	0.0	0.0	0.00168	0.0	0.00217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01265	0.0	0.0	0.0	0.0	0.0	0.0015	0.00337	0.0	0.0047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0196	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium	4.92242	5.27767	0.32704	10.69715	1.99232	2.17991	2.2689	9.48744	0.61578	15.92084	9.3463	0.00423	1.7308	5.80471	7.72425	13.60671	6.76788	7.23986	4.11584	3.04311	19.9207	11.66345	6.75451	11.09021	19.76916	3.12905	5.62255	7.53789	5.78896	9.31524	16.52562	6.17076	1.70179	5.31075	3.95501	4.23333	4.92545	2.68938	13.87751	4.11493	6.97866	7.32711	1.67897	2.10355	3.63938	5.49275	1.81348	11.32405	6.18176	3.57294	8.97082	9.14109	2.08532	2.64359	17.21709	8.86587	0.60144	7.20882	4.01976	6.45876
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes	0.84255	0.12808	1.7539	7.1741	1.08753	0.51491	0.15553	4.96104	0.6552	3.0016	0.71691	0.0	1.86825	1.11359	1.34838	2.41913	0.09721	0.21671	5.74449	0.31915	2.03592	0.00809	6.14953	0.93663	8.10366	4.6253	0.25422	0.23703	2.67331	0.13476	1.27222	7.84072	0.21089	0.79025	0.08153	2.10211	0.82641	2.18235	1.57849	0.90245	1.65967	1.05823	3.4177	0.98554	0.75855	1.12728	0.57779	10.42825	4.03201	0.68544	0.96162	0.02425	7.15094	0.299	4.57958	3.03819	0.15168	2.68905	0.25763	3.23687
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerotignum	0.0	0.0	0.04278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27406	0.0	0.0	0.32946	0.07637	0.0	0.26711	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	7.61117	6.26153	8.10401	8.02304	7.59288	5.63695	2.41325	2.09565	0.9947	1.29677	7.40406	10.01417	7.23763	1.18884	4.13117	3.34857	1.10585	2.59693	5.19594	0.90057	3.93786	2.69865	4.03532	1.946	1.05637	6.37248	3.34776	0.93044	5.54814	3.07442	1.41202	3.95495	1.956	1.11826	1.44128	1.18038	3.00673	7.92526	0.88063	5.8273	7.01386	2.80185	15.19982	1.59526	3.67799	3.00594	1.10096	2.59323	12.64535	2.22268	4.27519	7.15651	5.91131	1.75123	1.25939	5.84337	2.63021	2.13094	2.22706	6.27357
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Butyrivibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.09348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.02779	0.0	0.0	0.0	0.0	1.85931	0.0	0.0	0.0	0.0	0.0	0.96253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Catonella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus	2.23023	2.99566	0.0	1.81216	2.17767	2.25496	0.2977	1.38781	2.03885	20.75751	5.68648	0.0	2.38018	0.63059	12.53159	7.81776	8.69356	1.47498	3.71757	3.04081	0.51897	1.51451	3.38522	25.74057	1.77563	3.81923	2.31801	3.13606	0.0	2.0754	1.45698	1.07962	0.80771	1.95632	2.68132	0.0	2.06695	0.74655	11.99257	2.94883	1.39126	1.27871	3.37186	0.77847	2.73366	1.26958	1.95676	1.75905	2.909	4.51747	0.04271	0.44773	0.0	1.8179	0.15892	2.44162	0.0	1.9447	1.78945	2.50669
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea	8.98942	1.06686	4.33961	2.10645	3.81972	4.11099	0.87776	1.33379	2.46067	1.59661	2.85611	1.27243	3.52035	0.21793	3.05001	0.0	1.02545	1.79838	3.72901	1.51533	3.63179	1.18424	3.93705	5.48386	1.63532	2.36072	2.94468	3.26145	2.90012	3.12186	4.39764	2.29681	2.6036	3.73057	4.96968	0.88283	2.02227	3.47722	1.38072	1.43138	1.83993	5.08746	3.14184	0.8479	3.32187	2.57301	2.95038	0.90106	2.44546	2.86328	2.01639	1.03885	1.02606	2.16171	0.31757	4.16647	2.02474	2.04735	2.73358	6.32106
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Eisenbergiella	0.12646	0.0	0.00128	0.0	0.00442	0.0	0.00973	0.00136	0.03345	0.00426	0.0	0.03858	0.0	0.02199	0.0	0.00529	0.0	0.0	0.00824	0.0	0.00898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.00192	0.0	0.0	0.0	0.01936	0.00623	0.00111	0.92508	0.40135	0.00205	0.0	0.01072	0.03286	0.4758	0.0	0.0	0.1472	0.02217	0.0	0.14273	0.0	0.11852	0.00871	0.0	0.01337
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Faecalicatena	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Fusicatenibacter	2.81527	1.74954	0.50211	6.19813	6.16525	2.27231	0.18862	0.1565	2.98092	0.52873	4.90014	2.20804	0.90619	4.34847	1.74805	2.89344	0.27102	2.47385	6.53636	0.48831	2.13336	1.1823	2.05455	1.05275	0.85715	2.48656	1.02031	1.93527	1.95004	1.49938	0.93564	1.80153	1.21568	1.24754	0.79461	0.69187	0.29974	0.05665	0.74529	2.85811	2.83305	1.92086	5.21398	0.1014	0.88469	2.48114	0.05697	1.11603	0.42161	1.93249	2.33634	0.44254	0.8625	2.35033	7.4742	4.11281	0.0	5.00563	1.14628	2.11349
