dataset_name	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016	Heitz-BuschartA_2016
study_condition	T1D	T1D	T1D	control	control	control	control	control	control	T1D	T1D	T1D	control	control	T1D	T1D	T1D	T1D	T1D	T1D	T1D	T1D	T1D	control	control	control	T1D	T1D	control	control	control	control	control	T1D	T1D	T1D	T1D	T1D	control	control	T1D	T1D	T1D	T1D	T1D	control	control	control	control	control	control	control	control
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides	1.31149	3.43205	1.5185	1.81334	1.02392	1.01578	0.86108	0.98857	1.13745	1.67624	1.38744	0.56424	1.71978	1.62408	2.87911	4.146	1.11287	0.6242	1.26309	0.88678	1.41014	2.23083	2.47341	2.2757	1.67311	2.51696	1.44018	1.57572	4.49765	3.40541	1.0736	2.84245	3.07528	3.27872	5.14429	2.43093	0.01604	2.06279	0.28507	0.10355	0.40522	2.78093	0.62873	2.04031	1.071	1.81907	1.21453	0.54081	0.8466	1.14648	1.11481	0.25925	0.73524
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Tannerella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillales_unclassified.g__Gemella	0.0	0.0	0.0	0.00856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00096	0.0	0.01384	0.00636	0.0124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00276	0.01114	0.0	0.0	0.0	0.00251	0.0	0.00236	0.0	0.0	0.04601	0.03045	0.0	0.0	0.0	0.01617	0.0	0.0054	0.0	0.05469	0.02582	0.02038	0.02142	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Aerococcaceae.g__Abiotrophia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00027	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae.g__Carnobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.00268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae.g__Granulicatella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00951	0.00212	0.00046	0.00791	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00768	0.0	0.12889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03733	0.43356	0.0	0.18917	0.0	0.00699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02352	0.01421	0.01921	0.0	0.0	0.0	0.01013	0.0	0.00552	0.02349	0.0	0.0	0.0	0.0	0.0	0.0	0.01311	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	0.0	0.0	0.021	0.28091	0.04211	0.35218	0.01386	0.01812	0.03979	0.95805	0.0511	1.3751	0.02843	0.0	0.03164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16207	0.08748	0.10934	0.0	0.0	0.0216	0.04109	0.0	0.0531	0.07474	0.00466	0.02085	0.0221	0.0	0.0	0.0	0.13581	0.0	0.0	0.0	0.0	0.00717	0.0	0.00722	0.12231	0.01758	0.00989	0.00522	0.08623	0.02319
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Pediococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Sharpea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00126	0.00123	0.0	0.00133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__Leuconostoc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00678	0.00056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__Weissella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16334	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus	0.0	0.0	0.0	0.00975	0.0	0.0	0.00436	0.00143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38939	0.0472	0.0	0.0	0.0	0.00967	0.0	0.0	0.00312	0.0	0.0	0.3796	0.0	0.0	0.0	0.01694	0.0	0.0	0.0188	0.01409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	0.19841	0.38351	0.32927	0.88938	0.20488	0.09898	0.02948	0.25905	0.2163	0.28607	0.07132	1.76474	0.31293	0.39445	0.10765	0.05512	0.11409	0.55745	0.93504	0.44468	0.0	0.00873	0.0682	0.02353	0.06158	0.14354	0.81613	0.63156	1.05145	2.81255	0.25592	0.253	0.15592	0.47542	0.41325	2.69408	0.26861	0.5226	0.1335	0.86109	0.46011	0.16597	0.05947	0.01626	0.0431	1.53654	0.01943	0.28948	0.92297	0.06482	0.11204	0.11779	0.19562
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Catabacteriaceae.g__Catabacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae.g__Christensenella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00051	0.0	0.00348	0.0	0.0	0.00803	0.01093	0.00542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	2.11267	3.21582	2.93251	0.74846	0.28648	0.31117	3.98183	3.06879	1.99637	0.09248	0.01946	0.23804	0.04221	0.00255	0.48656	0.23587	0.5562	0.04855	0.02	0.04466	0.0	0.00467	0.04766	0.006	0.01992	0.04132	2.27123	0.30491	0.15138	0.44205	0.0	0.02323	0.01521	0.06281	0.15464	0.037	0.0	0.07844	0.33927	7.4358	0.57482	0.0	0.21278	0.07006	0.01888	0.08592	0.02782	0.022	0.02293	0.03478	0.0	1.30614	0.00574
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Hungatella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00136	0.00192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02759	0.01975	0.00151	0.00961	0.0	0.0	0.0	0.02107	0.02981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Lactonifactor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00097	0.0	0.0	0.0	0.01614	0.0	0.0	0.0	0.0	0.0	0.00261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_Family_XIII_Incertae_Sedis.g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00235	0.00466	0.0	0.00151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01396	0.04919	0.00479	0.0	0.00731	0.00432	0.0	0.00882	0.0	0.0	0.00355	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_Family_XIII_Incertae_Sedis.g__Mogibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00713	0.0	0.0	0.0	0.00553	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00617	0.00063	0.0	0.0	0.00107	0.0	0.0	0.0	0.0	0.01016	0.00628	0.0	0.0	0.0	0.0	0.00128	0.0	0.00207	0.00339	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Clostridiales_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.02492	0.00496	0.00768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73211	1.3991	0.65862	0.0	0.0	0.0	0.04624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Intestinimonas	0.0	0.0	0.0	0.00513	0.02357	0.00167	0.0	0.0	0.0	0.0	0.0	0.0	0.00574	0.00171	0.0	0.0	0.0	0.00534	0.02647	0.00619	0.00527	0.01225	0.01314	0.0219	0.00296	0.00469	0.04289	0.14881	0.00972	0.0	0.0	0.0	0.0	0.0	0.0	0.00354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00832	0.0	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Lawsonibacter	0.01082	0.00257	0.05756	0.14394	0.03097	0.03881	0.02956	0.02613	0.09642	0.00779	0.01454	0.00522	0.00345	0.00257	0.04599	0.01976	0.00794	0.0	0.00229	0.0	0.15206	0.07401	0.07133	0.03915	0.06468	0.05034	0.01589	0.02861	0.17905	0.24944	0.00619	0.00897	0.00854	0.0	0.0	0.00166	0.01924	0.0188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00384
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Monoglobus	0.0	0.0	0.0	0.00382	0.02494	0.0107	0.0	0.0	0.05359	0.0	0.0	0.0	0.0	0.0	0.14512	0.03141	0.00736	0.75645	0.70313	0.67925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacteriaceae_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00321	0.0	0.0	0.0	0.0	0.0	0.0032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium	13.00738	7.87676	12.56004	5.23358	11.31883	7.60778	4.39392	4.88651	1.04108	1.35146	2.5898	2.64408	7.13198	2.81438	9.98619	14.64089	15.78943	40.02444	34.67975	22.42051	11.71768	4.9025	5.6328	4.95048	2.66244	2.24292	5.1428	6.98688	9.59842	9.82033	4.70397	2.71243	2.54272	15.88683	9.04811	17.25967	5.93584	6.49554	0.84602	2.01461	2.08168	2.35977	0.78845	1.50827	0.73643	1.41483	0.80777	0.8588	1.73527	0.79776	1.12022	2.83165	1.7081
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes	0.64306	0.36073	0.6188	0.51194	0.17513	0.83758	0.6007	0.51806	0.68906	0.31357	0.67034	0.16595	0.75133	0.48893	0.51004	0.36439	0.84169	1.0859	1.39295	1.69651	0.53949	0.97607	0.53278	2.02748	0.58292	1.05128	6.56017	2.77551	5.40078	3.99394	1.64751	3.66487	3.38537	2.18712	4.48188	5.8466	6.09195	1.28276	0.40978	1.73119	2.35962	3.59121	0.3417	0.22633	0.07012	0.55912	0.07388	0.688	2.31295	0.10237	0.75559	0.07014	1.34849
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerotignum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42302	0.18265	0.0	0.00022	0.01051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	1.75215	1.52216	3.41146	0.91393	0.7576	0.51016	1.17685	1.15175	1.33862	0.65701	0.98305	0.70849	3.12563	3.17039	2.27992	0.83483	2.53655	1.55711	1.61975	2.31207	1.11638	2.31461	1.74601	1.46113	0.45252	1.26903	4.33687	1.7497	2.39613	3.34133	7.79538	2.84617	3.24535	5.58682	4.67951	8.41958	1.78978	1.10679	1.17421	2.72935	11.27676	2.79819	2.86635	4.29341	2.35964	2.48646	2.34625	0.79893	3.37999	2.1432	1.84898	0.99534	2.24589
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Butyrivibrio	1.34319	1.98664	0.59149	6.01769	21.1653	20.09916	0.00275	0.00433	0.0	0.44192	0.0	0.42976	0.0	0.0	0.0	7.31028	0.1177	0.0	0.0	0.0	0.0	0.0	0.0	7.05067	5.68805	4.28016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23774	0.01438
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus	1.76965	1.22617	4.38437	0.35016	0.35735	0.38518	1.06149	2.34314	1.47075	5.31621	6.28606	1.32058	1.55912	1.12534	0.22776	0.07769	0.07263	0.22857	0.29167	0.29129	2.28047	1.4869	1.15032	4.18694	1.72469	1.22182	0.7526	0.42787	1.2885	1.29289	2.05124	1.16553	1.16641	0.32311	0.56787	0.75099	0.88212	0.53641	0.22315	1.70618	0.97808	1.53062	0.86019	1.72037	0.57119	2.01042	0.53399	0.76717	1.48268	0.48579	0.82748	1.849	3.81132
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea	2.98038	1.74618	3.55251	0.82073	0.5052	0.56956	1.38515	1.761	1.23571	2.1525	4.69717	1.8597	2.70183	1.94993	1.24851	0.63384	0.76104	1.22879	1.31559	1.19966	0.10072	0.34298	0.19364	2.48188	1.26621	2.03309	1.01086	0.68146	0.71857	1.12172	2.08785	1.56564	2.12139	0.15908	0.18176	0.85807	0.65385	0.27972	2.08514	3.07689	3.46842	4.05983	1.36669	2.93424	1.42108	2.09088	1.37707	1.39584	3.17074	1.3853	1.76917	0.86347	3.49646
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Eisenbergiella	0.0	0.0	0.0	0.0	0.0	0.0	0.00092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00667	0.01484	0.0183	0.0	0.0	0.0	0.0	0.00142	0.0	0.0	0.0	0.0	0.0	0.00298	0.0	0.0	0.0	0.01182	0.0	0.0088	0.0152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Fusicatenibacter	2.32611	1.3474	2.64455	1.23291	0.18113	1.01687	1.66351	1.58195	1.15485	0.12009	0.06815	0.10227	0.64988	0.6275	0.49084	0.57043	0.2227	2.36089	2.49106	4.73041	0.51276	1.12569	1.33773	2.81662	3.14278	3.01311	5.81024	5.55118	0.77049	1.23829	3.78919	2.63163	2.8525	1.90823	3.66038	6.58278	0.27088	1.81865	0.2111	0.54578	1.13871	1.10994	0.61484	1.06748	0.72779	1.12783	0.52403	0.53687	1.85522	0.61984	0.2361	0.34747	1.93452
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.0	0.0	0.0	0.00174	0.00047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00113	0.0	0.0028	0.0	0.0	0.00775	0.0268	0.00699	0.0	0.0	0.0	0.0	0.0	0.0	0.12624	0.07019	0.0	0.0026	0.05309	0.0265	0.04493	0.00578	0.12502	0.01133	0.13402	0.14791	0.0	0.0	0.0	0.06903	0.0	0.00237	0.0	0.00294	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospira	0.00373	0.00038	0.00204	5.94728	0.26242	3.59069	0.83028	0.4196	0.12536	0.00056	0.00148	0.0	1.51707	0.00083	2.09333	0.0043	0.08336	0.0	0.0	0.0	0.0	0.0	0.0	0.79989	0.52322	0.18994	0.0	0.0	0.0	0.0	0.0	2.08289	1.0445	0.95671	5.01896	2.0735	0.0	0.0	0.16209	1.69158	0.0	0.0	0.38817	0.05944	0.2062	0.0	0.25948	0.476	0.0	0.193	0.03005	3.00056	1.02269
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospiraceae_unclassified	2.93788	5.25135	0.01549	4.98287	6.663	10.1809	0.98021	0.39697	3.58296	1.33512	0.19265	2.82019	4.76285	2.4592	1.27272	0.92781	9.31012	9.52921	4.85401	4.70869	0.50356	0.45365	0.58163	0.01757	0.14528	0.15932	3.03721	0.50292	1.21252	0.51526	0.30356	0.60866	0.55934	0.53873	0.12822	0.56715	3.78013	1.99506	0.95801	3.414	1.51817	0.04266	0.45129	10.13845	0.00596	0.91049	0.0147	2.77823	0.13626	0.0102	0.61774	2.11128	5.32663
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia	2.31929	3.35974	1.86647	12.04646	6.42193	9.87175	6.83066	5.68951	2.34473	3.41509	1.12333	1.18397	3.58139	6.33266	5.00111	2.37127	3.5885	0.28089	1.68773	8.08643	1.4713	1.71275	1.49247	1.80657	1.60941	1.21046	3.28568	4.21863	2.57843	1.05969	1.85851	4.82084	2.38436	4.26895	2.78446	3.17969	6.37836	6.23843	0.26729	0.60562	1.08209	0.35368	5.62122	1.18668	5.1394	1.99251	4.42307	6.91902	10.10666	4.91515	1.89224	2.96747	2.61101
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Sellimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09215	0.03688	0.07752	0.10357	0.03831	0.0	0.1687	0.20594	0.13832	0.0	0.0	0.0	0.00807	0.0017	0.0	0.0	0.0	0.0	0.0	0.21808	0.58092	0.4135	0.31498	0.20326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Tyzzerella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Oscillospiraceae.g__Oscillibacter	1.09657	0.34184	0.88262	0.4601	0.58606	0.3547	0.05808	0.19919	0.0845	0.93201	0.95228	0.5431	0.72842	0.23973	0.28014	0.42282	0.12483	1.4549	1.93888	0.41248	1.09292	0.56308	0.44497	0.66008	0.58086	0.78848	0.0	0.0	0.16733	0.24318	0.0	0.0	0.0	0.36297	0.42549	0.27075	0.0	0.0997	0.14473	0.14586	0.09358	0.71775	0.15536	1.1868	0.07794	0.54063	0.0465	0.8169	0.50364	0.04748	0.82539	0.4736	3.80263
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Filifactor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Intestinibacter	0.0	1.03069	0.85311	2.49221	0.27149	0.53926	1.14773	0.17391	0.03587	1.29303	0.93079	0.57921	0.33804	0.2877	0.02298	0.0	0.16246	0.01264	0.04807	0.25371	0.12064	0.21932	0.46092	0.01821	0.0	0.01161	0.09508	0.12165	0.0	0.00654	0.01514	0.21262	0.18178	0.00349	0.56735	0.04622	0.06385	0.42941	0.15531	0.63111	0.21882	0.06593	0.27759	0.30294	0.09812	0.11916	0.16653	0.04104	0.06132	0.13693	0.0	0.00894	0.0
