dataset_name	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015	FengQ_2015
study_condition	CRC	control	control	control	control	control	CRC	control	CRC	control	CRC	control	CRC	control	CRC	CRC	control	control	control	control	control	CRC	control	control	control	CRC	control	control	CRC	CRC	control	control	control	CRC	control	control	CRC	control	control	control	control	control	control	control	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	CRC	control	control	control	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	control	CRC	control	CRC	CRC	CRC	control	control	control	control	control	control
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Enorma	0.02058	0.01807	0.01202	0.03367	0.08273	0.10801	0.05483	0.04656	0.03729	0.02229	0.05671	0.02916	0.07352	0.04238	0.02318	0.04411	0.01263	0.04344	0.04493	0.00037	0.04668	0.01029	0.0232	1.46828	0.0	0.00442	0.14347	0.04774	0.08997	0.09674	0.0003	0.00929	0.31107	0.10081	0.01848	0.0	2.4664	0.05453	0.0	0.03089	0.00965	1.29986	0.07023	0.00158	0.9141	0.00433	0.00595	0.02765	0.03658	0.10198	0.07138	0.00713	0.0219	0.01634	0.03208	0.02321	0.05571	0.01556	0.05284	0.0	0.06191	0.14347	0.03574	0.02433	0.00447	0.02039	0.03633	0.0	0.03868	0.01738	0.00476	0.0474	0.00023	0.0	0.05145	0.04187	0.07778	0.0	0.06831	0.07351	0.00155	0.00662	0.1341	0.04472	0.06736	0.10155	0.01337	0.01516	0.0	0.02171	0.00531	0.00076	0.02468	0.00186	0.01238	0.00032	0.00224	0.00323	0.0	0.00423	0.0	0.08017	0.0	0.00501	0.02599	0.0	0.01434
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Adlercreutzia	0.0	0.32809	0.62495	0.00734	0.0	0.03089	0.0012	0.31916	0.0	0.47466	0.03224	0.3921	0.17161	0.03086	0.02488	0.19545	0.26615	0.36154	0.0007	0.00028	0.00358	0.05289	0.05891	0.74866	0.02512	0.00376	0.02496	0.15225	0.81651	0.04365	0.98071	0.52169	0.43975	2.72541	0.10013	0.13444	0.66141	0.07364	0.00174	0.24905	0.13689	0.51774	1.19458	2.75258	3.02652	0.62405	0.09599	0.00496	0.0162	0.43608	0.03371	0.03588	0.06267	0.05812	0.12727	0.26541	0.04793	0.05316	0.05971	0.01708	0.37222	0.22416	0.08036	0.43695	0.00285	0.23753	0.29296	0.0	0.4032	0.15822	2.79547	0.28599	0.2643	0.00343	0.20038	0.44612	0.33307	0.04464	1.34609	0.02403	0.00409	0.28898	0.23959	0.06544	0.11814	0.00598	0.38331	0.03893	0.0	0.37261	0.00099	0.52807	0.01733	0.00059	0.00409	0.0023	1.11626	0.0	0.03022	0.15	1.01147	0.0479	0.00238	0.11447	0.00057	0.19234	0.11783
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Asaccharobacter	0.00184	0.62494	1.21539	0.01483	0.0	0.12491	0.00073	0.30836	0.0	0.7155	0.02176	0.36514	0.47802	0.06595	0.06999	0.25584	0.3917	1.09105	0.00096	0.00086	0.0024	0.05847	0.15854	1.02971	0.04116	0.00236	0.04229	0.19456	1.18562	0.1298	1.29227	0.93984	0.78152	1.53156	0.12393	0.29178	1.35419	0.08452	0.00216	0.79139	0.17095	0.68406	2.03476	2.63704	3.16102	0.54767	0.11165	0.00585	0.09193	0.98248	0.03674	0.03039	0.1548	0.08448	0.4052	0.51699	0.13979	0.09435	0.17379	0.05348	0.53718	0.36868	0.15014	1.15208	0.00299	0.4603	0.85044	0.0	1.04981	0.2511	1.64271	0.40283	0.23238	0.00233	0.5033	0.72386	0.41725	0.05577	3.6364	0.03565	0.00369	0.38585	0.27541	0.08438	0.14193	0.0071	0.53719	0.05425	0.0	1.23629	0.00146	0.56296	0.01254	0.00113	0.00776	0.00204	0.99702	0.0	0.03847	0.16391	1.69974	0.04857	0.01026	0.16458	0.00108	0.77405	0.14057
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Denitrobacterium	0.0	0.0	0.0	0.00349	0.0	0.0	0.0	0.00537	0.00249	0.0	0.0	0.0	0.0	0.00451	0.0	0.0	0.00332	0.0	0.0014	0.0	0.00582	0.0	0.00389	0.00772	0.0	0.00081	0.0015	0.0	0.00066	0.00212	0.00121	0.0	0.00293	0.00206	0.00453	0.0	0.00215	0.0	0.00036	0.0	0.0	0.0	0.00092	0.0	0.0	0.0	0.0	0.00322	0.00064	0.0	0.00248	0.0	0.0	0.0	0.0	0.00071	0.00086	0.00048	0.00694	0.0	0.00162	0.0	0.00195	0.0	0.00178	0.0	0.00203	0.0	0.00263	0.0	0.00267	0.00115	0.0	0.00082	0.00318	0.00254	0.0	0.0	0.0	0.01569	0.00086	0.0	0.0083	0.00211	0.00042	0.0	0.0	0.0	0.0	0.00091	0.0	0.00053	0.00785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00202	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Eggerthella	0.0	0.03765	0.07563	0.00685	0.03725	0.02057	0.30545	0.0	0.0	0.0	0.0	0.07116	0.02884	0.00266	0.00264	0.06111	0.0	0.02747	0.01707	0.3534	1.91571	0.21729	0.84294	1.48118	0.77859	0.38717	3.48204	0.06235	0.01155	0.04306	0.59009	0.03103	0.54648	0.03605	1.74327	0.39593	0.03054	0.0	0.75649	0.09416	0.45405	0.00418	0.14887	0.0	0.87736	0.33019	0.09037	1.82296	0.00387	0.05625	0.10088	0.0	0.0	0.0	0.00656	0.01303	0.00195	0.29811	0.02035	0.28117	0.0024	0.11901	0.49232	0.0	1.35319	0.01269	0.21288	0.0	0.87088	0.00274	0.0	0.00642	0.16475	3.46571	0.0043	0.01605	0.0	0.06854	0.41337	12.52427	0.03159	0.03787	0.01969	0.01916	0.0	0.0	0.17721	0.0	0.00279	0.08347	0.20527	0.60451	1.13926	0.01427	0.22232	0.30108	0.02414	0.0	0.34954	0.03121	0.31856	0.20012	0.0	0.01649	0.0	0.41644	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Enterorhabdus	0.0	0.02525	0.05051	0.00275	0.0	0.00263	0.0013	0.02515	0.00286	0.0324	0.00252	0.01525	0.01812	0.01291	0.00337	0.01619	0.01878	0.02504	0.01304	0.00181	0.00625	0.00499	0.01927	0.18884	0.01582	0.00432	0.01938	0.0109	0.05047	0.00697	0.07594	0.03321	0.05094	0.08328	0.01901	0.01397	0.05138	0.00615	0.00294	0.01134	0.01277	0.03424	0.08726	0.08987	0.14809	0.03687	0.00754	0.01146	0.00327	0.04201	0.00606	0.00274	0.00871	0.00307	0.01025	0.02248	0.01039	0.00521	0.00832	0.00543	0.03109	0.01749	0.00653	0.02697	0.00906	0.01507	0.03509	0.0	0.3349	0.01137	0.09131	0.0202	0.0142	0.01046	0.01675	0.0337	0.01563	0.0	0.1016	0.0765	0.01761	0.01503	0.0184	0.00307	0.00954	0.00068	0.01672	0.00294	0.0	0.03464	0.00027	0.0367	0.07362	0.0	0.00025	0.01473	0.04716	0.0	0.0039	0.00517	0.07585	0.00965	0.0	0.00606	0.0	0.01317	0.01204
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Gordonibacter	0.00079	0.01003	0.92624	0.01255	0.00409	0.12712	0.06484	0.01093	0.00287	0.2022	0.00285	0.27938	0.3004	0.06857	0.01625	0.07049	0.10788	0.01615	0.00836	0.21078	0.30294	0.14529	1.27006	1.45935	0.10913	0.072	0.64331	0.05944	0.85453	0.02982	0.86243	0.49345	0.88024	0.04972	0.39926	0.19241	0.03454	0.00208	0.13408	0.01877	0.22202	0.78184	0.55548	0.32589	0.49787	0.99796	0.08408	0.28423	0.01363	0.32573	0.02773	0.00076	0.02811	0.06949	0.11988	0.35668	0.04482	0.04982	0.01556	0.1496	0.03217	0.15674	0.07031	0.0667	0.50877	0.02697	0.62376	0.0	0.75588	0.00654	1.15725	0.52291	0.09893	0.49167	0.12065	0.09172	0.06121	0.03534	1.25423	2.90924	0.09968	0.19623	0.03613	0.01324	0.05382	0.00998	0.29539	0.00211	0.00081	0.03007	0.02763	0.95038	1.31046	0.0063	0.1406	0.1787	0.20594	0.0	0.14323	0.02088	0.05807	0.29464	0.0	0.01695	0.0074	0.05949	0.08369
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Slackia	0.0	0.00618	0.00037	3.61905	4.48659	0.01579	0.0	2.65508	1.57197	0.82954	0.27788	0.00099	0.0043	0.91301	0.45073	0.0	3.56228	0.00116	0.41503	0.0	2.32817	0.01397	0.01013	0.00377	0.0	0.00219	0.0	0.15367	0.00754	0.01237	0.0	0.00244	0.00059	0.38756	0.57848	0.00042	0.03675	0.00422	0.00078	0.0	0.00226	0.00265	1.99093	0.0	0.00072	0.00093	0.06514	0.00049	0.61291	2.21624	0.81408	0.00257	0.00304	0.00441	0.0	0.74949	0.1821	0.04242	0.01294	0.03156	0.52749	0.00435	2.3805	1.73509	0.0	0.70438	0.20051	0.0	0.00156	0.0	0.01819	0.39381	0.0	0.0	0.37507	0.4657	0.49855	0.0	0.00122	0.00141	0.0	0.00042	0.04032	0.30193	0.01504	0.211	0.01996	0.03672	0.0	0.13213	0.0	0.0	0.00547	0.0	0.08074	0.00053	0.0019	0.0	0.0	0.0	0.0	0.01286	0.56436	0.00059	1.57276	0.0	0.00335
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	16.4834	6.14209	2.44591	1.28088	0.91524	0.1022	0.71104	1.58602	5.5185	3.23898	1.63961	4.02319	0.08841	1.2285	1.92932	9.32833	6.81911	5.8148	0.964	4.29172	11.55965	1.1909	4.10612	0.23462	0.00538	28.57151	14.44583	1.90536	0.94718	0.73537	0.35684	4.64027	0.67356	1.80435	0.10801	0.04175	3.15572	2.44928	0.00325	0.0004	1.64683	1.94162	3.09913	1.09866	1.34096	5.50586	7.04008	0.37267	0.48919	7.24083	4.84292	33.65058	5.96033	19.27952	36.69772	21.03875	1.73167	42.35701	8.79305	27.96458	6.8868	16.42807	0.08776	3.63981	0.25809	4.42401	1.48381	0.0929	0.86701	6.85503	0.74825	1.04777	1.575	0.05179	1.945	3.03012	0.30172	10.07768	4.44542	0.98037	4.31212	16.92882	0.01395	0.68019	14.04783	9.446	2.01153	3.94812	0.48828	23.47078	1.07434	2.49615	14.33522	5.04254	58.88361	10.91554	12.02224	90.74535	21.69325	55.5446	1.95603	6.85243	20.63544	16.71781	8.52888	1.12073	18.59322
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae.g__Barnesiella	0.0	0.47085	0.36969	0.0	0.0	0.0	0.0	0.0	0.02438	0.13239	0.6463	0.0	0.04175	0.06476	0.06662	2.64503	0.31431	0.52111	0.002	0.46123	0.15183	0.1432	0.0	0.0	0.0	0.0	0.0	0.52202	0.20366	0.03649	0.0	0.39844	0.06528	0.11289	0.0	0.0	0.32721	0.47499	0	0.0	0.11395	0.11293	0.665	0.0	0.07953	0.05874	0.72538	0.0	0.00103	0.62143	0.84717	4.2712	1.08213	2.36781	2.81151	2.23434	0.04331	0.0	0.75695	0.0317	0.56106	1.34897	0.0	0.35354	0.0	0.09379	0.11133	0.0	0.0	0.26319	0.02148	0.02973	0.0	0.0	0.00126	0.12354	0.0078	2.99209	0.3367	0.0	0.61443	1.64125	0.00262	0.00196	0.40773	0.13592	0.5731	0.11077	0.0	0.29855	0.00595	0.00113	0.67769	0.5399	0.15483	0.76792	0.95146	0.0	0.5837	0.0	0.00771	0.30375	2.21362	2.09892	0.55093	0.0	1.24784
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae.g__Coprobacter	0.0	0.0	0.0026	0.0	0.0	0.0	0.0	0.0	0.00061	0.0	0.03383	0.0	0.0	0.0	0.013	0.0	0.04905	0.0	0.0	0.01347	0.0	0.00297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00148	0.0	0.0	8e-05	0.0	0.0	0.0	0	0.0	0.0	0.0	0.01927	0.0	0.0	0.00066	0.03793	0.0	0.0	0.0	0.0	0.16323	0.04223	0.11029	0.0	0.12896	0.0	0.0	0.00771	0.00199	0.00025	0.0	0.0	0.0	0.0	0.0	0.01111	0.0	0.0	0.11169	0.0	0.0	0.0	0.0	0.0	0.01588	0.0	0.15289	0.00386	0.0	0.01935	0.0	0.0	0.0	0.05713	0.0	0.0	0.01408	0.0	0.04401	0.0	0.0	0.04255	0.03687	0.87666	0.0	0.00255	0.0	0.0	0.11219	0.0	0.0	0.03653	0.091	0.0	0.0	0.13938
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae.g__Muribaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae.g__Butyricimonas	0.0	0.02683	0.0	0.0	0.0	0.0	0.0	0.0	0.04567	0.0	0.04291	0.0	0.00248	0.00064	0.00625	0.0	0.00121	0.03499	0.0	0.02728	0.0	0.01571	0.00895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00793	0.0	0.03142	0.0	0.0	0.01142	0.03003	0	0.0	0.00409	0.00992	0.02389	0.0	0.0	0.01841	0.05312	0.0	0.0	0.0	0.09536	0.16722	0.04372	0.35309	0.91085	0.26679	0.0012	0.15643	0.28686	0.03814	0.20206	0.00386	0.0	0.00045	0.0	0.0	0.0	0.0	0.0	0.03165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02464	0.0	0.0	0.0	0.0	0.0	0.06691	0.04398	0.28269	0.0	0.0531	0.0	0.04297	0.00065	0.0	0.01512	0.01076	0.05709	0.00387	0.0662	0.0	0.03574	0.05953	0.0	0.0	0.07432	0.26804	0.0	0.0	0.22753
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae.g__Odoribacter	0.0	0.06371	0.05661	0.00964	0.0	0.0	0.00031	0.00069	0.0288	0.01423	0.15881	0.03607	0.0	0.00392	0.0052	0.0	0.2055	0.5568	0.0	0.07343	0.04229	0.01946	0.00559	0.0	0.0	0.08223	0.0	0.04607	0.00484	0.0	0.0	0.12944	0.00648	0.01712	0.0	0.0	0.02752	0.04458	0	0.0	0.00737	0.01841	0.14184	0.0	0.00909	0.12417	0.09504	0.0	0.00044	0.0629	0.0721	0.17692	0.30456	0.44552	0.62379	0.47282	0.00209	0.04994	0.29066	0.34983	0.27853	0.03252	0.0	0.07144	0.00098	0.01634	0.07665	0.0	0.0	0.11992	0.00376	0.00653	0.05682	0.0	0.00992	0.04147	0.00302	0.62619	0.02095	0.0	0.08474	0.81505	0.0	0.0086	0.11042	0.61946	0.02635	0.15064	0.00817	0.30547	0.00189	0.02013	0.0	0.06747	0.28999	0.02802	0.03778	0.0	0.4393	1.09985	0.0	0.00073	0.79837	0.31963	0.0854	0.0	0.64672
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Porphyromonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04166	0.0	0.0	0.0	0.0	0.0	0.0	0.00143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.01494	0.0706	0.0	0.0	0.0	0.34533	1.77497	0.0	0.76447	0.00015	0.36097	0.11256	0.0	0.0	0.7913	0.0	0.0143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06887	0.0	0.32234	0.00112	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Sanguibacteroides	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00478	0.0	0.0	0.0	0.0	0.0	0.0	0.08297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0135	0.00338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Alloprevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27413	0.5524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Paraprevotella	0.0	0.0	0.0	0.00208	0.00672	0.0	0.0	0.00926	0.08621	0.0	0.00613	0.0209	0.0	0.01332	0.01214	0.0	0.0	0.0	0.0	0.0	0.0	0.00553	0.0252	0.0	0.0	0.0	0.0	0.0	0.00487	0.0	0.0	0.0	0.0	0.03706	0.0	0.0	0.0	0.0	0	0.0	0.0026	0.0	0.0	0.00029	0.00745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02312	0.26232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00423	0.0	0.0	0.0	0.0	0.0	0.0	0.00492	0.0	0.95481	0.0	0.06695	0.00693	0.36002	0.0	0.0	0.0	0.0	0.39977	0.0	0.0	0.0	0.0	0.0	0.0	0.27479	0.0	0.07808	0.0	0.0	0.23594
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella	0.0	0.0	0.0	0.0	0.0093	0.03493	0.00748	0.34346	1.82407	0.0	31.94109	0.0	1.08926	0.0	1.00951	0.02919	8.07032	0.0	0.25947	0.0	0.00323	0.52106	0.01486	0.0	0.0206	0.02105	0.0	0.0	2.00779	1.3196	0.0	0.0	0.01949	0.21245	0.0	0.0	0.2498	0.0	0	0.03646	0.0	1.86517	0.0	0.0	0.04614	0.87569	27.15461	0.06823	0.00141	0.06591	0.0	1.07006	8.26802	0.01723	0.00683	1.01375	0.25053	0.55089	0.62076	29.97312	0.01021	0.00279	0.0	0.0	0.0	0.08453	0.0	0.00038	0.0	0.03846	0.0	0.0	0.0	0.0	0.0	0.05609	0.22544	0.0	0.0	0.0	2.67382	0.0	1.20395	2.90876	1.18905	3.79667	0.09443	63.12622	0.35035	0.01796	0.00224	0.02113	0.01185	68.27047	1.51771	0.0	0.00817	0.0	0.02365	0.04307	0.0226	0.0	0.0	0.0	1.82882	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes	0.11696	0.53314	2.08024	0.19823	0.0	0.0094	0.11797	0.03229	0.24388	0.69407	0.29848	2.43145	0.16268	0.27288	0.31698	12.87396	4.04932	9.13775	0.0001	2.07146	5.86425	0.65047	0.28666	0.13657	0.00434	1.63384	0.23344	1.64977	0.86762	0.12699	0.07192	0.97605	0.1662	0.09132	0.0	0.0	0.61059	0.61792	0.0	0.00018	0.27155	0.81141	2.26151	0.15416	0.21807	2.1987	2.1294	0.02619	0.13319	2.18359	0.64357	15.70674	4.76665	10.23815	0.29094	16.03769	0.3925	4.9648	4.99115	1.28806	2.62669	1.43848	0.00871	1.99975	0.04453	0.80991	1.9074	0.0	0.00816	1.42408	0.10605	0.13417	1.94648	0.0	0.35846	0.0495	0.23651	2.60064	3.77532	0.17439	4.78821	10.63618	0.00604	0.13026	0.67109	4.83266	0.58311	2.64699	0.0596	10.754	0.05173	0.89219	2.36363	1.23023	0.57644	1.07752	3.29713	0.0	1.32219	4.73601	1.50732	1.36092	3.47338	15.09685	2.33142	0.0	7.10811
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Rikenella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides	0.0	0.939	0.0	0.00688	0.03074	0.0	0.45936	0.06568	0.4258	0.21728	0.32815	0.19919	0.02137	0.0865	0.34338	0.0	0.18447	0.24314	0.10002	0.90436	0.24624	0.16666	0.33658	0.06522	0.97607	5.66533	1.51517	0.48811	0.03554	0.10554	0.0	0.21572	0.04118	0.34347	0.02223	0.0	0.37717	0.20771	0.0	0.0	0.02798	0.69318	0.42068	0.01311	0.05686	1.1905	0.49795	0.0	0.05017	0.1703	0.76791	1.05224	1.01403	3.20159	6.92383	2.15959	0.2212	3.32244	2.41136	0.95856	1.17247	2.21904	0.0076	0.62646	0.03526	0.06614	0.10966	0.0	0.00459	0.40673	0.02892	0.17958	0.0	0.0	0.23026	0.42862	0.00942	0.60577	0.27419	0.1415	0.0	4.80931	0.00846	0.18759	0.76394	3.0329	0.11708	0.45779	0.03289	1.75154	0.01615	0.08324	12.2699	0.0	6.80106	0.19329	0.92778	0.01961	3.41251	2.06867	0.21687	1.6885	3.72307	2.2016	3.71157	0.13554	1.84186
k__Bacteria.p__Candidatus_Melainabacteria.c__Candidatus_Melainabacteria_unclassified.o__Candidatus_Gastranaerophilales.f__Candidatus_Gastranaerophilales_unclassified.g__Candidatus_Gastranaerophilales_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
