dataset_name	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019	GuptaA_2019
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Enorma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00295	0.0114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Adlercreutzia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30485	0.00184	0.0	0.0	0.0	0.0	0.0	0.0	0.02412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Asaccharobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81535	0.01785	0.0	0.0	0.0	0.0	0.0	0.0	0.01988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Eggerthella	0.01929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Slackia	0.0	0.0	0.16389	0.0	0.0	0.05161	0.0	0.0	0.08004	0.0	0.30524	0.0	0.0	0.0	0.0	0.0	0.18929	0.0	0.29578	0.09978	0.0	1.64953	0.0	0.0	0.0	0.13698	0.08708	0.0	1.71998	0.0	0.8251	0.0	0.0	0.0	0.0	1.41511	0.0	0.0	0.06547	0.0	0.0	0.0	0.0254	0.0	0.0	0.0	0.0	0.0	0.02021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	22.32153	2.48428	14.85255	3.39676	36.99666	12.51466	49.2369	3.19298	2.60879	27.56473	3.07764	0.79281	70.7616	2.32966	0.58042	1.13005	63.7825	0.3172	0.27253	6.59084	50.60927	5.14762	2.20916	0.0	0.10043	6.73033	0.0	1.45702	14.73945	0.30675	40.51039	45.7315	6.46374	0.0	0.07496	0.08422	0.38677	26.1636	6.80892	75.31031	0.0	11.44489	1.0233	3.16287	37.70303	25.04619	18.43479	11.10505	1.14652	42.52715	26.98465	19.38917	29.3537	4.03492	31.00079	32.90786	28.24073	10.95047
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae.g__Barnesiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.58181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28367	0.0	0.0	0.0	0.04059	0.0	3.02869	0.0	0.0	0	0.0	0.04358	0.0	0.31879	0.0	0.0	0.01148	0.01433	0.0	0.0	0.02612	0.0	0.0	0.0	0.0	0.0276	0.0	0.0	0.0	0.0	0.01966	0.03065	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae.g__Coprobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28558	0.0	0.0	0.0	0.0	0.0	0.02027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.05395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae.g__Butyricimonas	0.01101	0.0	0.0	0.0	0.0	0.0	0.55039	0.05093	0.0	0.77939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07527	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.06788	0.0	0.0	0.01754	0.45406	0.44499	0.78617	0.0	0.0	0.22618	0.54246	0.37969	0.0	0.23907	0.21653	0.2518	0.2608
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae.g__Odoribacter	0.24621	0.0	0.24505	0.0	0.77221	0.90051	2.36557	0.13289	0.22953	1.42248	0.00815	0.0	0.0	0.06615	0.01934	0.0	0.09245	0.02851	0.0	0.5323	0.11912	0.0	0.00856	0.0	0.0	0.09472	0.0	0.0	0.08181	0.02584	0.0	0.11478	0.44607	0.0	0	0.0	0.02165	0.06779	0.12094	0.7764	0.0	0.10257	0.02291	0.0	0.36433	14.29407	9.25073	2.82869	0.0	0.34736	5.484	6.8631	1.4111	0.56757	8.18387	8.38277	4.83483	1.11618
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Porphyromonas	0.42906	0.0	0.0	0.0	0.0	3.36289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89946	0.0	0.20792	0.0	0.0	0.0	0.43578	0.69817	0.0	0.0	0.0	0.0	0.54677	0.10178
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Alloprevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00474	0.0	0.0	0.0	0.0	0.0	0.0301	0.0	0.0	0.0	0.0	0.0	0.00428	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Paraprevotella	0.17797	0.0	0.0	0.0	1.04213	0.0	0.0	0.0	0.0	4.6248	0.0	0.0	0.0	0.0	0.0	0.01504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79083	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.18948	0.0	0.05619	0.0	0.0	0.00442	0.0	0.0	0.0	0.0	1.21512	0.00589	0.0	0.52541	0.0	0.50043	0.49585	0.00427	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella	6.99146	0.22441	0.70697	7.12627	30.95012	4.66943	0.02316	3.5143	29.05677	6.11462	36.90144	0.0	0.17807	86.80403	78.72441	78.2408	0.0	71.40672	31.52463	23.08387	0.0	66.96474	87.24307	95.87146	74.48139	36.70138	93.55195	85.93279	18.23492	81.83568	9.46928	0.0	58.23338	52.26581	0	53.79694	82.18147	46.31854	38.87673	0.0	71.03741	79.53355	75.61696	38.54579	48.01244	35.53544	39.76365	50.11586	7.10647	30.37181	41.92122	44.32714	39.43261	37.25404	35.21922	33.2958	41.87247	28.81101
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes	1.02117	0.0	0.01389	0.0	0.27459	1.14777	8.61851	3.15492	0.17226	31.96697	0.43844	0.0	0.0	0.00606	0.0	0.0	4.59413	0.0	0.0	7.61301	3.77925	0.0	0.01704	0.0	0.0	0.33181	0.0	0.15549	0.58847	0.00389	2.25694	12.77069	0.0	0.0	0.0	0.02064	0.07969	4.80851	0.22857	10.74778	0.0	0.92952	0.0	0.0	0.15373	1.38154	1.08501	0.31399	0.0	0.09737	0.60976	0.6582	0.24495	0.0	0.93634	1.13151	0.74707	0.11499
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides	2.63991	0.0	0.14012	0.0	13.53364	1.61386	7.82637	0.15507	0.0	2.01562	1.05321	0.10566	0.0	0.18867	0.03626	0.01066	4.28362	0.18582	0.0466	0.69217	4.2302	0.86057	0.07358	0.0	0.1764	0.178	0.0	0.13059	0.42186	0.0	2.33261	0.65002	0.0	0.0	0.0	0.04645	0.0	2.2674	0.25506	0.50981	0.0	0.33041	0.0272	2.25029	1.22805	4.1777	2.88627	6.93366	0.01606	15.39657	2.35522	2.01503	11.28271	2.2444	8.57259	8.96701	2.13486	2.72682
k__Bacteria.p__Candidatus_Melainabacteria.c__Candidatus_Melainabacteria_unclassified.o__Candidatus_Gastranaerophilales.f__Candidatus_Gastranaerophilales_unclassified.g__Candidatus_Gastranaerophilales_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillales_unclassified.g__Gemella	0.02437	0.22278	0.0	0.0	0.0	0.0	0.0	0.06999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00655	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Carnobacteriaceae.g__Granulicatella	0.0	0.0	0.01244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus	0.27064	0.0245	0.04167	0.02495	0.0	0.0	0.0	0.0	0.0	0.0	0.02341	1.21669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3846	0.10653	0.0	0.0	0.0	0.10214	0.1527	0.0	0.0	0.12766	0.17132	0.10838	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	0.93597	5.50496	0.53729	0.0	0.38915	0.0	0.0	0.08491	0.0544	0.17471	0.91795	0.38678	0.02406	0.0	1.37004	0.22307	0.0304	0.13407	0.32639	0.76987	1.61248	0.26135	1.65321	0.04064	0.23848	1.82899	0.12803	0.05217	0.4194	1.4481	0.0	0.04553	0.0	0.0	12.73411	0.01913	1.67992	0.27101	1.70347	0.0	0.76611	0.0	0.00316	0.0	0.0	0.0	0.0	0.0	0.0	0.99448	0.0	0.0	0.36938	0.0	0.2964	0.24113	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__Weissella	0.04245	0.32626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05463	0.0	0.10861	0.0	0.0	0.0	0.0	0.0	0.0	0.08978	0.0	0.0	0.00661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	1.7266	12.78623	0.80616	0.02935	0.0	0.0	0.0	0.0	0.0	0.0	0.04727	0.01997	0.12426	0.0	0.01251	0.0	0.0	0.0	0.0	0.0	0.02832	0.01894	0.12748	0.0	0.16367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11239	0.0	0.0	0.15522	0.0	0.0	0.0	0.0	0.0	0.02388	0.00602	0.74612	0.025	0.0	0.13635	0.0	0.0	0.0	0.01694	0.0	0.27642
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Butyricicoccus	0.0	0.0	0.31086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	0.08775	0.01299	0.0	0.0	0.0	24.82502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1296	2.78951	0.03308	0.07982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.59821	0.0	0.0	0.0	0.0	9.65935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.12954	1.15555	0.49325	0.80087	1.25601	4.67436	0.0	0.88755	0.95395	0.5486	13.97693	0.24214	0.28689	0.87743	2.88397
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Hungatella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01893	0.0	0.0	0.0	0.0	0.00488	0.01804	0.0	0.0	0.00806	0.01006	0.0042	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_Family_XIII_Incertae_Sedis.g__Mogibacterium	0.0	0.0	0.0	0.0	0.0	0.16843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Clostridiales_unclassified	0.78806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Intestinimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02204	0.55327	0.25517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18751	0.0	0.0	0.25404	0.0	0.0	0.13724	0.00599	0.12523	0.0	0.0	0.0	0.13152	0.13489
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Lawsonibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium	0.63407	0.57115	0.0	4.39173	0.0	13.61307	0.49494	24.31286	16.23956	0.05903	0.06958	0.0	2.19901	1.96872	0.28793	0.69707	2.72103	0.59302	6.01636	1.712	2.30218	6.20809	0.32587	0.0981	1.54864	0.07019	0.0	1.27782	1.14577	0.0	5.77301	0.27209	3.56422	1.10132	0.14628	0.0	0.0	0.23961	0.06107	1.81773	1.4109	0.71678	2.79253	0.30126	2.3308	0.18134	0.09376	6.13933	15.54386	0.01688	1.28036	0.07975	2.54395	0.41991	0.11579	0.10468	1.35323	9.7662
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes	0.00339	0.0	2.53127	0.0	0.0	0.0	0.0	0.08526	0.0	0.0	0.0	0.05269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00969	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	0.50019	0.48561	2.20597	0.0	1.92142	0.0	0.0	0.00596	0.0	0.0	0.0	0.0	0.06111	0.0	0.03059	0.02705	0.0	0.05164	0.93574	0.48043	0.00707	0.49607	0.13794	0.0125	0.0	0.04282	0.0	0.0	0.91574	0.0	0.0	0.0	0.0	0.0	0.12193	0.0	0.0	0.0	0.03394	0.0	0.0	0.0	0.00713	0.05844	0.04646	0.0	0.0	0.0	0.11479	1.32613	0.0	0.00697	0.64193	0.14143	0.54383	0.47184	0.03683	0.03648
