dataset_name	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015	YuJ_2015
study_condition	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	control	CRC	control	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	control	CRC	CRC	CRC	control	CRC	CRC	CRC	CRC	CRC	CRC	CRC	control	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	control	control	control	control	control	control	control	control	control	CRC	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	control	control	CRC	CRC	CRC
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Asaccharobacter	0.06915	0.0	0.00076	0.06048	0.00282	0.05948	0.06511	0.0	0.0	0.0	0.0	0.02207	0.01792	0.0	0.0	0.00413	0.07258	0.0	0.0	0.0	0.0	0.0	0.0273	0.00788	0.02759	0.00176	0.05488	0.09748	0.00136	0.0	0.0016	0.00019	0.0	0.0	0.0	0.00172	0.02305	0.03475	0.02632	0.0	0.0	0.0	0.03354	0.04871	0.00057	0.00933	0.00361	0.04538	0.0	0.0	0.12412	0.0	0.0	0.07701	0.15076	0.00839	0.0	0.0	0.0	0.0	0.0294	0.01208	0.02853	0.00034	0.0	0.0019	0.0	0.05704	0.03112	0.06094	0.02737	0.01816	0.10077	0.01621	0.00798	0.0	0.00014	0.01358	0.0	0.0	0.0	0.02826	0.01186	0.00714	0.0	0.00116	0.0	0.0	0.0	0.0	0.05759	0.00269	0.0	0.02735	0.0	0.03464	0.15295	0.0	0.0	0.04514	0.0	0.0	0.0	0.0	0.0	0.02247	0.00562	0.0	0.00257	0.08659	0.00765	0.0	0.01044	0.04464	0.0	0.0062	0.00582	0.0	0.0	0.0	0.01363	0.00726	0.03055	0.07342	0.05747	0.01351	0.053	0.0002
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Denitrobacterium	0.00156	0.0	0.00424	0.00123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00057	0.0	0.00263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00106	0.0	0.0	0.00239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00184	0.0013	0.0	0.0	0.0	0.0	0.0	0.0	0.00096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00035	0.0013	0.0	0.00102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00345	0.0	0.0	0.00064
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Eggerthella	0.0	0.37705	0.08188	0.60763	0.01125	0.75849	0.06133	0.23856	0.01112	0.04229	0.09672	0.0	0.0	0.21537	0.59591	1.13322	1.17841	0.11003	0.15234	0.0	0.03092	0.0	0.06025	0.01668	0.18706	0.99767	0.31005	0.17489	0.7203	0.00314	0.02231	0.4467	0.56842	0.03576	0.01077	0.0	0.07159	0.0	0.03288	0.05476	0.0	0.06924	0.05937	0.05801	0.0	0.0997	0.00137	0.00071	0.04749	0.00711	0.0	0.05276	0.11801	0.24221	0.03692	0.0	0.24363	0.12184	0.04645	0.10333	0.04911	0.0	0.02555	0.0	0.0	0.95264	0.0942	0.02633	0.03044	0.29549	0.10666	0.0	0.06194	0.07011	0.00305	0.0167	0.7729	0.0	0.08178	0.08822	0.0	0.00964	0.0	0.04574	0.09033	0.0	0.17938	0.0	0.0	0.0	0.0	0.0	0.00616	0.0	0.01281	0.07781	0.39304	0.26732	0.08819	0.1252	0.26533	0.23087	0.31239	0.40658	0.00238	0.00952	0.13368	0.12723	1.73359	0.0	0.0041	0.0	0.13719	0.08946	0.14679	0.0	0.0	0.02636	0.07675	0.1409	0.11476	0.00705	0.07439	0.00744	0.09301	0.0	0.04116	0.42925
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Enterorhabdus	0.00561	0.0032	0.00289	0.01144	0.00068	0.01332	0.00839	0.00074	0.0	0.0	0.0	0.00277	0.00054	0.00321	0.00027	0.0133	0.01343	0.0	0.00022	0.0	0.0	0.0	0.00123	0.00081	0.00364	0.00711	0.00781	0.00878	0.00628	0.0	0.0	0.00251	0.00158	0.0	0.0	0.0	0.00351	0.00282	0.0	0.0	0.0	0.0	0.00179	0.00361	0.0	0.00138	0.0	0.00559	0.0	0.0	0.00909	0.0	0.0	0.00445	0.01259	0.0	0.0	0.0	0.0	0.0	0.00318	0.00042	0.00123	0.0	0.0	0.0039	0.0	0.00298	0.00409	0.00623	0.00692	0.00013	0.00573	0.00198	0.00098	0.0	0.00337	0.0001	0.0	0.00173	0.0	0.0028	0.00064	0.00048	0.0	0.00136	0.0016	0.0	0.0	0.0	0.00315	0.0	0.0	0.00131	0.0	0.02595	0.0148	0.00088	0.0011	0.00429	0.00119	0.00065	0.0	0.00137	0.0	0.00036	0.00067	0.0	0.009	0.01595	0.0	0.0	0.00043	0.00349	0.0	0.0	0.0	0.0	0.0	0.0	0.00085	0.0	0.00355	0.00549	0.01798	0.0	0.00333	0.00132
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Gordonibacter	0.0257	0.22632	0.02088	0.25946	0.16294	0.15735	0.26943	0.04716	0.00788	0.01023	0.01956	0.00106	0.00121	0.1391	0.10539	1.17041	0.23631	0.06953	0.03077	0.0	0.00751	0.0	0.02178	0.00325	0.09225	0.22025	0.22698	0.03552	0.16648	0.0	0.00197	0.22186	0.07855	0.02784	0.0274	0.0	0.07168	0.0	0.01296	0.01403	0.0	0.09794	0.00779	0.01517	0.0	0.03151	0.00808	0.02663	0.00812	0.0	0.07503	0.00827	0.01508	0.04823	0.98732	0.00344	0.0312	0.06154	0.01363	0.02637	0.04658	0.01445	0.0329	0.11965	0.00056	0.43917	0.05534	0.01363	0.17149	0.15696	0.04726	0.00065	0.1101	0.02551	0.03573	0.00353	0.12055	0.00078	0.01113	0.05184	0.0	0.05805	0.0	0.00839	0.04402	0.00213	0.05202	0.00092	0.0	0.01502	0.07211	0.00198	0.00253	0.0087	0.00333	0.26858	0.20975	0.04447	0.03703	0.18687	0.11068	0.03725	0.04122	0.1667	0.0	0.03156	0.13608	0.02028	0.52878	0.02342	0.00156	0.0	0.07904	0.01265	0.01311	0.0	0.0	0.00402	0.01317	0.0138	0.05258	0.00837	0.01627	0.05119	0.03186	0.0	0.01101	0.06586
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Slackia	0.59924	0.0	1.50336	0.12788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01542	0.00117	0.00059	0.0	0.00274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00054	0.0	0.00133	0.0	0.00035	0.00068	0.0	0.0	0.0	0.00563	0.0	0.01326	0.0	0.0	0.07703	0.0	0.0	0.0	0.00043	0.0	0.0	0.00311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00041	0.0	0.0	0.0	0.21189	0.0	0.0	0.0	0.0	0.00051	0.00036	0.0	0.00048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14765	0.00049	0.0	0.0	0.00291	0.0	0.0	0.0	0.00077	0.00578	0.00076	0.0	0.0	0.00042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00083	0.0	0.02887	0.0	0.00905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52946	0.0	0.00481	0.00071	0.0	0.00069
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	6.38857	36.02794	0.78677	13.20939	21.12201	60.56587	2.92486	46.96203	38.54607	17.81594	68.09496	19.06196	18.49168	18.57768	48.58726	3.01941	37.56033	44.13622	37.30055	4.9304	55.13879	6.35066	35.55604	1.55358	55.54694	35.06236	12.73014	17.42686	2.48346	73.3509	23.16608	26.10943	1.72817	19.69438	63.43435	12.20397	12.49749	17.58533	13.65652	10.17805	1.76902	17.33231	32.46585	3.49187	1.01374	21.74929	19.76789	4.17184	48.53791	0.09023	28.57165	10.31276	56.10994	5.77849	10.92408	21.48368	72.57392	17.6856	87.87484	58.63964	7.95236	20.33307	18.90242	6.34811	13.00734	4.38518	37.80798	5.5037	4.23593	8.81466	51.21824	5.02222	3.56289	25.17491	26.09627	68.37028	13.42521	9.87271	18.41722	14.10537	61.74959	36.85805	9.21201	16.15029	41.12032	47.26062	3.02457	31.39461	9.00832	42.91685	21.28756	50.9086	6.56675	25.825	55.78802	17.26122	24.2395	18.98732	3.80169	3.50582	45.86124	17.44934	11.23942	24.43598	44.75941	49.53669	39.05918	55.73453	8.51659	30.3309	7.97277	8.46494	53.07018	5.73427	74.66367	67.16603	25.18885	65.10427	35.15444	29.07959	24.55484	11.35252	0.05752	5.33393	0.91577	12.71294	9.24302	9.13229
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae.g__Barnesiella	1.37657	0.0	0.06122	0.0	0.12416	0.0	0.0	0.0	0.0	0.0	0.0	0.22409	1.27896	0.00192	0.00786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.15678	0.0	0.0	0.0	0.0	0.57775	0.0	0.07492	0.0	0.0	0.0	0.08244	0.0	0.37456	1.16022	1.69722	1.52841	0.0	0.0	0.0	0.0	0.0	0.0061	3.4425	0.0	0.10102	0.0	0.0	0.45934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39071	0.01867	0.26155	0.0	0.19022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.06638	0.25343	0.41589	0.0	0.0	0.0	0.0	0.0	0.0	1.37009	0.13256	0.0	0.0	0.0	0.9087	0.0	0.0	0.0	0.0	1.98511	0.0	0.0	0.0	0.11142	0.0	0.0	0.0	0.0	0.0	0.03033	0.0	0.0	0.0	0.84557	0.0	0.0	0.20679	0.01778	0.01716	0.0	0.10997
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Barnesiellaceae.g__Coprobacter	0.0	0.0	0.0	0.10732	0.08884	0.0	0.0	0.0	0.0	0.0	0.0	0.05434	0.0	0.0	0.0	0.01705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12127	0.0	0.0	0.00351	0.0	0.0	0.0	0.06203	0.00822	0.0	0.0	0.0	0.04473	0.0	0.0	0.0	0.0	0.0	0.0	0.23361	0.0	0.0	0.0	0.0	3.47957	0.17176	0.0	0.04346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00462	0.0	0.0	5.47321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78147	5.3795	1.42037	0.0	0.12002	0.0	0.0	0.40785	0.0	0.0	0.11592	0.02323	0.0	0.0	0.0	0.01929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22252	2.81524	0.0	0.0	0.0	1.4502	0.21273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00841	0.0	0.0	0.0	0.0	0.08457	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Dysgonamonadaceae.g__Dysgonomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae.g__Butyricimonas	0.21448	0.27078	0.01128	0.03858	0.39386	0.0	0.0	0.0	0.26144	0.12951	0.0	0.25624	0.2415	0.05101	0.02103	0.0	0.0	0.01504	0.05278	0.0	0.0	0.0	0.07298	0.0	0.0	0.27554	0.0	0.007	0.00094	0.15435	0.00221	0.1961	0.0	0.2844	0.0	0.20072	0.0	0.66681	0.35722	0.0	0.08779	0.0	0.02516	0.01171	0.0	0.2013	0.2779	0.02402	0.0	0.0	0.03415	0.19222	0.0	0.0	0.0005	0.0477	0.25543	0.0	0.0	0.0	0.00714	0.05006	0.13458	0.01439	0.02491	0.0	0.0	0.0	0.22412	0.0	0.60072	0.00256	0.0	0.7837	0.05252	0.23395	0.0	0.23325	0.03838	0.0	0.35564	0.03796	0.0	0.20339	0.0	0.0	0.00994	0.18051	0.63498	0.0917	0.02207	0.28096	0.0	0.0	0.0	0.0	1.2425	0.04278	0.0	0.12591	0.0	0.24617	0.0	0.0	0.37351	0.5704	0.11267	0.0	0.0	0.65873	0.0	0.0	2.03362	0.05236	0.18279	0.0	2.30244	0.67942	0.34052	0.0	0.15901	0.04296	0.0	0.02241	0.0	0.19564	0.09187	0.23631
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae.g__Odoribacter	0.37689	0.05985	0.01233	0.0	0.0	0.0	0.0	0.0	0.42357	0.0	0.0	0.12946	0.18066	0.07597	0.027	0.0	0.0	0.05416	0.0	0.0	0.0	0.0	0.19898	0.00333	0.12153	0.0	0.04023	0.04952	0.0	0.31482	0.03859	0.1434	0.0	0.3469	0.0	0.31869	0.23004	0.23597	0.35591	0.0	0.16966	0.0	0.06096	0.07374	0.00139	0.63909	0.37553	0.02604	0.0	0.0	0.1687	0.09291	0.0	0.0	1.06396	0.44599	0.0	0.03818	0.0	0.17928	0.1305	0.13969	0.0	0.02293	0.30739	0.0	0.44704	0.0	0.0	0.04841	0.2899	0.00894	0.0511	0.0	0.0	0.0	0.00267	0.0	0.0	0.0	0.41471	0.59752	0.25436	0.17168	0.0	0.0	0.00192	0.24599	0.40698	0.35382	0.06423	0.35005	0.0	0.16161	0.0	0.0	0.4787	0.06823	0.0	0.08579	0.0	0.10809	0.0	1.4054	0.0	0.0	0.0	0.0	0.69397	0.09634	0.12585	0.08391	0.0	0.06277	0.0	0.0	12.59475	0.18025	0.0	0.06955	0.12866	0.08676	0.0	0.0136	0.0	0.1564	0.06734	0.02505
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Porphyromonas	0.0	0.0	0.71923	0.0	0.0	0.0	0.02783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5839	0.0	0.0	0.0	0.0	0.09592	0.0	0.0	0.0	0.0	0.03417	2.40442	0.11508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02013	0.0	0.0	0.00416	0.0	0.0	1.00357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00151	0.03258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15659	0.54101	0.0	0.20206	0.0	0.0	0.0	0.00923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00067	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Sanguibacteroides	0.01597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Alloprevotella	0.0	0.00063	0.0	0.0	0.0	0.0	0.0	0.57766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08858	0.0	0.0	0.05565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36615	0.0	0.0	0.0	0.0	4.87948	0.0	0.00368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Paraprevotella	0.83083	0.0	0.06739	0.87437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34494	0.0	0.0	0.0	0.0	0.0	0.0	0.30411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0415	0.0	0.0	0.11844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73824	0.93312	1.35476	0.0	0.0	0.0	0.0	0.70196	0.0	0.0	0.0	0.18562	0.0	0.0	0.0	0.0	0.10322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34573	0.0	0.0	0.0	0.27829	0.8272	0.0	0.0	0.0	0.72003	0.0	0.0	4.87545	0.00631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella	1.6127	0.71566	2.02796	5.12234	0.38699	0.06132	0.04477	0.0	0.00386	14.25835	0.00133	34.25664	0.00013	0.00325	0.0	0.0	0.00059	0.0	4.85566	0.00155	0.00654	36.40146	0.5011	0.0	0.00619	0.00087	1.03849	0.0	0.00172	1.58503	10.42763	0.04604	0.00098	16.89759	0.59069	27.42426	0.00395	2.88136	0.8216	0.00374	60.6657	0.00545	0.72727	8.00238	0.02716	0.06693	21.63569	4.05429	0.00541	0.00761	0.00455	61.80448	0.01028	4.31091	0.01359	4.12493	0.0	0.00307	0.00742	0.34217	0.00165	0.00571	1.74217	1.63993	46.02637	0.0	0.14859	0.0018	7.25749	2.00782	0.0	25.55318	0.01279	0.0	0.0	0.0	0.00158	0.33272	0.00334	0.08182	0.00096	0.01837	29.49267	21.31148	0.00218	0.00215	1.42252	0.00177	28.69626	0.02207	0.0	0.0	7.89503	0.00329	0.0	0.00897	0.0	0.45535	1.04221	0.0	4.4357	4.47061	0.00626	0.00243	0.0	0.0	0.33118	2.46847	0.00645	1.97432	59.07923	52.72871	0.0292	0.30467	0.02085	0.01675	31.46265	0.00234	0.45127	0.00511	6.009	51.45567	0.15506	3.63735	0.94276	24.46684	1.91522	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes	2.80371	0.32415	0.15725	3.59046	5.18375	7.29566	0.23894	0.0	2.05429	1.99047	0.00258	5.26524	5.18033	2.89224	0.82152	0.00129	5.79884	1.71197	5.01411	0.00102	0.00672	0.00462	1.19	0.01975	2.98267	3.41403	7.94612	0.5746	0.00862	3.40207	0.15444	1.14464	0.02506	9.05325	0.0	5.2745	12.87851	8.56519	10.19178	0.00396	0.06772	0.01575	2.94438	0.26858	0.1077	5.59829	7.49911	1.36978	0.00022	0.0	3.09205	1.28238	0.0	0.0	2.02456	11.17759	0.16051	0.55255	0.0	0.94411	1.83101	0.91288	2.4703	3.28055	1.54632	0.95875	0.02143	0.0546	0.21743	5.81451	7.06037	1.20202	0.76405	0.04391	3.65473	1.07525	0.00233	2.96313	0.00525	0.07535	6.46859	6.54859	1.69273	5.11495	3.40494	0.0	1.38623	17.50843	0.13294	2.51558	0.57941	3.59464	1.24386	4.05324	0.0	0.0	10.08941	0.5044	0.00419	3.77761	1.02793	0.08826	0.20495	6.51456	12.0867	5.11831	2.01971	0.0	1.57425	14.29907	0.15311	0.29768	1.18508	2.69899	0.0952	4.83091	5.40527	0.14029	0.14034	0.0	9.74554	0.13696	0.00574	2.89671	0.13859	0.35378	4.69908	0.34851
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides	0.76136	0.34044	1.30121	0.40615	1.45605	12.40189	0.07598	3.30989	1.62439	5.19397	0.60059	3.85093	1.22895	0.47563	1.18407	1.84399	9.96939	1.33471	14.48141	0.00512	1.70554	0.01148	23.37456	0.02106	7.21371	0.86555	0.36539	1.25647	0.13044	4.35784	0.44659	1.87368	0.20556	2.01423	0.41033	1.45432	4.57415	3.27042	0.31972	1.13767	0.24804	0.88861	0.72497	1.57646	0.03852	8.45055	0.55362	0.33606	18.27979	0.0	1.27971	0.86171	0.0	0.17015	0.0836	5.20565	3.50478	1.32835	2.31916	2.86677	0.30915	1.00863	0.63577	0.89693	0.77231	1.74837	3.74763	0.50577	0.29691	0.35543	2.17074	0.99137	0.08778	13.47078	1.97429	4.34368	0.79073	0.30474	0.17669	0.18912	2.45764	1.64815	2.13222	2.1111	0.888	2.60399	0.2053	3.67733	1.02136	2.26726	2.21622	2.92337	0.81451	2.73747	0.00031	0.94353	5.48556	0.64225	0.5876	0.10567	1.98363	0.88681	0.86927	3.50896	4.53217	4.3729	9.56751	3.14309	4.26192	3.00423	2.4459	0.53394	4.16965	2.43741	5.15587	4.01212	2.92195	2.69135	1.09353	0.6202	4.73917	0.56672	0.00181	0.10426	0.07125	0.9542	0.88659	0.50134
