dataset_name	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017	HanniganGD_2017
study_condition	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	CRC	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control	control
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales	4.38483	16.94639	0.25951	0.04015	0.0	0.33235	0.56827	0.29904	0.09401	0.74818	0.06238	0.0	0.0	5.40406	0.0	0.14067	0	0.0	0.0436	0.75042	3.8884	8.32885	9.29726	0.03791	0.01218	3.50403	4.86956	1.32705	13.31929	0.23226	0.24173	3.10492	0.45611	2.72275	0.52063	0.55548	0.06174	15.47068	0.01174	0.29355	0.45723	2.96216	0.39488	2.91504	0.61607	0.87402	0.58076	14.89934	0.13501	1.27777	1.10801	0.77165	0.56131	1.49763	5.31904
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales	79.96674	69.63557	67.08892	29.58186	70.94466	49.1182	35.30376	23.55826	46.0283	68.2963	90.30562	32.55023	66.45953	72.46862	81.76189	55.54914	0	70.29114	58.7248	84.00458	62.59448	35.50473	34.01887	69.42194	27.61308	72.77405	66.36432	67.71424	74.71415	67.34175	70.12534	31.10371	71.92547	90.57172	55.64135	41.23898	42.67964	43.67424	23.35832	22.06133	67.27303	74.59638	34.68939	26.16981	71.97229	82.2453	91.08118	47.71238	25.20025	46.04145	77.41286	78.21553	48.90617	64.19694	76.20644
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales	0.0	0.04616	9.80894	1.43447	0.0	0.12288	0.73828	0.21588	0.01033	1.63845	1.18001	0.04966	0.26777	0.1697	0.0	0.0	100	0.0	0.06721	0.48913	0.0	0.03624	10.03252	0.96686	0.13161	0.06991	0.65255	0.0	0.12756	0.70288	4.65242	0.80573	2.57055	2.73771	2.29508	0.0	0.29609	0.0	0.35709	0.01657	0.18431	0.32669	0.8728	0.0	0.09298	0.0	0.45969	11.38446	0.47766	0.13828	0.03757	2.55041	0.08589	0.13443	0.28468
k__Bacteria.p__Firmicutes.c__Firmicutes_unclassified.o__Firmicutes_unclassified	1.37955	0.0	0.0	8.6598	0.11276	0.15632	0.0	11.24819	0.37332	1.96428	0.00364	0.05885	0.0	0.0	2.09655	0.08858	0	0.64033	0.15453	4.55557	0.0	0.32244	0.0	0.75733	3.70578	1.25471	0.12957	6.62035	0.0	0.14436	0.0	0.0	0.5809	0.0	0.0	0.22883	0.0	0.0	0.1529	0.0	1.95977	0.69604	0.0	0.89775	0.07463	0.61414	0.0	0.0	0.27837	0.0	0.91594	0.1161	2.01609	0.0	0.00918
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales	0.0	0.0	0.0	0.06822	0.66877	0.26971	0.0	0.0	0.0	0.03691	0.0	0.0	0.0	0.0	0.0	0.03634	0	2.31851	0.44213	0.0	0.0	0.0	0.0	0.0	0.04004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00641	0.0	0.75987	1.06653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07367	0.19679	0.0	0.0	0.0646	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales	0.0	0.0	0.63946	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales	0.0	0.0	0.0	0.0	0.0	0.0	0	0.03236	0.07864	0.0	0.0	0.0	0.0	0.0	0.03744	0.59698	0	0.0	0.0	0.0	0	0.0	0.06288	0.0	0.0	0.0209	0.0	1.16179	2.30891	0.0	0.0	0.0	0.0	0.0	0.0	0.0612	0.59793	0	0.0	0.87825	0.0	0.0	0.01295	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.31266	0.0	0.0	0.02278
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.02451	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.13367	0.0	0.0	0.0	0.0911	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0157	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales	0	0	0	0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.20757	0.0	0	0.12088	0.15809	0.0	0	0.0	0.0	0.0	0	0	0	0	0.15248	0	0	0	0.0	0	0.0708	0.0	0	0.0	0	0.38109	0.0	0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	1.2192	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales	0	0	0	0	0.40905	0.0	0	0.0	0.0	0.0	0	0.0	0	0.0	0.0	0.0	0	0.0	0.01463	0.0	0	0.0	0.0	0.0	0	0	0	0	0.0	0	0	0	0.0	0	0.0	0.0	0	0.0	0	0.0	0.0	0	0.0	0	0.0	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.00679
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales	0	0	0	0	0	1.97572	0	0.00831	1.10887	5.46657	0	41.73247	0	16.70796	0	37.46977	0	0	0	2.07658	0	19.02176	12.4692	0.6021	0	0	0	0	0.0	0	0	0	4.29989	0	0	5.00747	0	4.01796	0	0	0.80404	0	4.94441	0	0.0	0	0	6.01612	0.28172	0	0.07723	0.24739	0	0.04274	0.61072
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales	0.0	0	0.0	0	0.0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.03163	0	0.0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0	0.0	0.05542	0.0	0	0.0	0.0	0.0	0	0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Proteobacteria_unclassified.o__Proteobacteria_unclassified	0.0	0	0.0	0	0.0	0.0	0	0	0.0	0	0	0	0.0	0.0	0.0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0	0.0	0.09866	0.0	0	0.0	1.24742	0.0	0	0	0.0	0.0	0.00362	0	0.0	0.0	0.0	0	0	0.27395	0.0	0.0
k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales	1.37649	0	1.22855	0	0.25923	31.72071	0	0	15.00604	0	0	0	21.10144	0.06929	0.03578	0.08554	0	0	36.29139	0	0	0.22922	0	0	66.98852	0.0621	0.24262	16.79701	5.28667	0	5.06588	0	0	0	25.35271	0	4.89473	0	68.409	0	19.55452	0	0	3.21088	0	5.90405	0	0.02369	64.15138	0.22438	0	0	0.12331	7.10517	1.83959
