dataset_name	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016	ChngKR_2016
k__Bacteria.p__Actinobacteria.c__Thermoleophilia.o__Thermoleophilales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00532	0.0	0.0	0.0	0.0	0.01099	0.00622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidetes_unclassified.o__Bacteroidetes_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0622	0.27941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales	0.00744	0.33615	0.0	0.0	0.0	0.0	0.4229	1.21035	0.13893	0.04266	0.3816	0.88463	0.0	0.00351	0.0	0.03254	0.0	0.0	0.0	0.0	0.11686	0.03268	0.21933	0.0	0.46139	0.0	0.0	0.03451	0.06433	0.02775	0.36014	0.40234	0.0	0.0	0.0	0.0	0.05518	1.95014	0.08226	1.25637	0.37865	0.0	0.03103	0.0	0.17499	0.35974	0.0	2.33874	0.14259	0.0	0.49462	0.002	0.0	0.01527	0.10344	0.02779	0.51503	0.1999	0.02811	0.00455	0.0	0.42094	0.00372	5.8136	2.61854	0.62771	0.80494	0.51593	0.41351	6.06673	0.24114	0.05362	0.0	0.03965	0.0	0.0	0.0	0.24972
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales	0.28317	0.15319	0.0	0.0	0.04583	0.25184	0.0	0.0135	0.09102	0.0	0.0	0.02504	0.06961	0.1863	0.0	0.02908	0.32356	0.00316	0.0	0.0	0.0	0.0	0.0	0.0	0.01591	0.0	9.87309	2.74327	0.0	0.0	0.09842	0.0	0.00807	0.0	0.0	0.0	0.01091	0.4495	0.0	0.01083	0.0	0.0	0.04601	0.0	0.01326	0.0301	0.0	0.01248	0.0	0.0	0.00276	0.0	0.0	0.0	0.43158	0.07197	0.0	0.0	0.0	0.0	0.0	0.0	0.03518	3.90603	0.84515	0.42158	0.11315	0.07099	0.21577	1.51516	0.0	0.0	0.0	0.01145	0.0	0.0	0.0	0.20066
k__Bacteria.p__Bacteroidetes.c__Sphingobacteriia.o__Sphingobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Chlamydiae.c__Chlamydiia.o__Chlamydiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Cyanobacteria.c__Cyanobacteria_unclassified.o__Chroococcidiopsidales	0.0	0.0	0.03811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Cyanobacteria.c__Cyanobacteria_unclassified.o__Nostocales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Cyanobacteria.c__Cyanobacteria_unclassified.o__Oscillatoriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales	13.34549	15.13036	3.71578	7.68337	4.82454	6.24761	11.71362	7.59885	20.78502	14.51482	12.35703	6.42764	9.21584	6.49924	10.98704	7.96034	1.8029	3.33746	13.64021	18.94003	5.80707	6.12298	2.6365	0.85422	4.077	2.80821	2.97482	1.23273	5.7283	5.13812	6.65781	4.32759	3.245	13.72169	2.21414	2.98468	9.79954	6.76487	9.29663	8.56663	14.49801	33.80675	15.35427	11.61433	4.0182	5.35524	2.19413	2.3824	4.45766	14.40526	1.84789	2.00848	2.7393	3.83725	0.78247	0.38117	21.38655	3.11207	10.43942	5.21318	6.84026	14.92665	3.09609	2.44177	8.80642	29.93224	0.39533	0.43646	3.98796	4.89711	1.31394	4.65733	1.45574	1.24546	1.52751	1.5214	42.81444	24.14682
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales	0.82304	0.72086	0.52978	0.75843	1.40875	0.04729	8.11227	11.15761	1.42909	1.40904	1.70762	1.65927	0.42265	1.76466	1.246	1.51801	0.69004	0.15873	2.02151	1.45134	2.24708	1.71338	2.85611	0.98538	3.70115	0.44131	1.77037	1.73699	1.45243	3.30718	24.34989	7.14686	0.5436	0.53139	0.84442	1.02431	0.70025	4.04901	11.65538	16.91955	16.86915	2.4279	19.75193	1.02548	1.20222	2.54814	0.23492	4.26662	2.42847	1.20997	3.34902	1.22236	0.00151	0.00515	1.76121	0.76814	11.90775	9.4756	0.55447	0.11638	0.0	0.43904	0.62841	9.51895	8.27091	5.36601	0.2986	0.37357	2.25812	13.66794	0.19194	0.01029	0.24399	0.6574	0.74067	0.10824	0.16258	0.88702
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales	0.03717	0.21208	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.05425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01975	0.11217	0.0	0.0	0	0.0	0.0	0.16068	0.17566	0.16178	0.0	0.01955	0.0	0.72656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales	0.0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0.0	0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0	0	0	0.0	0	0.08225	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0.0	0	0	0.0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales	0.0	0	0	0	0	0	0.0	0.05876	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0.0	0	0.0	0.0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0	0	0	0.0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0	0	0.0	0	0	0.0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02314	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.3313	0.0	0.0	0.0	0.0	0	0.0143	0.0	0.0	0	0.0	0.0	0.0	0	0.0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales	0.07858	0	0	0.0	0.0	0.0	0.25269	0.96231	0.01057	0.0	0.00587	0.01713	0.08771	0.14754	0.0	0.02564	0.12905	0.0	0.2512	0.13383	0.51709	0.38646	0.03872	0	0.32418	0	0	0.08248	0.03532	0	0.38427	0.55642	0	0	0.02094	0.0	0.28052	0.64981	0.29452	1.42982	1.11027	0	0	0	0.06329	0.23608	0.0	1.52343	0.69599	0.25776	0.37761	0.075	0.0	0.0	0.24305	0.05682	1.1429	0.54323	0.0	0.0	0	0.024	0.0	1.30739	3.16124	3.16162	0.057	0.00982	0	0.48788	0.02594	0.0	0	0.0	0.0172	0.0	0	0.17367
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales	0.80483	0	0	0.01335	0.12375	0.04778	0.0	0.04046	0.2725	0.30944	0.23348	0.92323	0.01262	0.00255	0.02284	0.04037	0.04905	0.00515	0.0	0.0	0.19917	0.13616	0.05665	0	0.0	0	0	0.0	0.0	0	0.7142	1.33608	0	0	0.07813	0.04506	0.0	0.01722	0.0	0.0	0.0	0	0	0	0.00872	0.04442	0.06429	0.02265	0.05688	0.0	0.04124	0.03439	0.00696	0.05632	0.26426	0.10897	0.11384	0.09784	0.16893	0.4801	0	1.06739	0.06552	0.0	0.48603	0.01981	0.58705	0.31068	0	0.0	0.11706	0.45039	0	0.00294	0.35878	0.03411	0	0.00125
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellia_unclassified	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0	0	0.0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02887	0.0273	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0
k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales	0.0	0	0	0.0	0.0	0.0	0.05743	0.07301	0.0	0.0	0.00694	0.00467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0606	0.08306	0.0	0	0.0202	0	0	0.0	0.0	0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.10159	0.0	0	0	0	0.0	0.08545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06711	0.0	0	0.0	0.0	0.75786	0.17635	0.20404	0.0	0.0	0	0.40619	0.0	0.0	0	0.0	0.0	0.0	0	0.0
k__Bacteria.p__Planctomycetes.c__Planctomycetia.o__Planctomycetales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00193	0.0039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales	0.0	0.0	0.0	0.0	0.21899	0.13414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13776	0.74698	0.26289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94646	1.04502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04724	0.0	0.0	0.0	0.0	0.0	0.0	0.0055	0.0	0.0	0.0	0.0	0.0	0.0	0.00223	0.0	0.0	0.47878	0.58346	0.0	0.10049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01144	0.0707
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales	0.0	0.0	0.0	0.0	0.04594	0.07257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33049	0.24783	0.18867	0.05674	0.04643	0.02564	0.01145	0.01472	0.1051	0.0202	2.74155	13.39326	0.12978	0.41467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales	2.96542	3.82613	6.02709	2.75074	11.22495	6.85454	1.51904	2.21244	0.01385	0.0	0.06846	0.44336	0.18434	0.48479	0.0	0.0	3.40536	1.77663	0.10544	0.08358	0.0	0.0	0.00124	0.0	1.72906	0.7911	0.0	0.18579	0.11771	0.01241	0.0	0.0	0.0056	0.0	0.0017	0.0	0.6366	0.78367	0.0	0.05053	0.0	0.0	0.0	0.0	0.34348	0.31101	0.36955	1.33346	0.10927	0.1349	0.02176	0.08469	0.10072	0.04217	0.24927	0.20739	0.31877	0.0	0.04391	0.37463	0.0	0.13434	0.9518	0.71894	0.99834	1.39808	0.7301	0.92242	0.02215	0.0	0.0	0.0	0.0	0.0	0.50761	0.38491	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales	4.49452	2.5946	6.86464	6.43333	7.83533	11.34199	5.61658	6.73774	2.00188	1.81355	1.63822	3.53665	12.42993	22.344	0.20487	1.03071	35.12124	18.35425	1.16642	2.03316	0.22462	0.23756	0.26806	0.05199	1.52034	0.66677	10.12123	21.75302	1.37082	0.77809	0.15275	0.30667	2.54778	2.05214	1.31293	0.90809	1.51036	2.33032	3.73501	7.12238	5.32546	9.09399	3.20763	2.22239	0.06093	0.10555	7.39824	4.07732	4.09844	2.92818	0.259	0.19981	3.45612	1.20684	3.16128	2.08524	4.24188	1.42214	0.72394	1.27093	23.82984	15.09631	0.14941	0.06224	13.59915	9.73755	3.80963	3.58065	6.08989	3.48457	1.01801	1.45861	0.6622	2.29963	9.22025	6.93697	0.99277	1.08748
